case,dx,k,t3d,qv3d,qc3d,qi3d,u3d,v3d,pcps,dz8w,rho3d,pi3d,qvften,thften,p8w,w
17,9000.0,23,43724E44,399A2C90,00000000,00000000,412B4FEA,00000000,4783B0FB,4353D08A,3F782ABB,3F64BC45,326AA861,3765286E,4785A886,3D4E467A
17,9000.0,24,43712408,398B37EB,00000000,00000000,4132171A,00000000,477F7458,435CAB62,3F71DD21,3F62BF27,32629239,375D42CB,4781B970,3D5794A3
17,9000.0,25,436FED54,3979F325,00000000,00000000,413926D4,00000000,47776842,43660754,3F6B6EFB,3F60AEB7,325A2586,375508A4,477B75D0,3D600579
17,9000.0,26,436EA972,395EF2A6,00000000,00000000,41408338,00000000,476F3E84,436FF567,3F64E042,3F5E89FA,32515D5B,374C752A,47735AB4,3D6767BD
17,9000.0,27,436D5796,39457BD4,00000000,00000000,414830F6,00000000,4766F7E1,437A8808,3F5E30CF,3F5C4FD2,32483421,374382E8,476B2254,3D6D84A3
17,9000.0,28,436BF6D6,392D99AD,00000000,00000000,41503550,00000000,475E9510,4382EAC2,3F576072,3F59FEFF,323EA394,373A2BBE,4762CD6E,3D721F67
17,9000.0,29,436A862D,39175522,00000000,00000000,41589642,00000000,475616BC,4388FB67,3F506ED6,3F579615,3234A490,373068B4,475A5CB1,3D74F4F9
17,9000.0,30,4369046F,3902B488,00000000,00000000,41615A92,00000000,474D7D88,438F84E7,3F495B96,3F551379,322A2EFF,372631E5,4751D0C6,3D75BBB3
17,9000.0,31,43677049,38DF77AB,00000000,00000000,416A89FC,00000000,4744CA0D,439698E8,3F42262F,3F527553,321F39A5,371B7E4B,47492A4A,3D742344
17,9000.0,32,4365C834,38BCD874,00000000,00000000,41742D5F,00000000,473BFCDA,439E4C98,3F3ACDFC,3F4FB98D,3213B9F1,37104395,474069D0,3D6FD4CB
17,9000.0,33,43640A6E,389D884C,00000000,00000000,417E4EF2,00000000,47331678,43A6B907,3F33523C,3F4CDDBC,3207A3AF,370475D9,47378FE4,3D687353
17,9000.0,34,436234F1,38817E5E,00000000,00000000,41847D44,00000000,472A1768,43AFFD8B,3F2BB201,3F49DF18,31F5D18E,36F00EA4,472E9D0C,3D5D9CDE
17,9000.0,35,4360455A,38515694,00000000,00000000,418A1EFA,00000000,47210026,43BA3F6F,3F23EC3C,3F46BA63,31DAF16D,36D5CFC5,472591C4,3D4EEC2C
17,9000.0,36,435E38E1,3825F34B,00000000,00000000,419014B8,00000000,4717D12A,43C5AF19,3F1BFFA4,3F436BD0,31BE804E,36BA094C,471C6E89,3D3BFBDD
17,9000.0,37,435C0C33,380099DE,00000000,00000000,41966826,00000000,470E8AE0,43D28812,3F13EAB4,3F3FEEDC,31A05017,369C8E36,471333CA,3D246B17
17,9000.0,38,4359BB58,37C20771,00000000,00000000,419D24D3,00000000,47052DB5,43E11840,3F0BAB9E,3F3C3E26,318029A1,367A514E,4709E1F6,3D07E520
17,9000.0,39,4357417A,378DB744,00000000,00000000,41A458CC,00000000,46F7741C,43F1C4D8,3F03403F,3F385329,313B93AA,36372E34,47007974,3CCC592A
17,9000.0,40,435498A8,3746F7EF,00000000,00000000,41AC155F,00000000,46E46098,44028ADA,3EF54C06,3F3425E1,30E378C0,35DE23EC,46EDF550,3C7CB323
17,9000.0,41,4351B970,3704E29F,00000000,00000000,41B4702D,00000000,46D1219A,440DE232,3EE3B399,3F2FAC53,3007FB21,3504CB3E,46DACBE0,3B989F9B
17,9000.0,42,43508000,36D7530B,00000000,00000000,41BD84CC,00000000,46BDB7DA,441CD900,3ECFC71F,3F2AD9C8,00000000,00000000,46C77754,00000000
17,9000.0,43,43508000,36C6E390,00000000,00000000,41C78E97,00000000,46AA2402,44306696,3EBA5635,3F259DB1,00000000,00000000,46B3F860,00000000
17,9000.0,44,43508000,36DEEF9A,00000000,00000000,41D2D8BD,00000000,469666B6,44494032,3EA4B7DB,3F1FE1DD,00000000,00000000,46A04FA4,00000000
17,9000.0,45,43508000,37007733,00000000,00000000,41DFBA08,00000000,46828094,4469E8EF,3E8EECC8,3F198776,00000000,00000000,468C7DC8,00000000
17,9000.0,46,43508000,3717CBB2,00000000,00000000,41EEB269,00000000,465CE468,448B6301,3E71EB44,3F1261A1,00000000,00000000,467106C0,00000000
17,9000.0,47,43508000,3739CC53,00000000,00000000,420044EB,00000000,46347860,44AC28E5,3E45A625,3F0A2AFD,00000000,00000000,4648C210,00000000
17,9000.0,48,43508000,376FF454,00000000,00000000,420B4996,00000000,460BBE28,44E0A9B3,3E190B62,3F006E70,00000000,00000000,46202EB0,00000000
17,9000.0,49,43508000,37A9DA03,00000000,00000000,4219AA76,00000000,45C56DA0,4521673C,3DD83852,3EE89483,00000000,00000000,45EE9B40,00000000
17,9000.0,50,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,459C4000,00000000
18,9000.0,1,43890000,3B736803,00000000,00000000,40A00000,00000000,47C4C68E,42200E0E,3FA39EFC,3F8045F2,32ABCC77,37A7C5AC,47C54400,00000000
18,9000.0,2,4388E145,3B70BD0E,00000000,00000000,40A28F96,00000000,47C386CA,42794E51,3FA2BAA0,3F800A41,32AB1C7B,37A719D0,47C4491D,3A45B6EC
18,9000.0,3,4388B167,3B6C4E2A,00000000,00000000,40A68CBE,00000000,47C1DB71,42968C31,3FA19128,3F7F741B,32AA0A5E,37A60E20,47C2C476,3AFCCD9C
18,9000.0,4,43887798,3B66F5BE,00000000,00000000,40AB5E07,00000000,47BFEC14,42AAE8D2,3FA03A17,3F7EB8F0,32A8BF4F,37A4CAD3,47C0F26C,3B5B4C0F
18,9000.0,5,438835F7,3B60F867,00000000,00000000,40B0D61E,00000000,47BDC730,42BC6D37,3F9EBE71,3F7DE7F5,32A7477A,37A35BCD,47BEE5BD,3BA24D7E
18,9000.0,6,4387ED9B,3B5A7D09,00000000,00000000,40B6DDB6,00000000,47BB7530,42CC3B96,3F9D2376,3F7D03E5,32A5A91F,37A1C728,47BCA8A3,3BDC3770
18,9000.0,7,43879F2F,3B539E86,00000000,00000000,40BD66C9,00000000,47B8FBC1,42DAF01F,3F9B6CAC,3F7C0E76,32A3E802,37A01092,47BA41BE,3C0D626F
18,9000.0,8,43874B1C,3B4C705B,3951B717,00000000,40C46853,00000000,47B65F04,42E8E97D,3F999CA1,3F7B08CB,32A2068F,379E3A68,47B7B5C4,3C2EC011
18,9000.0,9,4386F1AC,3B4502BE,3951B717,00000000,40CBDC57,00000000,47B3A227,42F66834,3F97B53E,3F79F3A9,32A00661,379C463B,47B50844,3C520494
18,9000.0,10,4386930D,3B3D62D2,3951B717,00000000,40D3BEE8,00000000,47B0C7B3,4301CCB5,3F95B806,3F78CF9A,329DE887,379A3513,47B23C0A,3C770599
18,9000.0,11,43862F5D,3B359C20,3951B717,00000000,40DC0D8B,00000000,47ADD1BE,43085050,3F93A62D,3F779CF6,329BADA9,37980797,47AF535C,3C8ECD89
18,9000.0,12,4385C6AD,3B2D2894,3951B717,00000000,40E4C6E8,00000000,47AAC205,430ECD5A,3F9180E2,3F765BF3,32995626,3795BE21,47AC501F,3CA2CE8B
18,9000.0,13,43855901,3B2430F7,3951B717,00000000,40EDEA94,00000000,47A79A06,43154F2A,3F8F48E3,3F750CA9,3296E218,379358CC,47A933EB,3CB7712D
18,9000.0,14,4384E656,3B1B3C58,3951B717,00000000,40F778DC,00000000,47A45B0A,431BE0F6,3F8CFEB3,3F73AF19,3294516D,3790D785,47A60021,3CCC9F4D
18,9000.0,15,43846E9F,3B1253FA,3951B717,00000000,4100B964,00000000,47A10632,43228BE6,3F8AA2DF,3F72432C,3291A3DE,378E3A06,47A2B5F3,3CE240DD
18,9000.0,16,4383F1C9,3B098098,3951B717,00000000,4105ECF8,00000000,479D9C7B,432959C7,3F8835DF,3F70C8B8,328ED8FA,378B7FE4,479F5670,3CF83B2D
18,9000.0,17,43836FB9,3B00CA24,3951B717,00000000,410B584B,00000000,479A1ECA,433052F2,3F85B818,3F6F3F82,328BF02B,3788A889,479BE286,3D07384B
18,9000.0,18,4382E84E,3AF0703C,3951B717,00000000,4110FCBD,00000000,47968DEA,43378059,3F8329D9,3F6DA73B,3288E8AF,3785B33B,47985B0D,3D125FD5
18,9000.0,19,43825B60,3ADFA2EB,3951B717,00000000,4116DBFB,00000000,4792EA95,433EEB3B,3F808B68,3F6BFF85,3285C1A3,37829F19,4794C0C7,3D1D816E
18,9000.0,20,4381C8C0,3ACF3954,3951B717,00000000,411CF7FD,00000000,478F3572,43469CE3,3F7BB9F2,3F6A47ED,328279F7,377ED637,47911463,3D2887E1
18,9000.0,21,43813037,3ABF3F7B,3951B717,00000000,41235306,00000000,478B6F1C,434EA069,3F763D68,3F687FEE,327E20EA,37782C25,478D5682,3D335B45
18,9000.0,22,43809187,3AAFC0B0,3951B717,00000000,4129EFB6,00000000,4787981E,4356FF66,3F70A16D,3F66A6F0,32770769,37713D3C,478987B5,3D3DE0AB
18,9000.0,23,437FD8D1,3AA0C753,3951B717,00000000,4130D0F8,00000000,4783B0FB,435FC753,3F6AE626,3F64BC45,326FA445,376A066B,4785A886,3D47F9AB
18,9000.0,24,437E8118,3A925D1C,3951B717,00000000,4137FA2A,00000000,477F7458,436904DE,3F650BA5,3F62BF27,3267F3E5,3762842D,4781B970,3D51841F
18,9000.0,25,437D1B2D,3A848AE0,3951B717,00000000,413F6F0E,00000000,47776842,4372C72B,3F5F11E1,3F60AEB7,325FF23D,375AB28F,477B75D0,3D5A59A7
18,9000.0,26,437BA645,3A6EB17E,3951B717,00000000,414733E5,00000000,476F3E84,437D1FC7,3F58F8C0,3F5E89FA,32579ABD,37528D1C,47735AB4,3D624F3E
18,9000.0,27,437A2179,3A559BEB,3951B717,00000000,414F4D7D,00000000,4766F7E1,438410CC,3F52C012,3F5C4FD2,324EE83D,374A0ECC,476B2254,3D6934CE
18,9000.0,28,43788BC4,3A3B5BE0,3951B717,00000000,4157C140,00000000,475E9510,4389F192,3F4C67E3,3F59FEFF,3245D4EA,374131ED,4762CD6E,3D6ED4B4
18,9000.0,29,4376E401,3A22BA39,3951B717,00000000,41609551,00000000,475616BC,43903F36,3F45EF76,3F579615,323C5A2F,3737F012,475A5CB1,3D72F351
18,9000.0,30,437528E0,3A0BFD03,3951B717,00000000,4169D0A8,00000000,474D7D88,43970910,3F3F5654,3F551379,32327091,372E41EE,4751D0C6,3D754E9D
18,9000.0,31,437358E5,39EE4DE7,3951B717,00000000,41737B39,00000000,4744CA0D,439E6137,3F389BEB,3F527553,32280F86,37241F29,47492A4A,3D759DD1
18,9000.0,32,4371725A,39C86EED,3951B717,00000000,417D9E1D,00000000,473BFCDA,43A65D58,3F31BF8C,3F4FB98D,321D2D47,37197E38,474069D0,3D739127
18,9000.0,33,436F7348,39A65578,3951B717,00000000,418421EB,00000000,47331678,43AF1717,3F2AC068,3F4CDDBC,3211BE90,370E5418,47378FE4,3D6ED1CF
18,9000.0,34,436D5968,3987F2F1,00000000,3951B717,4189BC42,00000000,472A1768,43B8AE76,3F239D8A,3F49DF18,3205B658,37029412,472E9D0C,3D67023F
18,9000.0,35,436B2210,395A62EA,00000000,3951B717,418FA52A,00000000,47210026,43C34982,3F1C55D0,3F46BA63,31F20ACA,36EC5E89,472591C4,3D5BBEEA
18,9000.0,36,4368CA24,392BE7DC,00000000,3951B717,4195E4F5,00000000,4717D12A,43CF19A4,3F14E7E5,3F436BD0,31D733BB,36D22885,471C6E89,3D4C9FF0
18,9000.0,37,43664DEE,39042A81,00000000,3951B717,419C8586,00000000,470E8AE0,43DC5B86,3F0D5230,3F3FEEDC,31BABD0D,36B65C9F,471333CA,3D393BAB
18,9000.0,38,4363A8FE,38C5A1DE,00000000,3951B717,41A392B0,00000000,47052DB5,43EB5E76,3F0592D3,3F3C3E26,319C73E9,3698C932,4709E1F6,3D212B66
18,9000.0,39,4360D5F0,388EE221,00000000,3951B717,41AB1AD5,00000000,46F7741C,43FC8963,3EFB4F2C,3F385329,31783530,367263F1,47007974,3D041286
18,9000.0,40,435DCE25,384643F5,00000000,3951B717,41B32F9D,00000000,46E46098,44083332,3EEB1B8D,3F3425E1,3132CA83,362E99C3,46EDF550,3CC35485
18,9000.0,41,435A8955,38029D76,00000000,3951B717,41BBE71D,00000000,46D1219A,4413D8E5,3EDA844E,3F2FAC53,30CFD41E,35CAF525,46DACBE0,3C674F6E
18,9000.0,42,4356FCF6,37A0E5DF,00000000,3951B717,41C55D71,00000000,46BDB7DA,4421BACF,3EC98177,3F2AD9C8,2FB51373,34B0D4FE,46C77754,3B4B59E1
18,9000.0,43,43560000,37977D5A,00000000,3951B717,41CFB739,00000000,46AA2402,44350E2A,3EB58BDF,3F259DB1,00000000,00000000,46B3F860,00000000
18,9000.0,44,43560000,37AB5FC7,00000000,3951B717,41DB4DA2,00000000,469666B6,444E8FAF,3EA07BC3,3F1FE1DD,00000000,00000000,46A04FA4,00000000
18,9000.0,45,43560000,37C5822D,00000000,00000000,41E885EF,00000000,46828094,4470151E,3E8B4012,3F198776,00000000,00000000,468C7DC8,00000000
18,9000.0,46,43560000,37E9613F,00000000,00000000,41F7E372,00000000,465CE468,448F10B3,3E6BB2E3,3F1261A1,00000000,00000000,467106C0,00000000
18,9000.0,47,43560000,380ED4C3,00000000,00000000,420519B4,00000000,46347860,44B0B420,3E409108,3F0A2AFD,00000000,00000000,4648C210,00000000
18,9000.0,48,43560000,383877E9,00000000,00000000,421068D1,00000000,460BBE28,44E697E8,3E151BC0,3F006E70,00000000,00000000,46202EB0,00000000
18,9000.0,49,43560000,3882951A,00000000,00000000,421F2ADC,00000000,45C56DA0,4525AA46,3DD2A855,3EE89483,00000000,00000000,45EE9B40,00000000
18,9000.0,50,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,459C4000,00000000
1,13500.0,1,4396C000,3CBCA8B6,00000000,00000000,40A00000,00000000,47C4C68E,42322EB5,3F92F993,3F8045F2,32ABCC77,37A7C5AC,47C54400,00000000
1,13500.0,2,43969AF0,3CBA9BFC,00000000,00000000,40A2D9D6,00000000,47C386CA,428ABDEB,3F92344B,3F800A41,32AB5205,37A74E19,47C4491D,3A0991A7
1,13500.0,3,43966139,3CB731B1,00000000,00000000,40A74A69,00000000,47C1DB71,42A7819D,3F9135AB,3F7F741B,32AA9355,37A693E1,47C2C476,3AAFE3E5
1,13500.0,4,43961B8A,3CB31358,00000000,00000000,40ACA69F,00000000,47BFEC14,42BE1572,3F90107A,3F7EB8F0,32A9AD1D,37A5B30E,47C0F26C,3B1893FD
1,13500.0,5,4395CC77,3CAE7676,00000000,00000000,40B2BBCA,00000000,47BDC730,42D17829,3F8ECC01,3F7DE7F5,32A8A7DE,37A4B3EE,47BEE5BD,3B61DF2B
1,13500.0,6,43957553,3CA9794D,00000000,00000000,40B96FC3,00000000,47BB7530,42E2ED2D,3F8D6C86,3F7D03E5,32A787F9,37A39AC9,47BCA8A3,3B994628
1,13500.0,7,439516EC,3CA43087,00000000,00000000,40C0B2BE,00000000,47B8FBC1,42F32284,3F8BF4E3,3F7C0E76,32A65017,37A26A36,47BA41BE,3BC4E67B
1,13500.0,8,4394B1C7,3C9EAB8C,00000000,00000000,40C87A81,00000000,47B65F04,430140DA,3F8A671F,3F7B08CB,32A501ED,37A123E1,47B7B5C4,3BF3889B
1,13500.0,9,4394463E,3C98F6C6,00000000,00000000,40D0C030,00000000,47B3A227,4308A943,3F88C4C3,3F79F3A9,32A39EA3,379FC8EB,47B50844,3C127B2F
1,13500.0,10,4393D48A,3C931C3C,00000000,00000000,40D97F3F,00000000,47B0C7B3,430FE39C,3F870EFC,3F78CF9A,32A226FC,379E5A12,47B23C0A,3C2C8255
1,13500.0,11,43935CD3,3C8CE8A3,00000000,00000000,40E2B4BA,00000000,47ADD1BE,431702F0,3F854753,3F779CF6,32A09B78,379CD7D3,47AF535C,3C47C770
1,13500.0,12,4392DF2E,3C8610C4,00000000,00000000,40EC5EE6,00000000,47AAC205,431E1667,3F836F51,3F765BF3,329EFC5F,379B4274,47AC501F,3C643A18
1,13500.0,13,43925BA7,3C7E6878,00000000,00000000,40F67D01,00000000,47A79A06,43252C26,3F81860B,3F750CA9,329D49D2,37999A17,47A933EB,3C80E56E
1,13500.0,14,4391D23B,3C70B559,00000000,00000000,41008798,00000000,47A45B0A,432C5064,3F7F17FD,3F73AF19,329B83CC,3797DEB5,47A60021,3C903567
1,13500.0,15,439142DD,3C631607,00000000,00000000,41060B31,00000000,47A10632,43338D31,3F7B032B,3F72432C,3299AA25,37961028,47A2B5F3,3CA0056B
1,13500.0,16,4390AD7A,3C559773,00000000,00000000,410BCA14,00000000,479D9C7B,433AED57,3F76CE3F,3F70C8B8,3297BC99,37942E2D,479F5670,3CB04D81
1,13500.0,17,439011F4,3C48454D,00000000,00000000,4111C562,00000000,479A1ECA,434279F2,3F7279C5,3F6F3F82,3295BAC7,37923866,479BE286,3CC10522
1,13500.0,18,438F7026,3C3B2A78,00000000,00000000,4117FE88,00000000,47968DEA,434A3CC1,3F6E062A,3F6DA73B,3293A434,37902E5B,47985B0D,3CD222E1
1,13500.0,19,438EC7E3,3C2E5116,00000000,00000000,411E7743,00000000,4792EA95,43523FD1,3F6973C4,3F6BFF85,3291784D,378E0F7B,4794C0C7,3CE39C36
1,13500.0,20,438E18F6,3C21C28E,00000000,00000000,412531A0,00000000,478F3572,435A8D35,3F64C2D2,3F6A47ED,328F365E,378BDB18,47911463,3CF56544
1,13500.0,21,438D6320,3C15878C,00000000,00000000,412C3000,00000000,478B6F1C,436330E6,3F5FF384,3F687FEE,328CDD9E,3789906D,478D5682,3D03B844
1,13500.0,22,438CA61A,3C09A834,00000000,00000000,41337525,00000000,4787981E,436C3538,3F5B05F1,3F66A6F0,328A6D20,37872E91,478987B5,3D0CD754
1,13500.0,23,438BE194,3BFC584D,00000000,00000000,413B042A,00000000,4783B0FB,4375A8AF,3F55FA22,3F64BC45,3287E3D7,3784B480,4785A886,3D1606F0
1,13500.0,24,438B1530,3BE63474,00000000,00000000,4142E09A,00000000,477F7458,437F98DB,3F50D015,3F62BF27,32854094,37822110,4781B970,3D1F3CF2
1,13500.0,25,438A4088,3BD0F204,00000000,00000000,414B0E74,00000000,47776842,43850AFE,3F4B87AB,3F60AEB7,328281FF,377EE5E6,477B75D0,3D286D9D
1,13500.0,26,43896326,3BBB527F,00000000,00000000,4153923A,00000000,476F3E84,438A9890,3F4621F5,3F5E89FA,327F4D2D,3779515E,47735AB4,3D318B62
1,13500.0,27,43887C86,3BA529FB,00000000,00000000,415C70FB,00000000,4766F7E1,43907EFB,3F409ECC,3F5C4FD2,3279594A,37738132,476B2254,3D3A8691
1,13500.0,28,43878C16,3B907571,00000000,00000000,4165B068,00000000,475E9510,4396CBBE,3F3AFC05,3F59FEFF,3273248A,376D71AF,4762CD6E,3D434CF6
1,13500.0,29,43869129,3B7A7533,00000000,00000000,416F570C,00000000,475616BC,439D8C74,3F35394F,3F579615,326CAA86,37671E86,475A5CB1,3D4BC991
1,13500.0,30,43858B00,3B56FB14,00000000,00000000,41796C52,00000000,474D7D88,43A4D174,3F2F5639,3F551379,3265E642,376082DC,4751D0C6,3D53E3FE
1,13500.0,31,438478BE,3B367FBC,00000000,00000000,4181FC5A,00000000,4744CA0D,43ACADF5,3F295246,3F527553,325ED210,37599923,47492A4A,3D5B7FDD
1,13500.0,32,43835967,3B1901E9,00000000,00000000,418782F1,00000000,473BFCDA,43B538FE,3F232CD3,3F4FB98D,32576770,37525B03,474069D0,3D627C18
1,13500.0,33,43822BD9,3AFCF6E5,00000000,00000000,418D4F84,00000000,47331678,43BE8DB6,3F1CE528,3F4CDDBC,324F9EDF,374AC125,47378FE4,3D68B20D
1,13500.0,34,4380EEC4,3ACDC1F6,00000000,00000000,41936888,00000000,472A1768,43C8CE0D,3F167A63,3F49DF18,32476FB6,3742C317,472E9D0C,3D6DF47C
1,13500.0,35,437F4142,3AA44373,00000000,00000000,4199D586,00000000,47210026,43D42241,3F0FEB78,3F46BA63,323ECFD7,373A56F8,472591C4,3D720E47
1,13500.0,36,437C7F46,3A804E18,00000000,00000000,41A09F54,00000000,4717D12A,43E0BE84,3F093735,3F436BD0,3235B367,37317132,471C6E89,3D74C0E2
1,13500.0,37,43799354,3A435170,00000000,00000000,41A7D06E,00000000,470E8AE0,43EEE2DA,3F025C1C,3F3FEEDC,322C0C50,37280406,471333CA,3D75C265
1,13500.0,38,43767850,3A101AAC,00000000,00000000,41AF7563,00000000,47052DB5,43FEE2E4,3EF6B0E0,3F3C3E26,3221C9BC,371DFF01,4709E1F6,3D74BB33
1,13500.0,39,4373280D,39CCA41F,00000000,00000000,41B79D6A,00000000,46F7741C,44089586,3EE85427,3F385329,3216D73B,37134E30,47007974,3D7142FD
1,13500.0,40,436F9AF3,398A6E89,00000000,00000000,41C05B35,00000000,46E46098,44132646,3ED99CF1,3F3425E1,320B1BB8,3707D911,46EDF550,3D6ADD0E
1,13500.0,41,436BC786,39358FF4,00000000,00000000,41C9C61A,00000000,46D1219A,441F86C6,3ECA84D2,3F2FAC53,31FCEFBA,36F7021C,46DACBE0,3D60F3A5
1,13500.0,42,4367A1B7,3902563E,00000000,00000000,41D3FBC8,00000000,46BDB7DA,442E42E8,3EBB03CF,3F2AD9C8,31E187AF,36DC3E81,46C77754,3D52D227
1,13500.0,43,436319D4,38B23EF0,00000000,00000000,41DF22E2,00000000,46AA2402,444025AE,3EAB1104,3F259DB1,31C39797,36BF0209,46B3F860,3D3F9DF1
1,13500.0,44,435E1AE6,3865051B,00000000,00000000,41EB6F06,00000000,469666B6,44566398,3E9A9FB6,3F1FE1DD,31A294DD,369EC560,46A04FA4,3D264DC9
1,13500.0,45,435887ED,3807791C,00000000,00000000,41F92792,00000000,46828094,4472EC58,3E899F35,3F198776,317B7FE3,36759AE3,468C7DC8,3D05A0CB
1,13500.0,46,43523707,378F12E0,00000000,00000000,420459D0,00000000,465CE468,448C88AE,3E6FF1BA,3F1261A1,3128081C,362417EB,467106C0,3CB82DF3
1,13500.0,47,434AE83E,37003036,00000000,00000000,420D5852,00000000,46347860,44A78A9A,3E4B18E7,3F0A2AFD,308EEA3E,358B90C0,4648C210,3C1FDAE7
1,13500.0,48,43458000,3694C46E,00000000,00000000,42181152,00000000,460BBE28,44D4CF13,3E2191C6,3F006E70,00000000,00000000,46202EB0,00000000
1,13500.0,49,43458000,36D29A0C,00000000,00000000,4225AFFB,00000000,45C56DA0,4518E2FD,3DE443BB,3EE89483,00000000,00000000,45EE9B40,00000000
1,13500.0,50,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,459C4000,00000000
2,13500.0,1,43974000,3CCCB672,00000000,00000000,41900000,00000000,47C4C68E,4232FBC6,3F92512E,3F8045F2,32ABCC77,37A7C5AC,47C54400,00000000
2,13500.0,2,43971AC5,3CCA7E48,00000000,00000000,419024A8,00000000,47C386CA,428B5D1F,3F918D46,3F800A41,32AB5178,37A74D8F,47C4491D,3A0A2FFA
2,13500.0,3,4396E0CC,3CC6CB66,00000000,00000000,41905DBD,00000000,47C1DB71,42A840DC,3F90909C,3F7F741B,32AA91EE,37A69282,47C2C476,3AB0ADEC
2,13500.0,4,43969ACD,3CC25563,00000000,00000000,4190A2A8,00000000,47BFEC14,42BEED2B,3F8F6DB4,3F7EB8F0,32A9AAAF,37A5B0AF,47C0F26C,3B1942B9
2,13500.0,5,43964B61,3CBD5673,00000000,00000000,4190F0DC,00000000,47BDC730,42D26446,3F8E2BC0,3F7DE7F5,32A8A446,37A4B06D,47BEE5BD,3B62E0E0
2,13500.0,6,4395F3DB,3CB7EF36,00000000,00000000,41914709,00000000,47BB7530,42E3EB11,3F8CCEFC,3F7D03E5,32A7831D,37A3960A,47BCA8A3,3B99F445
2,13500.0,7,4395950A,3CB2360D,00000000,00000000,4191A464,00000000,47B8FBC1,42F43065,3F8B5A35,3F7C0E76,32A649DE,37A26423,47BA41BE,3BC5C500
2,13500.0,8,43952F75,3CAC3BCD,00000000,00000000,41920869,00000000,47B65F04,4301CF20,3F89CF6D,3F7B08CB,32A4FA41,37A11C64,47B7B5C4,3BF49A37
2,13500.0,9,4394C375,3CA60DB5,00000000,00000000,419272C0,00000000,47B3A227,43093E64,3F883026,3F79F3A9,32A39570,379FBFEF,47B50844,3C131EAB
2,13500.0,10,43945145,3C9FB6D6,00000000,00000000,4192E32E,00000000,47B0C7B3,43107F37,3F867D8B,3F78CF9A,32A21C30,379E4F86,47B23C0A,3C2D416D
2,13500.0,11,4393D90C,3C99003F,00000000,00000000,4193598D,00000000,47ADD1BE,4317A4B0,3F84B92B,3F779CF6,32A08EFF,379CCBA5,47AF535C,3C48A2E5
2,13500.0,12,43935AE2,3C91AE43,00000000,00000000,4193D5C7,00000000,47AAC205,431EBE37,3F82E460,3F765BF3,329EEE29,379B3494,47AC501F,3C653278
2,13500.0,13,4392D6CF,3C8A55FA,00000000,00000000,419457D2,00000000,47A79A06,4325D9DB,3F80FE62,3F750CA9,329D39D0,37998A75,47A933EB,3C817042
2,13500.0,14,43924CD2,3C82FF9A,00000000,00000000,4194DFB0,00000000,47A45B0A,432D03E8,3F7E0F50,3F73AF19,329B71ED,3797CD41,47A60021,3C90CEF3
2,13500.0,15,4391BCDF,3C77650F,00000000,00000000,41956D6C,00000000,47A10632,43344677,3F7A0133,3F72432C,32999658,3795FCD2,47A2B5F3,3CA0ADA8
2,13500.0,16,439126E2,3C68EB25,00000000,00000000,4196011A,00000000,479D9C7B,433BAC5F,3F75D307,3F70C8B8,3297A6CF,379418E6,479F5670,3CB10445
2,13500.0,17,43908ABD,3C5A9DD1,00000000,00000000,41969AD8,00000000,479A1ECA,43433EBE,3F71855D,3F6F3F82,3295A2EF,3792211D,479BE286,3CC1CA25
2,13500.0,18,438FE84B,3C4C88AB,00000000,00000000,41973ACA,00000000,47968DEA,434B0767,3F6D1897,3F6DA73B,32938A40,37901502,47985B0D,3CD2F5AE
2,13500.0,19,438F3F60,3C3EB695,00000000,00000000,4197E11C,00000000,4792EA95,4353106A,3F688D0B,3F6BFF85,32915C2B,378DF402,4794C0C7,3CE47C31
2,13500.0,20,438E8FC4,3C31314F,00000000,00000000,41988E03,00000000,478F3572,435B63E4,3F63E2F9,3F6A47ED,328F1800,378BBD70,47911463,3CF651A5
2,13500.0,21,438DD93C,3C24027D,00000000,00000000,419941BD,00000000,478B6F1C,43640DDF,3F5F1A84,3F687FEE,328CBCF2,37897084,478D5682,3D043427
2,13500.0,22,438D1B7E,3C173292,00000000,00000000,4199FC8F,00000000,4787981E,436D18B1,3F5A33CF,3F66A6F0,328A4A13,37870C57,478987B5,3D0D584B
2,13500.0,23,438C563B,3C0AC9E1,00000000,00000000,419ABECA,00000000,4783B0FB,437692F0,3F552ED8,3F64BC45,3287BE59,37848FE3,4785A886,3D168C3F
2,13500.0,24,438B8914,3BFD9F73,00000000,00000000,419B88C8,00000000,477F7458,43804520,3F500B9A,3F62BF27,32851892,3781F9FE,4781B970,3D1FC5B8
2,13500.0,25,438AB3A4,3BE696AB,00000000,00000000,419C5AF1,00000000,47776842,4385876F,3F4AC9FE,3F60AEB7,32825766,377E92B2,477B75D0,3D28F8D2
2,13500.0,26,4389D572,3BCEAE56,00000000,00000000,419D35B7,00000000,476F3E84,438B189B,3F456B93,3F5E89FA,327EF2A2,3778F8F1,47735AB4,3D3217D1
2,13500.0,27,4388EDFE,3BB629BA,00000000,00000000,419E199C,00000000,4766F7E1,439102C7,3F3FEFBA,3F5C4FD2,3278F940,37732369,476B2254,3D3B12CE
