case,column,k,dt_s,rho_kg_m3,dz_m,qh_before,nh_before_per_kg,qvolh_before_m3_per_kg,qh_after,nh_after_per_kg,qvolh_after_m3_per_kg,hailncv_kg_m2
3,6,10, 6.0000000000000000E+001, 8.4700000286102295E-001, 2.1850000000000000E+002, 9.6806295914575458E-005, 0.0000000000000000E+000, 1.6134382008203829E-007, 4.3558662810028181E-007, 1.8759730737656355E-003, 5.5415405597614154E-010, 4.8158335266634822E-004
3,1,11, 6.0000000000000000E+001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,11, 6.0000000000000000E+001, 7.6700001955032349E-001, 2.2150000000000000E+002, 3.1751289498060942E-004, 7.1187622070312500E+001, 3.9689112441010366E-007, 8.0862009781412780E-005, 2.7097173690795898E+001, 9.3570072579041152E-008, 1.0170503854751587E+000
3,3,11, 6.0000000000000000E+001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,11, 6.0000000000000000E+001, 7.8100001811981201E-001, 2.2850000000000000E+002, 2.7999999001622200E-003, 8.5561655461788177E-002, 5.5999998949118890E-006, 6.5379964553358150E-008, 2.9197827097959816E-004, 1.3076001392775538E-010, 2.5204673409461975E-001
3,5,11, 6.0000000000000000E+001, 7.8799998760223389E-001, 2.3200000000000000E+002, 9.9999999392252903E-009, 7.1449829874836723E-007, 1.6666666310949374E-011, 3.9388998729350533E-009, 1.6522720456123352E-001, 5.6270248877110518E-012, 8.7472326413262635E-005
3,6,11, 6.0000000000000000E+001, 7.9500001668930054E-001, 2.3550000000000000E+002, 1.8393197387922555E-004, 4.1025016456842422E-002, 2.6275995423929999E-007, 1.6218163523262774E-007, 8.8025751756504178E-004, 2.0607547612794264E-010, 4.8158335266634822E-004
3,1,12, 6.0000000000000000E+001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,12, 6.0000000000000000E+001, 7.1499997377395630E-001, 2.3850000000000000E+002, 2.4976450367830694E-004, 2.1731782913208008E+001, 2.7751610787163372E-007, 1.3219105312600732E-005, 4.4734234809875488E+000, 1.4687894456244521E-008, 1.0170503854751587E+000
3,3,12, 6.0000000000000000E+001, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,12, 6.0000000000000000E+001, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5204673409461975E-001
3,5,12, 6.0000000000000000E+001, 7.3599994182586670E-001, 2.4900000000000000E+002, 1.0000000116860974E-007, 2.9940950870513916E+000, 1.4285714278194916E-010, 4.6908983364346568E-008, 1.9639892578125000E+000, 6.7012832782875620E-011, 8.7472326413262635E-005
3,6,12, 6.0000000000000000E+001, 7.4299997091293335E-001, 2.5250000000000000E+002, 3.4947076346725225E-004, 1.9421365112066269E-002, 4.3683846229214396E-007, 9.1984653227683566E-010, 2.8376514819683507E-005, 1.1498083301447748E-012, 4.8158335266634822E-004
4,1,1, 3.0000000000000000E+002, 1.2799999713897705E+000, 4.8000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1, 3.0000000000000000E+002, 1.2869999408721924E+000, 5.1500000000000000E+001, 3.5000001080334187E-003, 7.8471362304687500E+002, 4.3750001168518793E-006, 2.4845983716659248E-005, 8.5329437255859375E+001, 3.0865692224324448E-008, 1.6677551269531250E+000
4,3,1, 3.0000000000000000E+002, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,1, 3.0000000000000000E+002, 1.3009999990463257E+000, 5.8500000000000000E+001, 1.3999999500811100E-003, 4.2780827730894089E-002, 2.7999999474559445E-006, 1.3043053570527263E-007, 2.6280129394531250E+003, 2.1738413846783544E-010, 3.0436569452285767E-001
4,5,1, 3.0000000000000000E+002, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999999600419720E-012, 7.6980555263617134E-008, 1.6666665809505869E-014, 1.7316598155403540E-009, 5.4291683435440063E-001, 2.8860982614203889E-012, 1.6818460426293314E-004
4,6,1, 3.0000000000000000E+002, 1.3149999380111694E+000, 6.5500000000000000E+001, 3.0000001061125658E-007, 1.9090629577636719E+001, 4.2857145610142311E-010, 7.3535826231818646E-005, 2.0973877906799316E+000, 1.0156939111993779E-007, 1.2716911733150482E-001
4,1,2, 3.0000000000000000E+002, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2024084404110909E-003, 2.0090302734375000E+004, 1.2060171684424859E-005, 0.0000000000000000E+000
4,2,2, 3.0000000000000000E+002, 1.2349998950958252E+000, 6.8500000000000000E+001, 2.7531976811587811E-003, 2.3955323791503906E+002, 3.0591086215281393E-006, 1.7279742678510956E-005, 6.4999595642089844E+001, 2.1356699519969879E-008, 1.6677551269531250E+000
4,3,2, 3.0000000000000000E+002, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,2, 3.0000000000000000E+002, 1.2489999532699585E+000, 7.5500000000000000E+001, 2.0999999251216650E-003, 1.9805937500000000E+006, 3.4999998206330929E-006, 2.1769908471469535E-006, 4.3679792968750000E+004, 3.6283169801976101E-009, 3.0436569452285767E-001
4,5,2, 3.0000000000000000E+002, 1.2559999227523804E+000, 7.9000000000000000E+001, 1.0000000133514320E-010, 9.0427292320782726E-008, 1.4285714809453981E-013, 1.0032075170585131E-009, 3.1351563334465027E-001, 1.6720115960169868E-012, 1.6818460426293314E-004
4,6,2, 3.0000000000000000E+002, 1.2629998922348022E+000, 8.2500000000000000E+001, 5.6999999742401997E-007, 9.0375604629516602E+000, 7.1250000344136311E-010, 2.1097157514304854E-005, 6.8431979417800903E-001, 2.9017943603548702E-008, 1.2716911733150482E-001
4,1,3, 3.0000000000000000E+002, 1.1759999990463257E+000, 8.2000000000000000E+001, 1.5000000712461770E-004, 1.5498649902343750E+003, 1.6666668045672850E-007, 5.1111321226926520E-005, 6.0041113281250000E+002, 8.3213542723115097E-008, 0.0000000000000000E+000
4,2,3, 3.0000000000000000E+002, 1.1829999685287476E+000, 8.5500000000000000E+001, 2.1657419856637716E-003, 1.7730883789062500E+002, 4.3314839786035009E-006, 1.6820396922412328E-005, 7.0428398132324219E+001, 2.0685019919142178E-008, 1.6677551269531250E+000
4,3,3, 3.0000000000000000E+002, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,3, 3.0000000000000000E+002, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5333401281386614E-003, 9.6097343750000000E+005, 2.9245986752357567E-006, 3.0436569452285767E-001
4,5,3, 3.0000000000000000E+002, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999997171806854E-010, 2.4189628788917616E-007, 1.2499999950052465E-012, 7.0657135697871354E-010, 2.2026513516902924E-001, 1.1776182242892452E-012, 1.6818460426293314E-004
4,6,3, 3.0000000000000000E+002, 1.2109999656677246E+000, 9.9500000000000000E+001, 1.0830000292116893E-006, 4.3463182449340820E+000, 1.2033333218752773E-009, 4.8759698074718472E-006, 2.0642019808292389E-001, 6.6818990340777873E-009, 1.2716911733150482E-001
4,1,4, 3.0000000000000000E+002, 1.1239999532699585E+000, 9.9000000000000000E+001, 4.5000002137385309E-004, 3.2343618164062500E+003, 9.0000003183376975E-007, 2.7075075195170939E-005, 4.2186935424804688E+002, 4.5127872994044083E-008, 0.0000000000000000E+000
4,2,4, 3.0000000000000000E+002, 1.1309999227523804E+000, 1.0250000000000000E+002, 1.7036329954862595E-003, 6.8205680847167969E+001, 2.8393883440003265E-006, 1.0195471986662596E-005, 4.8843475341796875E+001, 1.2448720276836411E-008, 1.6677551269531250E+000
4,3,4, 3.0000000000000000E+002, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,4, 3.0000000000000000E+002, 1.1449999809265137E+000, 1.0950000000000000E+002, 6.9999997504055500E-004, 4.9514840625000000E+005, 8.7499995515827322E-007, 6.6733150561049115E-006, 1.8715640625000000E+004, 7.6916570890261937E-009, 3.0436569452285767E-001
4,5,4, 3.0000000000000000E+002, 1.1519999504089355E+000, 1.1300000000000000E+002, 9.9999999392252903E-009, 9.2153493369551143E-007, 1.1111111163086829E-011, 5.5740845272822526E-010, 1.7361344397068024E-001, 9.2901359348418477E-013, 1.6818460426293314E-004
4,6,4, 3.0000000000000000E+002, 1.1589999198913574E+000, 1.1650000000000000E+002, 2.0576999304466881E-006, 4.2326936721801758E+000, 4.1154000207654917E-009, 1.3485012004821328E-006, 7.7641695737838745E-002, 1.8436033810687036E-009, 1.2716911733150482E-001
4,1,5, 3.0000000000000000E+002, 1.0720000267028809E+000, 1.1600000000000000E+002, 7.5000000651925802E-004, 2.1847382812500000E+003, 1.2499999684223440E-006, 5.0676067075983156E-006, 1.3466748046875000E+002, 8.8217113614064147E-009, 0.0000000000000000E+000
4,2,5, 3.0000000000000000E+002, 1.0789999961853027E+000, 1.1950000000000000E+002, 1.3401252217590809E-003, 1.0833648681640625E+003, 1.9144645193591714E-006, 1.3150997801858466E-005, 7.0776191711425781E+001, 1.5967350108780920E-008, 1.6677551269531250E+000
4,3,5, 3.0000000000000000E+002, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,5, 3.0000000000000000E+002, 1.0930000543594360E+000, 1.2650000000000000E+002, 1.3999999500811100E-003, 2.3767124861478806E-002, 1.5555555137325427E-006, 1.4012984643248171E-045, 2.6057235109276541E-028, 1.4012984643248171E-045, 3.0436569452285767E-001
4,5,5, 3.0000000000000000E+002, 1.1000000238418579E+000, 1.3000000000000000E+002, 1.0000000116860974E-007, 8.5739793576067314E-006, 2.0000000267028639E-010, 6.1068072820802399E-010, 1.9243302941322327E-001, 1.0178006441124987E-012, 1.6818460426293314E-004
4,6,5, 3.0000000000000000E+002, 1.1069999933242798E+000, 1.3350000000000000E+002, 3.9096298678487074E-006, 0.0000000000000000E+000, 6.5160499218563928E-009, 1.8115241529059745E-009, 6.1038159765303135E-004, 2.4381833357844940E-012, 1.2716911733150482E-001
4,1,6, 3.0000000000000000E+002, 1.0199999809265137E+000, 1.3300000000000000E+002, 1.0500000789761543E-003, 1.4667712402343750E+003, 1.5000001667431206E-006, 9.5753205187065760E-007, 4.1306629180908203E+001, 1.6967089955244319E-009, 0.0000000000000000E+000
4,2,6, 3.0000000000000000E+002, 1.0269999504089355E+000, 1.3650000000000000E+002, 1.0541798546910286E-003, 2.3635121154785156E+002, 1.3177248092688387E-006, 4.5619553930009715E-006, 3.3161998748779297E+001, 5.4570539198550705E-009, 1.6677551269531250E+000
4,3,6, 3.0000000000000000E+002, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.8155006952583790E-003, 1.3546977043151855E+001, 7.1660729190625716E-006, 0.0000000000000000E+000
4,4,6, 3.0000000000000000E+002, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7338093388825655E-003, 1.0001237500000000E+006, 6.0424131334002595E-006, 3.0436569452285767E-001
4,5,6, 3.0000000000000000E+002, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999747524271E-007, 3.4931110382080078E+001, 1.6666666935449825E-009, 7.2567876152618283E-009, 2.2768461704254150E+000, 1.2094640393367495E-011, 1.6818460426293314E-004
4,6,6, 3.0000000000000000E+002, 1.0549999475479126E+000, 1.5050000000000000E+002, 7.4282966124883387E-006, 8.8498216867446899E-001, 1.0611852729880411E-008, 6.6569163514884622E-009, 2.2771896328777075E-003, 8.9593272037391536E-012, 1.2716911733150482E-001
4,1,7, 3.0000000000000000E+002, 9.6799993515014648E-001, 1.5000000000000000E+002, 1.0500000789761543E-003, 7.8912988281250000E+002, 1.3125001032676664E-006, 1.9522818206496595E-007, 1.2462146759033203E+001, 3.4577943286429047E-010, 0.0000000000000000E+000
4,2,7, 3.0000000000000000E+002, 9.7499996423721313E-001, 1.5350000000000000E+002, 8.2924723392352462E-004, 7.2152046203613281E+001, 9.2138583340783953E-007, 1.9905780845874688E-006, 1.7201749801635742E+001, 2.3666368864638798E-009, 1.6677551269531250E+000
4,3,7, 3.0000000000000000E+002, 9.8199993371963501E-001, 1.5700000000000000E+002, 6.0000002849847078E-004, 4.4762301445007324E+000, 1.2000000424450263E-006, 3.1802898937385513E-014, 3.0464632800430991E-005, 4.1799686283570633E-017, 0.0000000000000000E+000
4,4,7, 3.0000000000000000E+002, 9.8899996280670166E-001, 1.6050000000000000E+002, 2.7999999001622200E-003, 7.1301378309726715E-002, 4.6666664275107905E-006, 1.0662193972166278E-006, 4.3923828125000000E+003, 1.5231704786344835E-009, 3.0436569452285767E-001
4,5,7, 3.0000000000000000E+002, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999999600419720E-013, 6.5983334351926715E-009, 1.4285714640047392E-015, 1.2095040347048780E-007, 4.5294322967529297E+000, 1.7604669111381810E-010, 1.6818460426293314E-004
4,6,7, 3.0000000000000000E+002, 1.0029999017715454E+000, 1.6750000000000000E+002, 1.4113764336798340E-005, 4.1895312070846558E-001, 1.7642205918377840E-008, 7.6857610553648925E-011, 1.4667486539110541E-004, 1.0230528989067789E-013, 1.2716911733150482E-001
4,1,8, 3.0000000000000000E+002, 9.1599994897842407E-001, 1.6700000000000000E+002, 7.5000000651925802E-004, 3.2973101806640625E+002, 8.3333333122936892E-007, 4.6534413655763274E-008, 3.8941695690155029E+000, 8.2009406210392655E-011, 0.0000000000000000E+000
4,2,8, 3.0000000000000000E+002, 9.2299997806549072E-001, 1.7050000000000000E+002, 6.5230892505496740E-004, 5.3404396057128906E+001, 1.3046178537479136E-006, 1.3136130974089610E-006, 1.2823767662048340E+001, 1.5564467492623635E-009, 1.6677551269531250E+000
4,3,8, 3.0000000000000000E+002, 9.2999994754791260E-001, 1.7400000000000000E+002, 9.0000004274770617E-004, 2.1523575782775879E+000, 1.5000000530562829E-006, 2.8596068045779757E-018, 2.5519670998619404E-007, 3.6760875774136885E-021, 0.0000000000000000E+000
4,4,8, 3.0000000000000000E+002, 9.3699997663497925E-001, 1.7750000000000000E+002, 6.9999997504055500E-004, 5.6588387500000000E+005, 9.9999999747524271E-007, 1.7677652067504823E-005, 7.2576335937500000E+004, 2.5253786617440710E-008, 3.0436569452285767E-001
4,5,8, 3.0000000000000000E+002, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999999600419720E-012, 7.9123880780684885E-009, 1.2499999780645876E-014, 3.4206895649369073E-010, 5.4652228951454163E-002, 4.8866970582886471E-013, 1.6818460426293314E-004
4,6,8, 3.0000000000000000E+002, 9.5099997520446777E-001, 1.8450000000000000E+002, 2.6816151148523204E-005, 2.0148178935050964E-001, 2.9795723222036941E-008, 1.1639119572651180E-012, 9.1663587227230892E-006, 1.5379733924391573E-015, 1.2716911733150482E-001
4,1,9, 3.0000000000000000E+002, 8.6399996280670166E-001, 1.8400000000000000E+002, 4.5000002137385309E-004, 2.4668550109863281E+002, 9.0000003183376975E-007, 1.6267389213453498E-008, 1.6440098285675049E+000, 2.8558932996247677E-011, 0.0000000000000000E+000
4,2,9, 3.0000000000000000E+002, 8.7099999189376831E-001, 1.8750000000000000E+002, 5.1312439609318972E-004, 2.0543155670166016E+001, 8.5520730408461532E-007, 4.5604417664435459E-007, 5.0198626518249512E+000, 5.3812976297251680E-010, 1.6677551269531250E+000
4,3,9, 3.0000000000000000E+002, 8.7799996137619019E-001, 1.9100000000000000E+002, 1.2000000569969416E-003, 1.1931642293930054E+000, 1.7142857586804894E-006, 1.1348038014110548E-022, 1.4007016657657800E-009, 1.4358316180912162E-025, 0.0000000000000000E+000
4,4,9, 3.0000000000000000E+002, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9183317460119724E-003, 2.0978942500000000E+006, 7.9745032053324394E-006, 3.0436569452285767E-001
4,5,9, 3.0000000000000000E+002, 8.9199995994567871E-001, 1.9800000000000000E+002, 1.0000000133514320E-010, 2.1501891822595098E-008, 1.1111111217296937E-013, 2.4377028173816484E-010, 3.8909722119569778E-002, 3.4824308150702143E-013, 1.6818460426293314E-004
4,6,9, 3.0000000000000000E+002, 8.9899998903274536E-001, 2.0150000000000000E+002, 5.0950686272699386E-005, 1.9621449708938599E-001, 1.0190137089693962E-007, 1.1410906670516335E-013, 1.2594292684298125E-006, 1.5067613665333592E-016, 1.2716911733150482E-001
4,1,10, 3.0000000000000000E+002, 8.1199997663497925E-001, 2.0100000000000000E+002, 1.5000000712461770E-004, 4.9408588409423828E+001, 2.4999999936881068E-007, 2.4524254849112026E-010, 7.3136202991008759E-002, 4.0873736144829420E-013, 0.0000000000000000E+000
4,2,10, 3.0000000000000000E+002, 8.1900000572204590E-001, 2.0450000000000000E+002, 4.0363799780607224E-004, 3.2630325317382812E+002, 5.7662572316985461E-007, 3.8386673395507387E-007, 4.4664077758789062E+000, 4.5217407595998793E-010, 1.6677551269531250E+000
4,3,10, 3.0000000000000000E+002, 8.2599997520446777E-001, 2.0800000000000000E+002, 1.5000000130385160E-003, 7.2887927293777466E-001, 1.8750000663203537E-006, 1.1699415818290031E-027, 3.4837955003447219E-012, 1.4624303589484024E-030, 0.0000000000000000E+000
4,4,10, 3.0000000000000000E+002, 8.3300000429153442E-001, 2.1150000000000000E+002, 2.0999999251216650E-003, 1.3203957500000000E+006, 2.3333332137553953E-006, 1.3086681428831071E-004, 1.6824371875000000E+005, 2.1445102049710840E-007, 3.0436569452285767E-001
4,5,10, 3.0000000000000000E+002, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999997171806854E-010, 1.6587628692832368E-007, 1.9999999920083944E-012, 2.5358282140786059E-010, 4.0946282446384430E-002, 3.6226097534057533E-013, 1.6818460426293314E-004
4,6,10, 3.0000000000000000E+002, 8.4700000286102295E-001, 2.1850000000000000E+002, 9.6806295914575458E-005, 0.0000000000000000E+000, 1.6134382008203829E-007, 4.2202597458927662E-023, 1.2979338090413073E-011, 5.3604596112892508E-026, 1.2716911733150482E-001
4,1,11, 3.0000000000000000E+002, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,11, 3.0000000000000000E+002, 7.6700001955032349E-001, 2.2150000000000000E+002, 3.1751289498060942E-004, 7.1187622070312500E+001, 3.9689112441010366E-007, 7.7867170489298587E-009, 2.1735851466655731E-001, 8.8356049907090117E-012, 1.6677551269531250E+000
4,3,11, 3.0000000000000000E+002, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,11, 3.0000000000000000E+002, 7.8100001811981201E-001, 2.2850000000000000E+002, 2.7999999001622200E-003, 8.5561655461788177E-002, 5.5999998949118890E-006, 1.8365489223377842E-026, 3.8982424737212321E-014, 3.6730854416867265E-029, 3.0436569452285767E-001
4,5,11, 3.0000000000000000E+002, 7.8799998760223389E-001, 2.3200000000000000E+002, 9.9999999392252903E-009, 7.1449829874836723E-007, 1.6666666310949374E-011, 1.9061810463405493E-010, 3.0633628368377686E-002, 2.7231144314292244E-013, 1.6818460426293314E-004
4,6,11, 3.0000000000000000E+002, 7.9500001668930054E-001, 2.3550000000000000E+002, 1.8393197387922555E-004, 4.1025016456842422E-002, 2.6275995423929999E-007, 1.4454375674733311E-023, 4.3932132237634036E-012, 1.8359551196173307E-026, 1.2716911733150482E-001
4,1,12, 3.0000000000000000E+002, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,12, 3.0000000000000000E+002, 7.1499997377395630E-001, 2.3850000000000000E+002, 2.4976450367830694E-004, 2.1731782913208008E+001, 2.7751610787163372E-007, 9.9428812405655265E-011, 7.9373437911272049E-003, 1.1047658285152223E-013, 1.6677551269531250E+000
4,3,12, 3.0000000000000000E+002, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,12, 3.0000000000000000E+002, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0436569452285767E-001
4,5,12, 3.0000000000000000E+002, 7.3599994182586670E-001, 2.4900000000000000E+002, 1.0000000116860974E-007, 2.9940950870513916E+000, 1.4285714278194916E-010, 2.2701109880784998E-009, 3.6354765295982361E-001, 3.2430139303152306E-012, 1.6818460426293314E-004
4,6,12, 3.0000000000000000E+002, 7.4299997091293335E-001, 2.5250000000000000E+002, 3.4947076346725225E-004, 1.9421365112066269E-002, 4.3683846229214396E-007, 2.8402852864384751E-032, 1.1640576594257817E-016, 3.5503393314953792E-035, 1.2716911733150482E-001
