case,column,k,dt_s,rho_kg_m3,dz_m,qi_before,ni_before_per_kg,qi_after,ni_after_per_kg,icencv_kg_m2
4,1,7, 3.0000000000000000E+002, 9.6799993515014648E-001, 1.5000000000000000E+002, 2.6250001974403858E-004, 2.7042146000000000E+007, 2.4163103080354631E-004, 2.3260368000000000E+007, 0.0000000000000000E+000
4,2,7, 3.0000000000000000E+002, 9.7499996423721313E-001, 1.5350000000000000E+002, 1.5831892960704863E-004, 5.0662060000000000E+006, 1.4474971976596862E-004, 4.4537675000000000E+006, 4.8529483377933502E-002
4,3,7, 3.0000000000000000E+002, 9.8199993371963501E-001, 1.5700000000000000E+002, 1.5999999595806003E-004, 5.3333331250000000E+005, 2.1062997984699905E-004, 5.6662643750000000E+005, 0.0000000000000000E+000
4,4,7, 3.0000000000000000E+002, 9.8899996280670166E-001, 1.6050000000000000E+002, 7.9999997979030013E-004, 4.0000000000000000E+004, 2.5495886802673340E-004, 2.2245800000000000E+008, 4.1039224714040756E-002
4,5,7, 3.0000000000000000E+002, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999998245167004E-015, 6.3195144757628441E-003, 9.9999998245167004E-015, 6.3195144757628441E-003, 0.0000000000000000E+000
4,6,7, 3.0000000000000000E+002, 1.0029999017715454E+000, 1.6750000000000000E+002, 3.4012218748102896E-006, 1.4090984375000000E+005, 4.5484293877962045E-006, 1.4742053125000000E+005, 3.9437331906810869E-006
4,1,8, 3.0000000000000000E+002, 9.1599994897842407E-001, 1.6700000000000000E+002, 1.8750000162981451E-004, 1.2461819000000000E+007, 1.6524917737115175E-004, 1.0452216000000000E+007, 0.0000000000000000E+000
4,2,8, 3.0000000000000000E+002, 9.2299997806549072E-001, 1.7050000000000000E+002, 1.2085742491763085E-004, 3.0939500000000000E+006, 1.1034670023946092E-004, 2.7792132500000000E+006, 4.8529483377933502E-002
4,3,8, 3.0000000000000000E+002, 9.2999994754791260E-001, 1.7400000000000000E+002, 2.3999999393709004E-004, 5.7142856250000000E+005, 2.9122238629497588E-004, 5.6713425000000000E+005, 0.0000000000000000E+000
4,4,8, 3.0000000000000000E+002, 9.3699997663497925E-001, 1.7750000000000000E+002, 1.9999999494757503E-004, 2.0000000000000000E+009, 1.6807993233669549E-004, 1.7275558400000000E+009, 4.1039224714040756E-002
4,5,8, 3.0000000000000000E+002, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999998245167004E-014, 2.7476148679852486E-002, 3.5549682772181845E-013, 5.7998195290565491E-002, 0.0000000000000000E+000
4,6,8, 3.0000000000000000E+002, 9.5099997520446777E-001, 1.8450000000000000E+002, 6.1221994656079914E-006, 1.4919867187500000E+005, 9.1199672169750556E-006, 1.5136054687500000E+005, 3.9437331906810869E-006
4,1,9, 3.0000000000000000E+002, 8.6399996280670166E-001, 1.8400000000000000E+002, 1.1250000534346327E-004, 4.8239300000000000E+006, 8.8660250185057521E-005, 3.7948810000000000E+006, 0.0000000000000000E+000
4,2,9, 3.0000000000000000E+002, 8.7099999189376831E-001, 1.8750000000000000E+002, 9.2260081146378070E-005, 1.8894865000000000E+006, 8.0535210145171732E-005, 2.1992317500000000E+006, 4.8529483377933502E-002
4,3,9, 3.0000000000000000E+002, 8.7799996137619019E-001, 1.9100000000000000E+002, 3.1999999191612005E-004, 5.4421768750000000E+005, 3.7217995850369334E-004, 5.2378778125000000E+005, 0.0000000000000000E+000
4,4,9, 3.0000000000000000E+002, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2120800238335505E-004, 8.8638163200000000E+008, 4.1039224714040756E-002
4,5,9, 3.0000000000000000E+002, 8.9199995994567871E-001, 1.9800000000000000E+002, 9.9999999600419720E-013, 1.1946153640747070E-001, 3.5471616963156372E-012, 2.3507085442543030E-001, 0.0000000000000000E+000
4,6,9, 3.0000000000000000E+002, 8.9899998903274536E-001, 2.0150000000000000E+002, 1.1019958947144914E-005, 1.5797506250000000E+005, 2.2459087631432340E-005, 1.2677713281250000E+005, 3.9437331906810869E-006
4,1,10, 3.0000000000000000E+002, 8.1199997663497925E-001, 2.0100000000000000E+002, 3.7500001781154424E-005, 1.0374043750000000E+006, 2.4986395146697760E-005, 7.4485887500000000E+005, 0.0000000000000000E+000
4,2,10, 3.0000000000000000E+002, 8.1900000572204590E-001, 2.0450000000000000E+002, 7.0429457991849631E-005, 3.5214730000000000E+006, 6.5754749812185764E-005, 3.1943727500000000E+006, 4.8529483377933502E-002
4,3,10, 3.0000000000000000E+002, 8.2599997520446777E-001, 2.0800000000000000E+002, 3.9999998989515007E-004, 4.8590865625000000E+005, 1.7317642050329596E-004, 2.5305829687500000E+005, 0.0000000000000000E+000
4,4,10, 3.0000000000000000E+002, 8.3300000429153442E-001, 2.1150000000000000E+002, 5.9999997029080987E-004, 6.0000000000000000E+009, 9.7591552184894681E-004, 5.2681722880000000E+009, 4.1039224714040756E-002
4,5,10, 3.0000000000000000E+002, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999999600419720E-012, 5.1939797401428223E-001, 3.8101331117923465E-011, 1.0737723112106323E+000, 0.0000000000000000E+000
4,6,10, 3.0000000000000000E+002, 8.4700000286102295E-001, 2.1850000000000000E+002, 1.9835924831568263E-005, 0.0000000000000000E+000, 1.9179189621354453E-005, 5.6678871093750000E+004, 3.9437331906810869E-006
4,1,11, 3.0000000000000000E+002, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,11, 3.0000000000000000E+002, 7.6700001955032349E-001, 2.2150000000000000E+002, 5.3764408221468329E-005, 2.1505762500000000E+006, 4.9517067964188755E-005, 1.9389497500000000E+006, 4.8529483377933502E-002
4,3,11, 3.0000000000000000E+002, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,11, 3.0000000000000000E+002, 7.8100001811981201E-001, 2.2850000000000000E+002, 7.9999997979030013E-004, 4.0000000000000000E+004, 3.1197370844893157E-004, 1.8327308593750000E+004, 4.1039224714040756E-002
4,5,11, 3.0000000000000000E+002, 7.8799998760223389E-001, 2.3200000000000000E+002, 1.0000000133514320E-010, 2.2582521438598633E+000, 2.0673265876958169E-010, 2.0097868347167969E+002, 0.0000000000000000E+000
4,6,11, 3.0000000000000000E+002, 7.9500001668930054E-001, 2.3550000000000000E+002, 3.5704662877833471E-005, 1.7710695312500000E+005, 4.4525215344037861E-005, 1.7872037500000000E+005, 3.9437331906810869E-006
4,1,12, 3.0000000000000000E+002, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,12, 3.0000000000000000E+002, 7.1499997377395630E-001, 2.3850000000000000E+002, 4.1042647353606299E-005, 1.3133647500000000E+006, 2.9939928936073557E-005, 1.0094608750000000E+006, 4.8529483377933502E-002
4,3,12, 3.0000000000000000E+002, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,12, 3.0000000000000000E+002, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1039224714040756E-002
4,5,12, 3.0000000000000000E+002, 7.3599994182586670E-001, 2.4900000000000000E+002, 9.9999997171806854E-010, 1.4534882812500000E+003, 8.6314244640561810E-010, 1.2853857421875000E+003, 0.0000000000000000E+000
4,6,12, 3.0000000000000000E+002, 7.4299997091293335E-001, 2.5250000000000000E+002, 6.4268388086929917E-005, 1.8752500000000000E+005, 4.0138998883776367E-005, 1.2694724218750000E+005, 3.9437331906810869E-006
