leaf,case,role,name,hex,value
stomata,stomata10,in,P_QE25,3D75C28F,  5.999999866E-02
stomata,stomata10,in,P_FOLNMX,3FC00000,  1.500000000E+00
stomata,stomata10,out,RS,43CC1FAA,  4.082473755E+02
stomata,stomata10,out,PSN,40B3EAED,  5.622427464E+00
vegeflux,vegeflux01,in,ISNOW,00000000,                0
vegeflux,vegeflux01,in,NSNOW,00000003,                3
vegeflux,vegeflux01,in,NSOIL,00000004,                4
vegeflux,vegeflux01,in,VEG,00000001,                1
vegeflux,vegeflux01,in,DT,41F00000,  3.000000000E+01
vegeflux,vegeflux01,in,SAV,43A00000,  3.200000000E+02
vegeflux,vegeflux01,in,SAG,42B40000,  9.000000000E+01
vegeflux,vegeflux01,in,LWDN,43B18000,  3.550000000E+02
vegeflux,vegeflux01,in,UR,40866666,  4.199999809E+00
vegeflux,vegeflux01,in,UU,4059999A,  3.400000095E+00
vegeflux,vegeflux01,in,VV,C0200000, -2.500000000E+00
vegeflux,vegeflux01,in,SFCTMP,43938000,  2.950000000E+02
vegeflux,vegeflux01,in,THAIR,43943333,  2.963999939E+02
vegeflux,vegeflux01,in,QAIR,3C271DE7,  1.020000037E-02
vegeflux,vegeflux01,in,EAIR,44C58000,  1.580000000E+03
vegeflux,vegeflux01,in,RHOAIR,3F965604,  1.174499989E+00
vegeflux,vegeflux01,in,SNOWH,00000000,  0.000000000E+00
vegeflux,vegeflux01,in,VAI,40600000,  3.500000000E+00
vegeflux,vegeflux01,in,GAMMAV,42820000,  6.500000000E+01
vegeflux,vegeflux01,in,GAMMAG,42820000,  6.500000000E+01
vegeflux,vegeflux01,in,FWET,3DF5C28F,  1.199999973E-01
vegeflux,vegeflux01,in,LAISUN,3FB33333,  1.399999976E+00
vegeflux,vegeflux01,in,LAISHA,40066666,  2.099999905E+00
vegeflux,vegeflux01,in,CWP,40400000,  3.000000000E+00
vegeflux,vegeflux01,in,DZSNSO_-2,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux01,in,STC_-2,43928000,  2.930000000E+02
vegeflux,vegeflux01,in,DF_-2,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux01,in,DZSNSO_-1,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux01,in,STC_-1,43928000,  2.930000000E+02
vegeflux,vegeflux01,in,DF_-1,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux01,in,DZSNSO_+0,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux01,in,STC_+0,43928000,  2.930000000E+02
vegeflux,vegeflux01,in,DF_+0,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux01,in,DZSNSO_+1,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux01,in,STC_+1,43928000,  2.930000000E+02
vegeflux,vegeflux01,in,DF_+1,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux01,in,DZSNSO_+2,3E99999A,  3.000000119E-01
vegeflux,vegeflux01,in,STC_+2,43928000,  2.930000000E+02
vegeflux,vegeflux01,in,DF_+2,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux01,in,DZSNSO_+3,3F19999A,  6.000000238E-01
vegeflux,vegeflux01,in,STC_+3,43928000,  2.930000000E+02
vegeflux,vegeflux01,in,DF_+3,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux01,in,DZSNSO_+4,3F800000,  1.000000000E+00
vegeflux,vegeflux01,in,STC_+4,43928000,  2.930000000E+02
vegeflux,vegeflux01,in,DF_+4,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux01,in,ZLVL,41F00000,  3.000000000E+01
vegeflux,vegeflux01,in,ZPD,40D66666,  6.699999809E+00
vegeflux,vegeflux01,in,Z0M,3F800000,  1.000000000E+00
vegeflux,vegeflux01,in,FVEG,3F47AE14,  7.799999714E-01
vegeflux,vegeflux01,in,Z0MG,3C23D70A,  9.999999776E-03
vegeflux,vegeflux01,in,EMV,3F733333,  9.499999881E-01
vegeflux,vegeflux01,in,EMG,3F75C28F,  9.599999785E-01
vegeflux,vegeflux01,in,CANLIQ,3EB33333,  3.499999940E-01
vegeflux,vegeflux01,in,FSNO,00000000,  0.000000000E+00
vegeflux,vegeflux01,in,CANICE,00000000,  0.000000000E+00
vegeflux,vegeflux01,in,RSSUN,43480000,  2.000000000E+02
vegeflux,vegeflux01,in,RSSHA,43C80000,  4.000000000E+02
vegeflux,vegeflux01,in,RSURF,42B40000,  9.000000000E+01
vegeflux,vegeflux01,in,LATHEAV,4A193900,  2.510400000E+06
vegeflux,vegeflux01,in,LATHEAG,4A193900,  2.510400000E+06
vegeflux,vegeflux01,in,PARSUN,43820000,  2.600000000E+02
vegeflux,vegeflux01,in,PARSHA,42700000,  6.000000000E+01
vegeflux,vegeflux01,in,IGS,3F800000,  1.000000000E+00
vegeflux,vegeflux01,in,FOLN,3F800000,  1.000000000E+00
vegeflux,vegeflux01,in,CO2AIR,42180000,  3.800000000E+01
vegeflux,vegeflux01,in,O2AIR,469FD800,  2.046000000E+04
vegeflux,vegeflux01,in,BTRAN,3F4CCCCD,  8.000000119E-01
vegeflux,vegeflux01,in,SFCPRS,47BD7400,  9.700000000E+04
vegeflux,vegeflux01,in,RHSUR,3F6B851F,  9.200000167E-01
vegeflux,vegeflux01,in,Q2,3C271DE7,  1.020000037E-02
vegeflux,vegeflux01,in,PAHV,00000000,  0.000000000E+00
vegeflux,vegeflux01,in,PAHG,00000000,  0.000000000E+00
vegeflux,vegeflux01,in,EAH,44C80000,  1.600000000E+03
vegeflux,vegeflux01,in,TAH,4393C000,  2.955000000E+02
vegeflux,vegeflux01,in,TV,43948000,  2.970000000E+02
vegeflux,vegeflux01,in,TG,43940000,  2.960000000E+02
vegeflux,vegeflux01,in,CM,3CA3D70A,  1.999999955E-02
vegeflux,vegeflux01,in,CH,3CA3D70A,  1.999999955E-02
vegeflux,vegeflux01,in,DX,453B8000,  3.000000000E+03
vegeflux,vegeflux01,in,DZ8W,42700000,  6.000000000E+01
vegeflux,vegeflux01,in,QC,00000000,  0.000000000E+00
vegeflux,vegeflux01,in,QSFC,3C271DE7,  1.020000037E-02
vegeflux,vegeflux01,in,PSFC,47BD7400,  9.700000000E+04
vegeflux,vegeflux01,in,SH2O_+1,3E800000,  2.500000000E-01
vegeflux,vegeflux01,in,SH2O_+2,3E800000,  2.500000000E-01
vegeflux,vegeflux01,in,SH2O_+3,3E800000,  2.500000000E-01
vegeflux,vegeflux01,in,SH2O_+4,3E800000,  2.500000000E-01
vegeflux,vegeflux01,in,JULIAN,43340000,  1.800000000E+02
vegeflux,vegeflux01,in,SWDOWN,442F0000,  7.000000000E+02
vegeflux,vegeflux01,in,PRCP,00000000,  0.000000000E+00
vegeflux,vegeflux01,in,FB,00000000,  0.000000000E+00
vegeflux,vegeflux01,in,FSR,00000000,  0.000000000E+00
vegeflux,vegeflux01,in,P_HVT,41A00000,  2.000000000E+01
vegeflux,vegeflux01,in,P_DLEAF,3D23D70A,  3.999999911E-02
vegeflux,vegeflux01,in,P_CBIOM,3CA3D70A,  1.999999955E-02
vegeflux,vegeflux01,in,P_C3PSN,3F800000,  1.000000000E+00
vegeflux,vegeflux01,in,P_KC25,41F00000,  3.000000000E+01
vegeflux,vegeflux01,in,P_AKC,40066666,  2.099999905E+00
vegeflux,vegeflux01,in,P_KO25,46EA6000,  3.000000000E+04
vegeflux,vegeflux01,in,P_AKO,3F99999A,  1.200000048E+00
vegeflux,vegeflux01,in,P_AVCMX,4019999A,  2.400000095E+00
vegeflux,vegeflux01,in,P_VCMX25,42700000,  6.000000000E+01
vegeflux,vegeflux01,in,P_BP,44FA0000,  2.000000000E+03
vegeflux,vegeflux01,in,P_MP,41100000,  9.000000000E+00
vegeflux,vegeflux01,in,P_QE25,3D75C28F,  5.999999866E-02
vegeflux,vegeflux01,in,P_FOLNMX,3FC00000,  1.500000000E+00
vegeflux,vegeflux01,out,EAH,44DEA0DD,  1.781026978E+03
vegeflux,vegeflux01,out,TAH,4393FFEA,  2.959993286E+02
vegeflux,vegeflux01,out,TV,439456E4,  2.966788330E+02
vegeflux,vegeflux01,out,TG,4394226E,  2.962689819E+02
vegeflux,vegeflux01,out,CM,3CA895D1,  2.057925053E-02
vegeflux,vegeflux01,out,CH,3DC719CC,  9.721717238E-02
vegeflux,vegeflux01,out,TAUXV,BEB0B7CE, -3.451523185E-01
vegeflux,vegeflux01,out,TAUYV,3E81F090,  2.537884712E-01
vegeflux,vegeflux01,out,IRG,3FDC1638,  1.719428062E+00
vegeflux,vegeflux01,out,IRC,4282D5C1,  6.541748810E+01
vegeflux,vegeflux01,out,SHG,39C76F38,  3.803910222E-04
vegeflux,vegeflux01,out,SHC,42B14D0F,  8.865050507E+01
vegeflux,vegeflux01,out,EVG,3C91BD45,  1.779044606E-02
vegeflux,vegeflux01,out,EVC,4304E0E6,  1.328785095E+02
vegeflux,vegeflux01,out,TR,430F4C52,  1.432981262E+02
vegeflux,vegeflux01,out,GH,42B08659,  8.826239777E+01
vegeflux,vegeflux01,out,T2MV,4393CE5A,  2.956121216E+02
vegeflux,vegeflux01,out,PSNSUN,41136A8E,  9.213514328E+00
vegeflux,vegeflux01,out,PSNSHA,41136A8E,  9.213514328E+00
vegeflux,vegeflux01,out,CANHS,C2DC7D3E, -1.102446136E+02
vegeflux,vegeflux01,out,QSFC,3C3C6C46,  1.150042377E-02
vegeflux,vegeflux01,out,Q2V,3C348360,  1.101765037E-02
vegeflux,vegeflux01,out,CAH2,3E7EBA1A,  2.487567961E-01
vegeflux,vegeflux01,out,CHLEAF,3E0F5C29,  1.400000006E-01
vegeflux,vegeflux01,out,CHUC,35A076CA,  1.195550112E-06
vegeflux,vegeflux01,out,RSSUN,439100AD,  2.900052795E+02
vegeflux,vegeflux01,out,RSSHA,439100AD,  2.900052795E+02
vegeflux,vegeflux01,out,SAV,43A00000,  3.200000000E+02
vegeflux,vegeflux01,out,SAG,42B40000,  9.000000000E+01
vegeflux,vegeflux01,out,FSR,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,ISNOW,00000000,                0
vegeflux,vegeflux02,in,NSNOW,00000003,                3
vegeflux,vegeflux02,in,NSOIL,00000004,                4
vegeflux,vegeflux02,in,VEG,00000001,                1
vegeflux,vegeflux02,in,DT,41F00000,  3.000000000E+01
vegeflux,vegeflux02,in,SAV,42F00000,  1.200000000E+02
vegeflux,vegeflux02,in,SAG,42200000,  4.000000000E+01
vegeflux,vegeflux02,in,LWDN,437A0000,  2.500000000E+02
vegeflux,vegeflux02,in,UR,40866666,  4.199999809E+00
vegeflux,vegeflux02,in,UU,4059999A,  3.400000095E+00
vegeflux,vegeflux02,in,VV,C0200000, -2.500000000E+00
vegeflux,vegeflux02,in,SFCTMP,43830000,  2.620000000E+02
vegeflux,vegeflux02,in,THAIR,4383999A,  2.632000122E+02
vegeflux,vegeflux02,in,QAIR,3AEBEDFA,  1.799999969E-03
vegeflux,vegeflux02,in,EAIR,438E8000,  2.850000000E+02
vegeflux,vegeflux02,in,RHOAIR,3FA9999A,  1.325000048E+00
vegeflux,vegeflux02,in,SNOWH,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,VAI,40600000,  3.500000000E+00
vegeflux,vegeflux02,in,GAMMAV,42940000,  7.400000000E+01
vegeflux,vegeflux02,in,GAMMAG,42940000,  7.400000000E+01
vegeflux,vegeflux02,in,FWET,3DF5C28F,  1.199999973E-01
vegeflux,vegeflux02,in,LAISUN,3FB33333,  1.399999976E+00
vegeflux,vegeflux02,in,LAISHA,40066666,  2.099999905E+00
vegeflux,vegeflux02,in,CWP,40400000,  3.000000000E+00
vegeflux,vegeflux02,in,DZSNSO_-2,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux02,in,STC_-2,43840000,  2.640000000E+02
vegeflux,vegeflux02,in,DF_-2,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux02,in,DZSNSO_-1,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux02,in,STC_-1,43840000,  2.640000000E+02
vegeflux,vegeflux02,in,DF_-1,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux02,in,DZSNSO_+0,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux02,in,STC_+0,43840000,  2.640000000E+02
vegeflux,vegeflux02,in,DF_+0,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux02,in,DZSNSO_+1,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux02,in,STC_+1,43840000,  2.640000000E+02
vegeflux,vegeflux02,in,DF_+1,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux02,in,DZSNSO_+2,3E99999A,  3.000000119E-01
vegeflux,vegeflux02,in,STC_+2,43840000,  2.640000000E+02
vegeflux,vegeflux02,in,DF_+2,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux02,in,DZSNSO_+3,3F19999A,  6.000000238E-01
vegeflux,vegeflux02,in,STC_+3,43840000,  2.640000000E+02
vegeflux,vegeflux02,in,DF_+3,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux02,in,DZSNSO_+4,3F800000,  1.000000000E+00
vegeflux,vegeflux02,in,STC_+4,43840000,  2.640000000E+02
vegeflux,vegeflux02,in,DF_+4,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux02,in,ZLVL,41F00000,  3.000000000E+01
vegeflux,vegeflux02,in,ZPD,40D66666,  6.699999809E+00
vegeflux,vegeflux02,in,Z0M,3F800000,  1.000000000E+00
vegeflux,vegeflux02,in,FVEG,3F47AE14,  7.799999714E-01
vegeflux,vegeflux02,in,Z0MG,3C23D70A,  9.999999776E-03
vegeflux,vegeflux02,in,EMV,3F733333,  9.499999881E-01
vegeflux,vegeflux02,in,EMG,3F75C28F,  9.599999785E-01
vegeflux,vegeflux02,in,CANLIQ,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,FSNO,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,CANICE,3F19999A,  6.000000238E-01
vegeflux,vegeflux02,in,RSSUN,43480000,  2.000000000E+02
vegeflux,vegeflux02,in,RSSHA,43C80000,  4.000000000E+02
vegeflux,vegeflux02,in,RSURF,42B40000,  9.000000000E+01
vegeflux,vegeflux02,in,LATHEAV,4A2D9580,  2.844000000E+06
vegeflux,vegeflux02,in,LATHEAG,4A2D9580,  2.844000000E+06
vegeflux,vegeflux02,in,PARSUN,43820000,  2.600000000E+02
vegeflux,vegeflux02,in,PARSHA,42700000,  6.000000000E+01
vegeflux,vegeflux02,in,IGS,3F800000,  1.000000000E+00
vegeflux,vegeflux02,in,FOLN,3F800000,  1.000000000E+00
vegeflux,vegeflux02,in,CO2AIR,42180000,  3.800000000E+01
vegeflux,vegeflux02,in,O2AIR,469FD800,  2.046000000E+04
vegeflux,vegeflux02,in,BTRAN,3F4CCCCD,  8.000000119E-01
vegeflux,vegeflux02,in,SFCPRS,47BD7400,  9.700000000E+04
vegeflux,vegeflux02,in,RHSUR,3F7AE148,  9.800000191E-01
vegeflux,vegeflux02,in,Q2,3C271DE7,  1.020000037E-02
vegeflux,vegeflux02,in,PAHV,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,PAHG,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,EAH,43960000,  3.000000000E+02
vegeflux,vegeflux02,in,TAH,43834000,  2.625000000E+02
vegeflux,vegeflux02,in,TV,43848000,  2.650000000E+02
vegeflux,vegeflux02,in,TG,43838000,  2.630000000E+02
vegeflux,vegeflux02,in,CM,3CA3D70A,  1.999999955E-02
vegeflux,vegeflux02,in,CH,3CA3D70A,  1.999999955E-02
vegeflux,vegeflux02,in,DX,453B8000,  3.000000000E+03
vegeflux,vegeflux02,in,DZ8W,42700000,  6.000000000E+01
vegeflux,vegeflux02,in,QC,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,QSFC,3C271DE7,  1.020000037E-02
vegeflux,vegeflux02,in,PSFC,47BD7400,  9.700000000E+04
vegeflux,vegeflux02,in,SH2O_+1,3E800000,  2.500000000E-01
vegeflux,vegeflux02,in,SH2O_+2,3E800000,  2.500000000E-01
vegeflux,vegeflux02,in,SH2O_+3,3E800000,  2.500000000E-01
vegeflux,vegeflux02,in,SH2O_+4,3E800000,  2.500000000E-01
vegeflux,vegeflux02,in,JULIAN,43340000,  1.800000000E+02
vegeflux,vegeflux02,in,SWDOWN,442F0000,  7.000000000E+02
vegeflux,vegeflux02,in,PRCP,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,FB,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,FSR,00000000,  0.000000000E+00
vegeflux,vegeflux02,in,P_HVT,41A00000,  2.000000000E+01
vegeflux,vegeflux02,in,P_DLEAF,3D23D70A,  3.999999911E-02
vegeflux,vegeflux02,in,P_CBIOM,3CA3D70A,  1.999999955E-02
vegeflux,vegeflux02,in,P_C3PSN,3F800000,  1.000000000E+00
vegeflux,vegeflux02,in,P_KC25,41F00000,  3.000000000E+01
vegeflux,vegeflux02,in,P_AKC,40066666,  2.099999905E+00
vegeflux,vegeflux02,in,P_KO25,46EA6000,  3.000000000E+04
vegeflux,vegeflux02,in,P_AKO,3F99999A,  1.200000048E+00
vegeflux,vegeflux02,in,P_AVCMX,4019999A,  2.400000095E+00
vegeflux,vegeflux02,in,P_VCMX25,42700000,  6.000000000E+01
vegeflux,vegeflux02,in,P_BP,44FA0000,  2.000000000E+03
vegeflux,vegeflux02,in,P_MP,41100000,  9.000000000E+00
vegeflux,vegeflux02,in,P_QE25,3D75C28F,  5.999999866E-02
vegeflux,vegeflux02,in,P_FOLNMX,3FC00000,  1.500000000E+00
vegeflux,vegeflux02,out,EAH,438F0FB5,  2.861227112E+02
vegeflux,vegeflux02,out,TAH,4383C25E,  2.635184937E+02
vegeflux,vegeflux02,out,TV,438460A8,  2.647551270E+02
vegeflux,vegeflux02,out,TG,4384ABD2,  2.653423462E+02
vegeflux,vegeflux02,out,CM,3CBCD32A,  2.304990962E-02
vegeflux,vegeflux02,out,CH,3DEBB2D6,  1.150871962E-01
vegeflux,vegeflux02,out,TAUXV,BEDF4C15, -4.361273348E-01
vegeflux,vegeflux02,out,TAUYV,3EA4306A,  3.206818700E-01
vegeflux,vegeflux02,out,IRG,40702E93,  3.752842665E+00
vegeflux,vegeflux02,out,IRC,41D36CAD,  2.642806435E+01
vegeflux,vegeflux02,out,SHG,3B494B8B,  3.071519313E-03
vegeflux,vegeflux02,out,SHC,4334AEE5,  1.806831818E+02
vegeflux,vegeflux02,out,EVG,3A04C3BD,  5.064567667E-04
vegeflux,vegeflux02,out,EVC,3FC12CA8,  1.509175301E+00
vegeflux,vegeflux02,out,TR,3E87E6A2,  2.654314637E-01
vegeflux,vegeflux02,out,GH,4210F96D,  3.624357986E+01
vegeflux,vegeflux02,out,T2MV,4383749F,  2.629111023E+02
vegeflux,vegeflux02,out,PSNSUN,3F60B006,  8.776859045E-01
vegeflux,vegeflux02,out,PSNSHA,3F60B006,  8.776859045E-01
vegeflux,vegeflux02,out,CANHS,C2B1C58E, -8.888584900E+01
vegeflux,vegeflux02,out,QSFC,3AF0BFE0,  1.836773008E-03
vegeflux,vegeflux02,out,Q2V,3AF07926,  1.834665192E-03
vegeflux,vegeflux02,out,CAH2,3E92B028,  2.865002155E-01
vegeflux,vegeflux02,out,CHLEAF,3E0F5C29,  1.400000006E-01
vegeflux,vegeflux02,out,CHUC,35A9CD88,  1.265129868E-06
vegeflux,vegeflux02,out,RSSUN,44FE58B7,  2.034772339E+03
vegeflux,vegeflux02,out,RSSHA,44FE58B7,  2.034772339E+03
vegeflux,vegeflux02,out,SAV,42F00000,  1.200000000E+02
vegeflux,vegeflux02,out,SAG,42200000,  4.000000000E+01
vegeflux,vegeflux02,out,FSR,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,ISNOW,00000000,                0
vegeflux,vegeflux03,in,NSNOW,00000003,                3
vegeflux,vegeflux03,in,NSOIL,00000004,                4
vegeflux,vegeflux03,in,VEG,00000001,                1
vegeflux,vegeflux03,in,DT,41F00000,  3.000000000E+01
vegeflux,vegeflux03,in,SAV,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,SAG,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,LWDN,43960000,  3.000000000E+02
vegeflux,vegeflux03,in,UR,3FCCCCCD,  1.600000024E+00
vegeflux,vegeflux03,in,UU,4059999A,  3.400000095E+00
vegeflux,vegeflux03,in,VV,C0200000, -2.500000000E+00
vegeflux,vegeflux03,in,SFCTMP,43900000,  2.880000000E+02
vegeflux,vegeflux03,in,THAIR,4390999A,  2.892000122E+02
vegeflux,vegeflux03,in,QAIR,3C271DE7,  1.020000037E-02
vegeflux,vegeflux03,in,EAIR,44C58000,  1.580000000E+03
vegeflux,vegeflux03,in,RHOAIR,3F965604,  1.174499989E+00
vegeflux,vegeflux03,in,SNOWH,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,VAI,40600000,  3.500000000E+00
vegeflux,vegeflux03,in,GAMMAV,42820000,  6.500000000E+01
vegeflux,vegeflux03,in,GAMMAG,42820000,  6.500000000E+01
vegeflux,vegeflux03,in,FWET,3DF5C28F,  1.199999973E-01
vegeflux,vegeflux03,in,LAISUN,3FB33333,  1.399999976E+00
vegeflux,vegeflux03,in,LAISHA,40066666,  2.099999905E+00
vegeflux,vegeflux03,in,CWP,40400000,  3.000000000E+00
vegeflux,vegeflux03,in,DZSNSO_-2,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux03,in,STC_-2,43900000,  2.880000000E+02
vegeflux,vegeflux03,in,DF_-2,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux03,in,DZSNSO_-1,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux03,in,STC_-1,43900000,  2.880000000E+02
vegeflux,vegeflux03,in,DF_-1,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux03,in,DZSNSO_+0,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux03,in,STC_+0,43900000,  2.880000000E+02
vegeflux,vegeflux03,in,DF_+0,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux03,in,DZSNSO_+1,3DCCCCCD,  1.000000015E-01
vegeflux,vegeflux03,in,STC_+1,43900000,  2.880000000E+02
vegeflux,vegeflux03,in,DF_+1,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux03,in,DZSNSO_+2,3E99999A,  3.000000119E-01
vegeflux,vegeflux03,in,STC_+2,43900000,  2.880000000E+02
vegeflux,vegeflux03,in,DF_+2,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux03,in,DZSNSO_+3,3F19999A,  6.000000238E-01
vegeflux,vegeflux03,in,STC_+3,43900000,  2.880000000E+02
vegeflux,vegeflux03,in,DF_+3,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux03,in,DZSNSO_+4,3F800000,  1.000000000E+00
vegeflux,vegeflux03,in,STC_+4,43900000,  2.880000000E+02
vegeflux,vegeflux03,in,DF_+4,3FACCCCD,  1.350000024E+00
vegeflux,vegeflux03,in,ZLVL,41F00000,  3.000000000E+01
vegeflux,vegeflux03,in,ZPD,40D66666,  6.699999809E+00
vegeflux,vegeflux03,in,Z0M,3F800000,  1.000000000E+00
vegeflux,vegeflux03,in,FVEG,3F47AE14,  7.799999714E-01
vegeflux,vegeflux03,in,Z0MG,3C23D70A,  9.999999776E-03
vegeflux,vegeflux03,in,EMV,3F733333,  9.499999881E-01
vegeflux,vegeflux03,in,EMG,3F75C28F,  9.599999785E-01
vegeflux,vegeflux03,in,CANLIQ,3EB33333,  3.499999940E-01
vegeflux,vegeflux03,in,FSNO,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,CANICE,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,RSSUN,43480000,  2.000000000E+02
vegeflux,vegeflux03,in,RSSHA,43C80000,  4.000000000E+02
vegeflux,vegeflux03,in,RSURF,42B40000,  9.000000000E+01
vegeflux,vegeflux03,in,LATHEAV,4A193900,  2.510400000E+06
vegeflux,vegeflux03,in,LATHEAG,4A193900,  2.510400000E+06
vegeflux,vegeflux03,in,PARSUN,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,PARSHA,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,IGS,3F800000,  1.000000000E+00
vegeflux,vegeflux03,in,FOLN,3F800000,  1.000000000E+00
vegeflux,vegeflux03,in,CO2AIR,42180000,  3.800000000E+01
vegeflux,vegeflux03,in,O2AIR,469FD800,  2.046000000E+04
vegeflux,vegeflux03,in,BTRAN,3F4CCCCD,  8.000000119E-01
vegeflux,vegeflux03,in,SFCPRS,47BD7400,  9.700000000E+04
vegeflux,vegeflux03,in,RHSUR,3F6B851F,  9.200000167E-01
vegeflux,vegeflux03,in,Q2,3C271DE7,  1.020000037E-02
vegeflux,vegeflux03,in,PAHV,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,PAHG,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,EAH,44C80000,  1.600000000E+03
vegeflux,vegeflux03,in,TAH,438F8000,  2.870000000E+02
vegeflux,vegeflux03,in,TV,438EC000,  2.855000000E+02
vegeflux,vegeflux03,in,TG,438E8000,  2.850000000E+02
vegeflux,vegeflux03,in,CM,3CA3D70A,  1.999999955E-02
vegeflux,vegeflux03,in,CH,3CA3D70A,  1.999999955E-02
vegeflux,vegeflux03,in,DX,453B8000,  3.000000000E+03
vegeflux,vegeflux03,in,DZ8W,42700000,  6.000000000E+01
vegeflux,vegeflux03,in,QC,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,QSFC,3C271DE7,  1.020000037E-02
vegeflux,vegeflux03,in,PSFC,47BD7400,  9.700000000E+04
vegeflux,vegeflux03,in,SH2O_+1,3E800000,  2.500000000E-01
vegeflux,vegeflux03,in,SH2O_+2,3E800000,  2.500000000E-01
vegeflux,vegeflux03,in,SH2O_+3,3E800000,  2.500000000E-01
vegeflux,vegeflux03,in,SH2O_+4,3E800000,  2.500000000E-01
vegeflux,vegeflux03,in,JULIAN,43340000,  1.800000000E+02
vegeflux,vegeflux03,in,SWDOWN,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,PRCP,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,FB,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,FSR,00000000,  0.000000000E+00
vegeflux,vegeflux03,in,P_HVT,41A00000,  2.000000000E+01
vegeflux,vegeflux03,in,P_DLEAF,3D23D70A,  3.999999911E-02
vegeflux,vegeflux03,in,P_CBIOM,3CA3D70A,  1.999999955E-02
vegeflux,vegeflux03,in,P_C3PSN,3F800000,  1.000000000E+00
vegeflux,vegeflux03,in,P_KC25,41F00000,  3.000000000E+01
vegeflux,vegeflux03,in,P_AKC,40066666,  2.099999905E+00
vegeflux,vegeflux03,in,P_KO25,46EA6000,  3.000000000E+04
vegeflux,vegeflux03,in,P_AKO,3F99999A,  1.200000048E+00
vegeflux,vegeflux03,in,P_AVCMX,4019999A,  2.400000095E+00
vegeflux,vegeflux03,in,P_VCMX25,42700000,  6.000000000E+01
vegeflux,vegeflux03,in,P_BP,44FA0000,  2.000000000E+03
vegeflux,vegeflux03,in,P_MP,41100000,  9.000000000E+00
vegeflux,vegeflux03,in,P_QE25,3D75C28F,  5.999999866E-02
vegeflux,vegeflux03,in,P_FOLNMX,3FC00000,  1.500000000E+00
vegeflux,vegeflux03,out,EAH,44B8D9E8,  1.478809570E+03
vegeflux,vegeflux03,out,TAH,438EC669,  2.855500793E+02
vegeflux,vegeflux03,out,TV,438EBCB3,  2.854742126E+02
vegeflux,vegeflux03,out,TG,438FBDD3,  2.874830017E+02
vegeflux,vegeflux03,out,CM,3B2428EB,  2.504880307E-03
vegeflux,vegeflux03,out,CH,3B8353EF,  4.007808398E-03
