case,stage,field,index,value
bare_thin_snow_melt,output,fsno,0,0.798297673E-1
bare_thin_snow_melt,output,nee,0,0.00000000
bare_thin_snow_melt,output,gpp,0,0.00000000
bare_thin_snow_melt,output,npp,0,0.00000000
bare_thin_snow_melt,output,fveg,0,0.00000000
bare_thin_snow_melt,output,albedo,0,0.222119540
bare_thin_snow_melt,output,qsnbot,0,0.00000000
bare_thin_snow_melt,output,ponding,0,0.901560307
bare_thin_snow_melt,output,ponding1,0,0.00000000
bare_thin_snow_melt,output,ponding2,0,0.00000000
bare_thin_snow_melt,output,rssun,0,0.00000000
bare_thin_snow_melt,output,rssha,0,0.00000000
bare_thin_snow_melt,output,bgap,0,0.00000000
bare_thin_snow_melt,output,wgap,0,0.00000000
bare_thin_snow_melt,output,chv,0,0.926799141E-2
bare_thin_snow_melt,output,chb,0,0.926799141E-2
bare_thin_snow_melt,output,emissi,0,0.968403459
bare_thin_snow_melt,output,shg,0,0.00000000
bare_thin_snow_melt,output,shc,0,0.00000000
bare_thin_snow_melt,output,shb,0,60.0377388
bare_thin_snow_melt,output,evg,0,0.00000000
bare_thin_snow_melt,output,evb,0,8.56116676
bare_thin_snow_melt,output,ghv,0,0.00000000
bare_thin_snow_melt,output,ghb,0,337.803772
bare_thin_snow_melt,output,irg,0,0.00000000
bare_thin_snow_melt,output,irc,0,0.00000000
bare_thin_snow_melt,output,irb,0,68.1044006
bare_thin_snow_melt,output,tr,0,0.00000000
bare_thin_snow_melt,output,evc,0,0.00000000
bare_thin_snow_melt,output,chleaf,0,0.00000000
bare_thin_snow_melt,output,chuc,0,0.00000000
bare_thin_snow_melt,output,chv2,0,0.00000000
bare_thin_snow_melt,output,chb2,0,0.102468124E-1
bare_thin_snow_melt,output,fpice,0,0.00000000
bare_thin_snow_melt,output,pahv,0,0.00000000
bare_thin_snow_melt,output,pahg,0,0.00000000
bare_thin_snow_melt,output,pahb,0,0.00000000
bare_thin_snow_melt,output,pah,0,0.00000000
bare_thin_snow_melt,output,laisun,0,0.00000000
bare_thin_snow_melt,output,laisha,0,0.00000000
bare_thin_snow_melt,output,rb,0,0.00000000
bare_thin_snow_melt,output,qints,0,0.00000000
bare_thin_snow_melt,output,qintr,0,0.00000000
bare_thin_snow_melt,output,qdrips,0,0.00000000
bare_thin_snow_melt,output,qdripr,0,0.00000000
bare_thin_snow_melt,output,qthros,0,0.00000000
bare_thin_snow_melt,output,qthror,0,0.00000000
bare_thin_snow_melt,output,qsnsub,0,0.341027999E-5
bare_thin_snow_melt,output,qsnfro,0,0.00000000
bare_thin_snow_melt,output,qsubc,0,0.00000000
bare_thin_snow_melt,output,qfroc,0,0.00000000
bare_thin_snow_melt,output,qfrzc,0,0.00000000
bare_thin_snow_melt,output,qmeltc,0,0.00000000
bare_thin_snow_melt,output,qevac,0,0.00000000
bare_thin_snow_melt,output,qdewc,0,0.00000000
bare_thin_snow_melt,output,qmelt,0,0.150260050E-1
bare_thin_snow_melt,output,rain,0,0.00000000
bare_thin_snow_melt,output,snow,0,0.00000000
bare_thin_snow_melt,output,eflxb,0,44.4021225
bare_thin_snow_melt,output,canhs,0,0.00000000
bare_thin_snow_melt,output,albold,0,0.649983287
bare_thin_snow_melt,output,sneqvo,0,4.09843969
bare_thin_snow_melt,output,tah,0,275.000000
bare_thin_snow_melt,output,eah,0,610.000000
bare_thin_snow_melt,output,fwet,0,0.00000000
bare_thin_snow_melt,output,canliq,0,0.00000000
bare_thin_snow_melt,output,canice,0,0.00000000
bare_thin_snow_melt,output,tv,0,274.500000
bare_thin_snow_melt,output,tg,0,284.282684
bare_thin_snow_melt,output,qsfc,0,0.843640324E-2
bare_thin_snow_melt,output,qsnow,0,0.00000000
bare_thin_snow_melt,output,qrain,0,0.00000000
bare_thin_snow_melt,output,snowh,0,0.163929407E-1
bare_thin_snow_melt,output,sneqv,0,4.09823513
bare_thin_snow_melt,output,zwt,0,2.50000000
bare_thin_snow_melt,output,wa,0,4900.00000
bare_thin_snow_melt,output,wt,0,4900.00000
bare_thin_snow_melt,output,wslake,0,0.00000000
bare_thin_snow_melt,output,lfmass,0,20.0000000
bare_thin_snow_melt,output,rtmass,0,40.0000000
bare_thin_snow_melt,output,stmass,0,10.0000000
bare_thin_snow_melt,output,wood,0,0.00000000
bare_thin_snow_melt,output,stblcp,0,1000.00000
bare_thin_snow_melt,output,fastcp,0,1000.00000
bare_thin_snow_melt,output,lai,0,0.00000000
bare_thin_snow_melt,output,sai,0,0.00000000
bare_thin_snow_melt,output,cm,0,0.299782585E-2
bare_thin_snow_melt,output,ch,0,0.926799141E-2
bare_thin_snow_melt,output,tauss,0,0.143608078E-3
bare_thin_snow_melt,output,zlvl,0,20.0000000
bare_thin_snow_melt,output,smcwtd,0,0.338999987
bare_thin_snow_melt,output,deeprech,0,0.00000000
bare_thin_snow_melt,output,rech,0,0.00000000
bare_thin_snow_melt,output,acc_ssoil,0,337.803772
bare_thin_snow_melt,output,acc_qinsur,0,0.150260057E-4
bare_thin_snow_melt,output,acc_qseva,0,0.00000000
bare_thin_snow_melt,output,acc_dwater,0,-0.605468750E-1
bare_thin_snow_melt,output,acc_prcp,0,0.00000000
bare_thin_snow_melt,output,acc_ecan,0,0.00000000
bare_thin_snow_melt,output,acc_etran,0,0.00000000
bare_thin_snow_melt,output,acc_edir,0,0.204616794E-3
bare_thin_snow_melt,output,albsnd,1,0.649983287
bare_thin_snow_melt,output,albsni,1,0.649983287
bare_thin_snow_melt,output,albsnd,2,0.649983287
bare_thin_snow_melt,output,albsni,2,0.649983287
bare_thin_snow_melt,output,smc,1,0.158459380
bare_thin_snow_melt,output,sh2o,1,0.158459380
bare_thin_snow_melt,output,acc_etrani,1,0.00000000
bare_thin_snow_melt,output,smc,2,0.169985473
bare_thin_snow_melt,output,sh2o,2,0.169985473
bare_thin_snow_melt,output,acc_etrani,2,0.00000000
bare_thin_snow_melt,output,smc,3,0.189979881
bare_thin_snow_melt,output,sh2o,3,0.189979881
bare_thin_snow_melt,output,acc_etrani,3,0.00000000
bare_thin_snow_melt,output,smc,4,0.210012376
bare_thin_snow_melt,output,sh2o,4,0.210012376
bare_thin_snow_melt,output,acc_etrani,4,0.00000000
bare_thin_snow_melt,output,stc,-2,0.00000000
bare_thin_snow_melt,output,zsnso,-2,0.00000000
bare_thin_snow_melt,output,hcpct,-2,0.00000000
bare_thin_snow_melt,output,stc,-1,0.00000000
bare_thin_snow_melt,output,zsnso,-1,0.00000000
bare_thin_snow_melt,output,hcpct,-1,0.00000000
bare_thin_snow_melt,output,stc,0,0.00000000
bare_thin_snow_melt,output,zsnso,0,0.00000000
bare_thin_snow_melt,output,hcpct,0,0.00000000
bare_thin_snow_melt,output,stc,1,273.160004
bare_thin_snow_melt,output,zsnso,1,-0.100000001
bare_thin_snow_melt,output,hcpct,1,1950389.88
bare_thin_snow_melt,output,stc,2,274.001068
bare_thin_snow_melt,output,zsnso,2,-0.400000006
bare_thin_snow_melt,output,hcpct,2,2034129.75
bare_thin_snow_melt,output,stc,3,275.000183
bare_thin_snow_melt,output,zsnso,3,-1.00000000
bare_thin_snow_melt,output,hcpct,3,2117869.75
bare_thin_snow_melt,output,stc,4,277.999786
bare_thin_snow_melt,output,zsnso,4,-2.00000000
bare_thin_snow_melt,output,hcpct,4,2201609.50
bare_thin_snow_melt,output,snice,-2,0.00000000
bare_thin_snow_melt,output,snliq,-2,0.00000000
bare_thin_snow_melt,output,snice,-1,0.00000000
bare_thin_snow_melt,output,snliq,-1,0.00000000
bare_thin_snow_melt,output,snice,0,0.00000000
bare_thin_snow_melt,output,snliq,0,0.00000000
