bits,x,atanf_bits,atanf
3F5E37A1,0.86803633,3F3701E0,0.71487236
BF5E37A1,-0.86803633,BF3701E0,-0.71487236
3F8E2AC3,1.11067998,3F56794A,0.837788224
BF8E2AC3,-1.11067998,BF56794A,-0.837788224
3F68BDD1,0.909146369,3F3CE370,0.737845421
BF68BDD1,-0.909146369,BF3CE370,-0.737845421
3F51FA64,0.820226908,3F2FDC2C,0.686953306
BF51FA64,-0.820226908,BF2FDC2C,-0.686953306
3F6C54F5,0.923171341,3F3ED727,0.745470464
BF6C54F5,-0.923171341,BF3ED727,-0.745470464
3F402BF9,0.750670969,3F24D89F,0.643930376
BF402BF9,-0.750670969,BF24D89F,-0.643930376
3F5F1C8C,0.871529341,3F378433,0.71686095
BF5F1C8C,-0.871529341,BF378433,-0.71686095
3F9058A1,1.12770474,3F58689C,0.845346212
BF9058A1,-1.12770474,BF58689C,-0.845346212
3F33495A,0.700338006,3F1C6767,0.610952795
BF33495A,-0.700338006,BF1C6767,-0.610952795
3F470475,0.777411759,3F292B2D,0.66081506
BF470475,-0.777411759,BF292B2D,-0.66081506
3F51A88D,0.818978131,3F2FAB38,0.686206341
BF51A88D,-0.818978131,BF2FAB38,-0.686206341
3F7B8654,0.982518435,3F46CDFB,0.776580513
BF7B8654,-0.982518435,BF46CDFB,-0.776580513
3F59FD1A,0.851518273,3F349372,0.705374837
BF59FD1A,-0.851518273,BF349372,-0.705374837
3F5E4E89,0.868385851,3F370EEF,0.715071619
BF5E4E89,-0.868385851,BF370EEF,-0.715071619
3F49FFF8,0.789062023,3F2B0464,0.668035746
BF49FFF8,-0.789062023,BF2B0464,-0.668035746
3F340167,0.703146398,3F1CE2B9,0.612834513
BF340167,-0.703146398,BF1CE2B9,-0.612834513
3F6DB3AE,0.928522944,3F3F93FF,0.748351991
BF6DB3AE,-0.928522944,BF3F93FF,-0.748351991
3F70C1EC,0.940459013,3F413594,0.754723787
BF70C1EC,-0.940459013,BF413594,-0.754723787
3F622E4D,0.883518994,3F39401E,0.723634601
BF622E4D,-0.883518994,BF39401E,-0.723634601
3F33AB9B,0.701837242,3F1CA947,0.611957967
BF33AB9B,-0.701837242,BF1CA947,-0.611957967
3F546075,0.829596817,3F314996,0.692529082
BF546075,-0.829596817,BF314996,-0.692529082
3F5B8982,0.857566953,3F35788D,0.708870709
BF5B8982,-0.857566953,BF35788D,-0.708870709
3F89484B,1.07251871,3F520410,0.820374489
BF89484B,-1.07251871,BF520410,-0.820374489
3F85C5A8,1.04509449,3F4EB4B2,0.807444692
BF85C5A8,-1.04509449,BF4EB4B2,-0.807444692
3F4FF94E,0.812397838,3F2EA844,0.68225503
BF4FF94E,-0.812397838,BF2EA844,-0.68225503
3F742770,0.953726768,3F42FFF3,0.761717975
BF742770,-0.953726768,BF42FFF3,-0.761717975
3F59C98F,0.85073179,3F34758E,0.704918742
BF59C98F,-0.85073179,BF34758E,-0.704918742
3F39B071,0.725348532,3F20A63D,0.627536595
BF39B071,-0.725348532,BF20A63D,-0.627536595
3F7D069D,0.988382161,3F4790F1,0.77955538
BF7D069D,-0.988382161,BF4790F1,-0.77955538
3F35D5F6,0.710296035,3F1E1B36,0.617602706
BF35D5F6,-0.710296035,BF1E1B36,-0.617602706
3F8757CC,1.05736685,3F5032C3,0.813274562
BF8757CC,-1.05736685,BF5032C3,-0.813274562
3F5A2BFD,0.852233708,3F34AE9D,0.705789387
BF5A2BFD,-0.852233708,BF34AE9D,-0.705789387
3F379BCA,0.717220902,3F1F47DE,0.622190356
BF379BCA,-0.717220902,BF1F47DE,-0.622190356
3F41DB71,0.75725466,3F25EBB6,0.648127913
BF41DB71,-0.75725466,BF25EBB6,-0.648127913
3F831534,1.02408457,3F4C1BA1,0.797296584
BF831534,-1.02408457,BF4C1BA1,-0.797296584
3F677BAA,0.904230714,3F3C32A2,0.735147595
BF677BAA,-0.904230714,BF3C32A2,-0.735147595
3F80353B,1.00162446,3F49450B,0.786209762
BF80353B,-1.00162446,BF49450B,-0.786209762
3F87FD37,1.062415,3F50CE92,0.815652013
BF87FD37,-1.062415,BF50CE92,-0.815652013
3F83FE5C,1.03119993,3F4CFE6E,0.800757289
BF83FE5C,-1.03119993,BF4CFE6E,-0.800757289
3F6194CB,0.881176651,3F38E9CE,0.722317576
BF6194CB,-0.881176651,BF38E9CE,-0.722317576
3F91CC9F,1.13905704,3F59AE45,0.850315392
BF91CC9F,-1.13905704,BF59AE45,-0.850315392
3F672D74,0.90303731,3F3C0794,0.734490633
BF672D74,-0.90303731,BF3C0794,-0.734490633
3F664B57,0.899587095,3F3B8AD1,0.73258692
BF664B57,-0.899587095,BF3B8AD1,-0.73258692
3F36C391,0.713921607,3F1EB8DE,0.620008349
BF36C391,-0.713921607,BF1EB8DE,-0.620008349
3F544E3E,0.829318881,3F313ECB,0.692364395
BF544E3E,-0.829318881,BF313ECB,-0.692364395
3F556C05,0.833679497,3F31E7C1,0.694942534
BF556C05,-0.833679497,BF31E7C1,-0.694942534
3F6A4539,0.915118754,3F3DB917,0.741105497
BF6A4539,-0.915118754,BF3DB917,-0.741105497
3F3AEF48,0.730213642,3F2176AD,0.630717099
BF3AEF48,-0.730213642,BF2176AD,-0.630717099
3F8A08A5,1.07838881,3F52B673,0.823096454
BF8A08A5,-1.07838881,BF52B673,-0.823096454
3F860BBB,1.04723299,3F4EF79C,0.808465719
BF860BBB,-1.04723299,BF4EF79C,-0.808465719
3F6368B2,0.888316274,3F39F043,0.726322353
BF6368B2,-0.888316274,BF39F043,-0.726322353
3F7858FF,0.970107973,3F452D91,0.770226538
BF7858FF,-0.970107973,BF452D91,-0.770226538
3F7EEC1C,0.995790243,3F48859E,0.783288836
BF7EEC1C,-0.995790243,BF48859E,-0.783288836
3F4F7859,0.81043011,3F2E5A81,0.68106848
BF4F7859,-0.81043011,BF2E5A81,-0.68106848
3F96AD4C,1.1771636,3F5DD907,0.866592824
BF96AD4C,-1.1771636,BF5DD907,-0.866592824
3F32889F,0.697397172,3F1BE5EA,0.60897696
BF32889F,-0.697397172,BF1BE5EA,-0.60897696
3F5AFB73,0.855399311,3F35269B,0.707620323
BF5AFB73,-0.855399311,BF35269B,-0.707620323
3F3A8C79,0.728705943,3F21362F,0.629733026
BF3A8C79,-0.728705943,BF21362F,-0.629733026
3F8462E4,1.0342679,3F4D5FBA,0.802241921
BF8462E4,-1.0342679,BF4D5FBA,-0.802241921
3F7E1EB4,0.992655993,3F481E52,0.781712651
BF7E1EB4,-0.992655993,BF481E52,-0.781712651
3F369887,0.713264883,3F1E9C5A,0.619573236
BF369887,-0.713264883,BF1E9C5A,-0.619573236
3F7BF923,0.984270275,3F470859,0.777471125
BF7BF923,-0.984270275,BF470859,-0.777471125
3F624996,0.883935332,3F394F70,0.72386837
BF624996,-0.883935332,BF394F70,-0.72386837
3F656226,0.896028876,3F3B09B3,0.730616748
BF656226,-0.896028876,BF3B09B3,-0.730616748
3F8552D4,1.04159021,3F4E46BC,0.805766821
BF8552D4,-1.04159021,BF4E46BC,-0.805766821
3F81ED70,1.01505852,3F4AF998,0.792870998
BF81ED70,-1.01505852,BF4AF998,-0.792870998
3F44EB8D,0.76921922,3F27DB31,0.655688345
BF44EB8D,-0.76921922,BF27DB31,-0.655688345
3F3FA7F4,0.748656511,3F24841A,0.64264071
BF3FA7F4,-0.748656511,BF24841A,-0.64264071
3F32AE8E,0.697975993,3F1BFF6E,0.609366298
BF32AE8E,-0.697975993,BF1BFF6E,-0.609366298
3F422F86,0.75853765,3F26211E,0.648942828
BF422F86,-0.75853765,BF26211E,-0.648942828
3F45A50D,0.772049725,3F284F93,0.657464206
BF45A50D,-0.772049725,BF284F93,-0.657464206
3F6158DE,0.880262256,3F38C80F,0.721802652
BF6158DE,-0.880262256,BF38C80F,-0.721802652
3F8CE925,1.10086501,3F5557E7,0.833372533
BF8CE925,-1.10086501,BF5557E7,-0.833372533
3F6DCF15,0.928941071,3F3FA2B6,0.748576522
BF6DCF15,-0.928941071,BF3FA2B6,-0.748576522
3F48D9D5,0.784573853,3F2A4EB9,0.665263712
BF48D9D5,-0.784573853,BF2A4EB9,-0.665263712
3F94E89B,1.16334856,3F5C5AED,0.860762417
BF94E89B,-1.16334856,BF5C5AED,-0.860762417
3F7661C8,0.962429523,3F442954,0.766255617
BF7661C8,-0.962429523,BF442954,-0.766255617
3F33C514,0.702225924,3F1CBA57,0.61221832
BF33C514,-0.702225924,BF1CBA57,-0.61221832
3F5CBCCB,0.862255752,3F362935,0.711566269
BF5CBCCB,-0.862255752,BF362935,-0.711566269
3F3E8967,0.744284093,3F23CC16,0.639832854
BF3E8967,-0.744284093,BF23CC16,-0.639832854
3F85600E,1.04199386,3F4E536C,0.805960417
BF85600E,-1.04199386,BF4E536C,-0.805960417
3F4B3649,0.793797076,3F2BC332,0.670947194
BF4B3649,-0.793797076,BF2BC332,-0.670947194
3F4B0795,0.793084443,3F2BA689,0.670509875
BF4B0795,-0.793084443,BF2BA689,-0.670509875
3F7E53FC,0.993469,3F483925,0.782121956
BF7E53FC,-0.993469,BF483925,-0.782121956
3F3A80BF,0.728527009,3F212E86,0.629616141
BF3A80BF,-0.728527009,BF212E86,-0.629616141
3F4C8ACF,0.798993051,3F2C9390,0.674126625
BF4C8ACF,-0.798993051,BF2C9390,-0.674126625
3F8A0516,1.07828021,3F52B328,0.823046207
BF8A0516,-1.07828021,BF52B328,-0.823046207
3F8340D5,1.02541602,3F4C4631,0.797946036
BF8340D5,-1.02541602,BF4C4631,-0.797946036
3F3E6B93,0.743828952,3F23B8E4,0.639539957
BF3E6B93,-0.743828952,BF23B8E4,-0.639539957
3F800A0A,1.00030637,3F4919E4,0.78555131
BF800A0A,-1.00030637,BF4919E4,-0.78555131
3F42B6F3,0.760604084,3F2676FF,0.650253236
BF42B6F3,-0.760604084,BF2676FF,-0.650253236
3F52BF03,0.823227108,3F30518B,0.688744247
BF52BF03,-0.823227108,BF30518B,-0.688744247
3F35D98C,0.710350752,3F1E1D98,0.617639065
BF35D98C,-0.710350752,BF1E1D98,-0.617639065
3F5530CB,0.832775772,3F31C4CC,0.694409132
BF5530CB,-0.832775772,BF31C4CC,-0.694409132
3F7FF163,0.999777019,3F49088C,0.785286665
BF7FF163,-0.999777019,BF49088C,-0.785286665
3F6DF3E9,0.929503024,3F3FB679,0.748878062
BF6DF3E9,-0.929503024,BF3FB679,-0.748878062
3F582835,0.844363511,3F3382AC,0.701212645
BF582835,-0.844363511,BF3382AC,-0.701212645
3F73D073,0.952399433,3F42D25E,0.761022449
BF73D073,-0.952399433,BF42D25E,-0.761022449
3F43F0ED,0.765394986,3F273D72,0.653281331
BF43F0ED,-0.765394986,BF273D72,-0.653281331
3F3DD515,0.741532624,3F2357E5,0.638059914
BF3DD515,-0.741532624,BF2357E5,-0.638059914
3F38AC06,0.721374869,3F1FFB47,0.624927938
BF38AC06,-0.721374869,BF1FFB47,-0.624927938
3F7BDE64,0.983862162,3F46FAC2,0.777263761
BF7BDE64,-0.983862162,BF46FAC2,-0.777263761
3F454D13,0.770707309,3F28186B,0.656622589
BF454D13,-0.770707309,BF28186B,-0.656622589
3F74A343,0.955616176,3F4340BC,0.762706518
BF74A343,-0.955616176,BF4340BC,-0.762706518
3F3B6576,0.732016921,3F21C3B1,0.631892264
BF3B6576,-0.732016921,BF21C3B1,-0.631892264
3F41E097,0.757333219,3F25EEFC,0.648177862
BF41E097,-0.757333219,BF25EEFC,-0.648177862
3F663CDC,0.89936614,3F3B82D0,0.73246479
BF663CDC,-0.89936614,BF3B82D0,-0.73246479
3F526E7B,0.821998298,3F302183,0.688011348
BF526E7B,-0.821998298,BF302183,-0.688011348
3F76CDBA,0.964076638,3F446152,0.76710999
BF76CDBA,-0.964076638,BF446152,-0.76710999
3F71E71D,0.944932759,3F41D0D1,0.757092535
BF71E71D,-0.944932759,BF41D0D1,-0.757092535
3F4F5C64,0.810003519,3F2E49A0,0.680810928
BF4F5C64,-0.810003519,BF2E49A0,-0.680810928
3F6B445E,0.91901195,3F3E43AE,0.74322021
BF6B445E,-0.91901195,BF3E43AE,-0.74322021
3F73509B,0.950448692,3F428F44,0.75999856
BF73509B,-0.950448692,BF428F44,-0.75999856
3F3494EF,0.705397546,3F1D4557,0.614339292
BF3494EF,-0.705397546,BF1D4557,-0.614339292
3F3B14B2,0.730784535,3F218F12,0.63108933
BF3B14B2,-0.730784535,BF218F12,-0.63108933
3F7F1A12,0.996491551,3F489CB0,0.783640862
BF7F1A12,-0.996491551,BF489CB0,-0.783640862
3F689052,0.908452153,3F3CCA85,0.737465203
BF689052,-0.908452153,BF3CCA85,-0.737465203
3F385070,0.719977379,3F1FBF00,0.624008179
BF385070,-0.719977379,BF1FBF00,-0.624008179
3F33BA7C,0.702064276,3F1CB33E,0.612110019
BF33BA7C,-0.702064276,BF1CB33E,-0.612110019
3F5FBC29,0.873964846,3F37DECD,0.71824342
BF5FBC29,-0.873964846,BF37DECD,-0.71824342
3F5FE249,0.874546587,3F37F469,0.718573153
BF5FE249,-0.874546587,BF37F469,-0.718573153
3F4AC407,0.79205364,3F2B7D0C,0.669876814
BF4AC407,-0.79205364,BF2B7D0C,-0.669876814
3F811140,1.00833893,3F4A1FF8,0.789550304
BF811140,-1.00833893,BF4A1FF8,-0.789550304
3F353342,0.707813382,3F1DAEF0,0.615950584
BF353342,-0.707813382,BF1DAEF0,-0.615950584
3F569BDF,0.838315904,3F329A9C,0.697671652
BF569BDF,-0.838315904,BF329A9C,-0.697671652
3F7DF8D4,0.992078066,3F480B3D,0.781421483
BF7DF8D4,-0.992078066,BF480B3D,-0.781421483
3F49BB56,0.78801477,3F2ADA13,0.667390049
BF49BB56,-0.78801477,BF2ADA13,-0.667390049
3F5E3149,0.867939532,3F36FE41,0.714817107
BF5E3149,-0.867939532,BF36FE41,-0.714817107
3F455C23,0.770937145,3F2821DE,0.656766772
BF455C23,-0.770937145,BF2821DE,-0.656766772
3F336374,0.700736284,3F1C78E9,0.611219943
BF336374,-0.700736284,BF1C78E9,-0.611219943
3F887577,1.06608474,3F513F57,0.817372739
BF887577,-1.06608474,BF513F57,-0.817372739
3F88683A,1.06568074,3F5132F2,0.817183614
BF88683A,-1.06568074,BF5132F2,-0.817183614
3F4342F1,0.762740195,3F26CF98,0.651605129
BF4342F1,-0.762740195,BF26CF98,-0.651605129
3F627089,0.88452965,3F39654C,0.724201918
BF627089,-0.88452965,BF39654C,-0.724201918
3F363DB3,0.711878955,3F1E601C,0.618654013
BF363DB3,-0.711878955,BF1E601C,-0.618654013
3F507915,0.814347565,3F2EF52A,0.683428407
BF507915,-0.814347565,BF2EF52A,-0.683428407
3F8F8234,1.12116098,3F57AB37,0.842456281
BF8F8234,-1.12116098,BF57AB37,-0.842456281
3F5F3B04,0.871994257,3F379583,0.717125118
BF5F3B04,-0.871994257,BF379583,-0.717125118
3F77FF42,0.968738675,3F44FF4E,0.76952064
BF77FF42,-0.968738675,BF44FF4E,-0.76952064
3F9223BE,1.14171576,3F59FA03,0.851471126
BF9223BE,-1.14171576,BF59FA03,-0.851471126
3F36DF22,0.714342237,3F1ECB20,0.620286942
BF36DF22,-0.714342237,BF1ECB20,-0.620286942
3F8078A9,1.00368226,3F49884B,0.787235916
BF8078A9,-1.00368226,BF49884B,-0.787235916
3F63D30F,0.889939249,3F3A2BAA,0.727228761
BF63D30F,-0.889939249,BF3A2BAA,-0.727228761
3F73A3AA,0.951716065,3F42BAE0,0.760663986
BF73A3AA,-0.951716065,BF42BAE0,-0.760663986
3F798E9E,0.974832416,3F45CCB3,0.772654712
BF798E9E,-0.974832416,BF45CCB3,-0.772654712
3F8E7456,1.11292529,3F56BB19,0.838792384
BF8E7456,-1.11292529,BF56BB19,-0.838792384
3F8C3822,1.09546304,3F54B76A,0.830923676
BF8C3822,-1.09546304,BF54B76A,-0.830923676
3F7660B3,0.962413013,3F4428C4,0.766247034
BF7660B3,-0.962413013,BF4428C4,-0.766247034
3F57014F,0.839863718,3F32D622,0.698579907
BF57014F,-0.839863718,BF32D622,-0.698579907
3F83254E,1.02457595,3F4C2B58,0.797536373
BF83254E,-1.02457595,BF4C2B58,-0.797536373
3F727113,0.947037876,3F4219A0,0.758203506
BF727113,-0.947037876,BF4219A0,-0.758203506
3F33B050,0.701909065,3F1CAC6E,0.612006068
BF33B050,-0.701909065,BF1CAC6E,-0.612006068
3F70A485,0.940010369,3F4125F9,0.754485667
BF70A485,-0.940010369,BF4125F9,-0.754485667
3F601D2F,0.875445306,3F3815C5,0.719082177
BF601D2F,-0.875445306,BF3815C5,-0.719082177
3F7E676C,0.993765593,3F4842ED,0.782271206
BF7E676C,-0.993765593,BF4842ED,-0.782271206
3F928502,1.14468408,3F5A4E56,0.852757812
BF928502,-1.14468408,BF5A4E56,-0.852757812
3F3C315F,0.735128343,3F224843,0.633915126
BF3C315F,-0.735128343,BF224843,-0.633915126
3F614B9B,0.880059898,3F38C096,0.721688628
BF614B9B,-0.880059898,BF38C096,-0.721688628
3F9401AB,1.1563009,3F5B95FB,0.85775727
BF9401AB,-1.1563009,BF5B95FB,-0.85775727
3F3BBCDD,0.733350575,3F21FC90,0.632760048
BF3BBCDD,-0.733350575,BF21FC90,-0.632760048
3F5041FC,0.813506842,3F2ED406,0.682922721
BF5041FC,-0.813506842,BF2ED406,-0.682922721
3F54E0E6,0.831556678,3F319598,0.693688869
BF54E0E6,-0.831556678,BF319598,-0.693688869
3F394398,0.723687649,3F205EDC,0.626447439
BF394398,-0.723687649,BF205EDC,-0.626447439
3F4F7C40,0.810489655,3F2E5CDC,0.681104422
BF4F7C40,-0.810489655,BF2E5CDC,-0.681104422
3F421E12,0.758271337,3F26160A,0.648773789
BF421E12,-0.758271337,BF26160A,-0.648773789
3F54B49E,0.830881,3F317B68,0.69328928
BF54B49E,-0.830881,BF317B68,-0.69328928
3F549C82,0.83051312,3F316D24,0.693071604
BF549C82,-0.83051312,BF316D24,-0.693071604
3F350F8C,0.707268476,3F1D9724,0.615587473
BF350F8C,-0.707268476,BF1D9724,-0.615587473
3F715F2E,0.942858577,3F4188EE,0.755995631
BF715F2E,-0.942858577,BF4188EE,-0.755995631
3F84CF75,1.03758109,3F4DC876,0.803840041
BF84CF75,-1.03758109,BF4DC876,-0.803840041
3F3F0FBA,0.746333718,3F242272,0.641150594
BF3F0FBA,-0.746333718,BF242272,-0.641150594
3F52E9E6,0.823881507,3F306B18,0.689134121
BF52E9E6,-0.823881507,BF306B18,-0.689134121
3F5CF5F4,0.863127947,3F3649FA,0.712066293
BF5CF5F4,-0.863127947,BF3649FA,-0.712066293
3F36022F,0.710970819,3F1E3898,0.618051052
BF36022F,-0.710970819,BF1E3898,-0.618051052
3F8C7E50,1.09760475,3F54F725,0.831896126
BF8C7E50,-1.09760475,BF54F725,-0.831896126
3F35AC2C,0.709658384,3F1DFF6D,0.617178738
BF35AC2C,-0.709658384,BF1DFF6D,-0.617178738
3F700BBD,0.937679112,3F40D4C5,0.753246605
BF700BBD,-0.937679112,BF40D4C5,-0.753246605
3F827EE0,1.01949692,3F4B888B,0.79505223
BF827EE0,-1.01949692,BF4B888B,-0.79505223
3F7D75D1,0.990078986,3F47C925,0.780412972
BF7D75D1,-0.990078986,BF47C925,-0.780412972
3F7C6DD7,0.986051023,3F474392,0.778374791
BF7C6DD7,-0.986051023,BF474392,-0.778374791
3F36AF30,0.713610649,3F1EAB5E,0.619802356
BF36AF30,-0.713610649,BF1EAB5E,-0.619802356
3F5BCAF9,0.858565867,3F359E41,0.709446013
BF5BCAF9,-0.858565867,BF359E41,-0.709446013
3F856FF5,1.04247916,3F4E62AA,0.806192994
BF856FF5,-1.04247916,BF4E62AA,-0.806192994
3F943A78,1.15803432,3F5BC68C,0.858498335
BF943A78,-1.15803432,BF5BC68C,-0.858498335
3F62F1D5,0.886502564,3F39ADC4,0.725307703
BF62F1D5,-0.886502564,BF39ADC4,-0.725307703
3F84ADAA,1.03654981,3F4DA7E6,0.803343177
BF84ADAA,-1.03654981,BF4DA7E6,-0.803343177
3F4DA64C,0.803318739,3F2D403A,0.67676127
BF4DA64C,-0.803318739,BF2D403A,-0.67676127
3F301D32,0.687945485,3F1A4353,0.602589786
BF301D32,-0.687945485,BF1A4353,-0.602589786
3F3AC4AE,0.729563594,3F215AE2,0.630293012
BF3AC4AE,-0.729563594,BF215AE2,-0.630293012
3F6BAF0C,0.920639753,3F3E7D77,0.744101942
BF6BAF0C,-0.920639753,BF3E7D77,-0.744101942
3F53C118,0.827165127,3F30EB13,0.691086948
BF53C118,-0.827165127,BF30EB13,-0.691086948
3F3F5C92,0.747506261,3F2453C4,0.641903162
BF3F5C92,-0.747506261,BF2453C4,-0.641903162
3F56B136,0.838641524,3F32A723,0.697862804
BF56B136,-0.838641524,BF32A723,-0.697862804
3F434B55,0.762868226,3F26D4E5,0.651686013
BF434B55,-0.762868226,BF26D4E5,-0.651686013
3F8990B8,1.07472897,3F52475A,0.821401238
BF8990B8,-1.07472897,BF52475A,-0.821401238
3F8AFC7F,1.08583057,3F539719,0.826524317
BF8AFC7F,-1.08583057,BF539719,-0.826524317
3F50E35E,0.815969348,3F2F3505,0.684402764
BF50E35E,-0.815969348,BF2F3505,-0.684402764
3F4F8679,0.81064564,3F2E6307,0.681198537
BF4F8679,-0.81064564,BF2E6307,-0.681198537
3F52BF71,0.823233664,3F3051CC,0.688748121
BF52BF71,-0.823233664,BF3051CC,-0.688748121
3F86B1D4,1.05230188,3F4F95A5,0.810877144
BF86B1D4,-1.05230188,BF4F95A5,-0.810877144
3F5702E7,0.839888036,3F32D712,0.698594213
BF5702E7,-0.839888036,BF32D712,-0.698594213
3F95EDE2,1.17132211,3F5D3819,0.864137232
BF95EDE2,-1.17132211,BF5D3819,-0.864137232
3F7FE923,0.999651134,3F49046C,0.785223722
BF7FE923,-0.999651134,BF49046C,-0.785223722
3F75F75C,0.960805655,3F43F209,0.765411913
BF75F75C,-0.960805655,BF43F209,-0.765411913
3F91AB69,1.13804352,3F599158,0.84987402
BF91AB69,-1.13804352,BF599158,-0.84987402
3F87CF79,1.06101906,3F50A390,0.814995766
BF87CF79,-1.06101906,BF50A390,-0.814995766
3F8C2DC7,1.09514701,3F54AE00,0.830780029
BF8C2DC7,-1.09514701,BF54AE00,-0.830780029
3F88232D,1.06357348,3F50F237,0.816195905
BF88232D,-1.06357348,BF50F237,-0.816195905
3F938919,1.15262139,3F5B2E9C,0.856179953
BF938919,-1.15262139,BF5B2E9C,-0.856179953
3F70C192,0.940453649,3F413565,0.754720986
BF70C192,-0.940453649,BF413565,-0.754720986
3F46A172,0.77590096,3F28ED6B,0.659872711
BF46A172,-0.77590096,BF28ED6B,-0.659872711
3F44050C,0.765702009,3F274A21,0.653474867
BF44050C,-0.765702009,BF274A21,-0.653474867
3F3E8574,0.744223833,3F23C98C,0.639794111
BF3E8574,-0.744223833,BF23C98C,-0.639794111
3F67A9F9,0.904937327,3F3C4C1A,0.735536218
BF67A9F9,-0.904937327,BF3C4C1A,-0.735536218
3F582B08,0.844406605,3F338453,0.701237857
BF582B08,-0.844406605,BF338453,-0.701237857
3F713B69,0.942312777,3F4175FD,0.755706608
BF713B69,-0.942312777,BF4175FD,-0.755706608
3F689536,0.908526778,3F3CCD33,0.737506092
BF689536,-0.908526778,BF3CCD33,-0.737506092
3F3A6A10,0.728180885,3F211FB4,0.629390001
BF3A6A10,-0.728180885,BF211FB4,-0.629390001
3F850580,1.03923035,3F4DFC78,0.804633617
BF850580,-1.03923035,BF4DFC78,-0.804633617
3F756052,0.958500981,3F43A368,0.764212132
BF756052,-0.958500981,BF43A368,-0.764212132
3F591CD3,0.848096073,3F341137,0.703387678
BF591CD3,-0.848096073,BF341137,-0.703387678
3F4E7A41,0.806552947,3F2DC0D9,0.678723872
BF4E7A41,-0.806552947,BF2DC0D9,-0.678723872
3FC5BBB1,1.54479039,3F7F0D38,0.996295452
BFC5BBB1,-1.54479039,BF7F0D38,-0.996295452
3FDEB6EA,1.73995709,3F864B1E,1.04916739
BFDEB6EA,-1.73995709,BF864B1E,-1.04916739
400F88CB,2.24272418,3F93600C,1.15136862
C00F88CB,-2.24272418,BF93600C,-1.15136862
40199A94,2.4000597,3F9687A1,1.17601407
C0199A94,-2.4000597,BF9687A1,-1.17601407
3F9A4472,1.20521379,3F60D105,0.878189385
BF9A4472,-1.20521379,BF60D105,-0.878189385
3FA47420,1.28479385,3F68CED6,0.909406066
BFA47420,-1.28479385,BF68CED6,-0.909406066
400ED437,2.23170257,3F9323E8,1.14953327
C00ED437,-2.23170257,BF9323E8,-1.14953327
3FE43CD2,1.78310609,3F87A3BF,1.05968463
BFE43CD2,-1.78310609,BF87A3BF,-1.05968463
400E3D4C,2.22249126,3F92F143,1.14798772
C00E3D4C,-2.22249126,BF92F143,-1.14798772
3FF0A378,1.87998867,3F8A7D0F,1.08194149
BFF0A378,-1.87998867,BF8A7D0F,-1.08194149
3FB144A5,1.38490736,3F72067B,0.945411384
BFB144A5,-1.38490736,BF72067B,-0.945411384
3FECDC65,1.85047591,3F89A524,1.07535219
BFECDC65,-1.85047591,BF89A524,-1.07535219
3FD1615E,1.63578391,3F82D3D2,1.02208924
BFD1615E,-1.63578391,BF82D3D2,-1.02208924
3FE9DDDF,1.82708347,3F88F62D,1.07001269
BFE9DDDF,-1.82708347,BF88F62D,-1.07001269
3FBF02DD,1.49227488,3F7AFC09,0.980408251
BFBF02DD,-1.49227488,BF7AFC09,-0.980408251
3FBC2975,1.47001517,3F793343,0.973438442
BFBC2975,-1.47001517,BF793343,-0.973438442
3FC9F55A,1.57780004,3F80C147,1.00589836
BFC9F55A,-1.57780004,BF80C147,-1.00589836
3FCFD9DA,1.6238358,3F8268BD,1.01882136
BFCFD9DA,-1.6238358,BF8268BD,-1.01882136
400DDBFF,2.2165525,3F92D06D,1.14698565
C00DDBFF,-2.2165525,BF92D06D,-1.14698565
3FDA9178,1.70756435,3F853FD4,1.04101038
BFDA9178,-1.70756435,BF853FD4,-1.04101038
3FDEC8F4,1.7405076,3F864F98,1.04930401
BFDEC8F4,-1.7405076,BF864F98,-1.04930401
4008290A,2.12750483,3F90D1F5,1.13140738
C008290A,-2.12750483,BF90D1F5,-1.13140738
40067511,2.10089517,3F90328C,1.12654257
C0067511,-2.10089517,BF90328C,-1.12654257
4001FBC6,2.03099203,3F8E7FAB,1.11327112
C001FBC6,-2.03099203,BF8E7FAB,-1.11327112
40142AC1,2.31510949,3F94DF15,1.16305792
C0142AC1,-2.31510949,BF94DF15,-1.16305792
3FCED024,1.61572695,3F821F6A,1.01658368
BFCED024,-1.61572695,BF821F6A,-1.01658368
3FA9F85A,1.32789159,3F6CE27F,0.925331056
BFA9F85A,-1.32789159,BF6CE27F,-0.925331056
40073AF1,2.1129725,3F907B4E,1.12876296
C0073AF1,-2.1129725,BF907B4E,-1.12876296
3FDCA182,1.72367883,3F85C5BD,1.04509699
BFDCA182,-1.72367883,BF85C5BD,-1.04509699
3FDA2F1E,1.7045629,3F8526AE,1.04024291
BFDA2F1E,-1.7045629,BF8526AE,-1.04024291
3F9E0B55,1.23472083,3F63DA31,0.890048087
BF9E0B55,-1.23472083,BF63DA31,-0.890048087
40159394,2.33713245,3F954FA7,1.1664933
C0159394,-2.33713245,BF954FA7,-1.1664933
3FFC4A54,1.97101831,3F8CF6E4,1.1012845
BFFC4A54,-1.97101831,BF8CF6E4,-1.1012845
40003CBE,2.00370741,3F8DCF50,1.10788918
C0003CBE,-2.00370741,BF8DCF50,-1.10788918
3FB68524,1.42593813,3F758E59,0.959203303
BFB68524,-1.42593813,BF758E59,-0.959203303
3FFCE968,1.97587299,3F8D1764,1.10227633
BFFCE968,-1.97587299,BF8D1764,-1.10227633
