c07e6912,3d823902
10627019,3f800000
10640707,3f800000
10659df4,3f800000
106734e2,3f800000
1068cbd0,3f800000
106a62be,3f800000
106bf9ac,3f800000
106d909a,3f800000
106f2788,3f800000
1070be76,3f800000
10725564,3f800000
1073ec52,3f800000
10758340,3f800000
10771a2e,3f800000
1078b11c,3f800000
107a480a,3f800000
107bdef7,3f800000
107d75e5,3f800000
107f0cd3,3f800000
1080a3c1,3f800000
10823aaf,3f800000
1083d19d,3f800000
1085688b,3f800000
1086ff79,3f800000
10889667,3f800000
108a2d55,3f800000
108bc443,3f800000
108d5b31,3f800000
108ef21f,3f800000
1090890c,3f800000
10921ffa,3f800000
1093b6e8,3f800000
10954dd6,3f800000
1096e4c4,3f800000
10987bb2,3f800000
109a12a0,3f800000
109ba98e,3f800000
109d407c,3f800000
109ed76a,3f800000
10a06e58,3f800000
10a20546,3f800000
10a39c34,3f800000
10a53322,3f800000
10a6ca0f,3f800000
10a860fd,3f800000
10a9f7eb,3f800000
10ab8ed9,3f800000
10ad25c7,3f800000
10aebcb5,3f800000
10b053a3,3f800000
10b1ea91,3f800000
10b3817f,3f800000
10b5186d,3f800000
10b6af5b,3f800000
10b84649,3f800000
10b9dd37,3f800000
10bb7424,3f800000
10bd0b12,3f800000
10bea200,3f800000
10c038ee,3f800000
10c1cfdc,3f800000
10c366ca,3f800000
10c4fdb8,3f800000
10c694a6,3f800000
10c82b94,3f800000
10c9c282,3f800000
10cb5970,3f800000
10ccf05e,3f800000
10ce874c,3f800000
10d01e3a,3f800000
10d1b527,3f800000
10d34c15,3f800000
10d4e303,3f800000
10d679f1,3f800000
10d810df,3f800000
10d9a7cd,3f800000
10db3ebb,3f800000
10dcd5a9,3f800000
10de6c97,3f800000
10e00385,3f800000
10e19a73,3f800000
10e33161,3f800000
10e4c84f,3f800000
10e65f3c,3f800000
10e7f62a,3f800000
10e98d18,3f800000
10eb2406,3f800000
10ecbaf4,3f800000
10ee51e2,3f800000
10efe8d0,3f800000
10f17fbe,3f800000
10f316ac,3f800000
10f4ad9a,3f800000
10f64488,3f800000
10f7db76,3f800000
10f97264,3f800000
10fb0951,3f800000
10fca03f,3f800000
10fe372d,3f800000
10ffce1b,3f800000
11016509,3f800000
1102fbf7,3f800000
110492e5,3f800000
110629d3,3f800000
1107c0c1,3f800000
110957af,3f800000
110aee9d,3f800000
110c858b,3f800000
110e1c79,3f800000
110fb367,3f800000
11114a54,3f800000
1112e142,3f800000
11147830,3f800000
11160f1e,3f800000
1117a60c,3f800000
11193cfa,3f800000
111ad3e8,3f800000
111c6ad6,3f800000
111e01c4,3f800000
111f98b2,3f800000
11212fa0,3f800000
1122c68e,3f800000
11245d7c,3f800000
1125f469,3f800000
11278b57,3f800000
11292245,3f800000
112ab933,3f800000
112c5021,3f800000
112de70f,3f800000
112f7dfd,3f800000
113114eb,3f800000
1132abd9,3f800000
113442c7,3f800000
1135d9b5,3f800000
113770a3,3f800000
11390791,3f800000
113a9e7f,3f800000
113c356c,3f800000
113dcc5a,3f800000
113f6348,3f800000
1140fa36,3f800000
11429124,3f800000
11442812,3f800000
1145bf00,3f800000
114755ee,3f800000
1148ecdc,3f800000
114a83ca,3f800000
114c1ab8,3f800000
114db1a6,3f800000
114f4894,3f800000
1150df81,3f800000
1152766f,3f800000
11540d5d,3f800000
1155a44b,3f800000
11573b39,3f800000
1158d227,3f800000
115a6915,3f800000
115c0003,3f800000
115d96f1,3f800000
115f2ddf,3f800000
1160c4cd,3f800000
11625bbb,3f800000
1163f2a9,3f800000
11658997,3f800000
11672084,3f800000
1168b772,3f800000
116a4e60,3f800000
116be54e,3f800000
116d7c3c,3f800000
116f132a,3f800000
1170aa18,3f800000
11724106,3f800000
1173d7f4,3f800000
11756ee2,3f800000
117705d0,3f800000
11789cbe,3f800000
117a33ac,3f800000
117bca99,3f800000
117d6187,3f800000
117ef875,3f800000
11808f63,3f800000
11822651,3f800000
1183bd3f,3f800000
1185542d,3f800000
1186eb1b,3f800000
11888209,3f800000
118a18f7,3f800000
118bafe5,3f800000
118d46d3,3f800000
118eddc1,3f800000
119074af,3f800000
11920b9c,3f800000
1193a28a,3f800000
11953978,3f800000
1196d066,3f800000
11986754,3f800000
1199fe42,3f800000
119b9530,3f800000
119d2c1e,3f800000
119ec30c,3f800000
11a059fa,3f800000
11a1f0e8,3f800000
11a387d6,3f800000
11a51ec4,3f800000
11a6b5b1,3f800000
11a84c9f,3f800000
11a9e38d,3f800000
11ab7a7b,3f800000
11ad1169,3f800000
11aea857,3f800000
11b03f45,3f800000
11b1d633,3f800000
11b36d21,3f800000
11b5040f,3f800000
11b69afd,3f800000
11b831eb,3f800000
11b9c8d9,3f800000
11bb5fc7,3f800000
11bcf6b4,3f800000
11be8da2,3f800000
11c02490,3f800000
11c1bb7e,3f800000
11c3526c,3f800000
11c4e95a,3f800000
11c68048,3f800000
11c81736,3f800000
11c9ae24,3f800000
11cb4512,3f800000
11ccdc00,3f800000
11ce72ee,3f800000
11d009dc,3f800000
11d1a0c9,3f800000
11d337b7,3f800000
11d4cea5,3f800000
11d66593,3f800000
11d7fc81,3f800000
11d9936f,3f800000
11db2a5d,3f800000
11dcc14b,3f800000
11de5839,3f800000
11dfef27,3f800000
11e18615,3f800000
11e31d03,3f800000
11e4b3f1,3f800000
11e64adf,3f800000
11e7e1cc,3f800000
11e978ba,3f800000
11eb0fa8,3f800000
11eca696,3f800000
11ee3d84,3f800000
11efd472,3f800000
11f16b60,3f800000
11f3024e,3f800000
11f4993c,3f800000
11f6302a,3f800000
11f7c718,3f800000
11f95e06,3f800000
11faf4f4,3f800000
11fc8be1,3f800000
11fe22cf,3f800000
11ffb9bd,3f800000
120150ab,3f800000
1202e799,3f800000
12047e87,3f800000
12061575,3f800000
1207ac63,3f800000
12094351,3f800000
120ada3f,3f800000
120c712d,3f800000
120e081b,3f800000
120f9f09,3f800000
121135f7,3f800000
1212cce4,3f800000
121463d2,3f800000
1215fac0,3f800000
121791ae,3f800000
1219289c,3f800000
121abf8a,3f800000
121c5678,3f800000
121ded66,3f800000
121f8454,3f800000
12211b42,3f800000
1222b230,3f800000
1224491e,3f800000
1225e00c,3f800000
122776f9,3f800000
12290de7,3f800000
122aa4d5,3f800000
122c3bc3,3f800000
122dd2b1,3f800000
122f699f,3f800000
1231008d,3f800000
1232977b,3f800000
12342e69,3f800000
1235c557,3f800000
12375c45,3f800000
1238f333,3f800000
123a8a21,3f800000
123c210f,3f800000
123db7fc,3f800000
123f4eea,3f800000
1240e5d8,3f800000
12427cc6,3f800000
124413b4,3f800000
1245aaa2,3f800000
12474190,3f800000
1248d87e,3f800000
124a6f6c,3f800000
124c065a,3f800000
124d9d48,3f800000
124f3436,3f800000
1250cb24,3f800000
12526211,3f800000
1253f8ff,3f800000
12558fed,3f800000
125726db,3f800000
1258bdc9,3f800000
125a54b7,3f800000
125beba5,3f800000
125d8293,3f800000
125f1981,3f800000
1260b06f,3f800000
1262475d,3f800000
1263de4b,3f800000
12657539,3f800000
12670c27,3f800000
1268a314,3f800000
126a3a02,3f800000
126bd0f0,3f800000
126d67de,3f800000
126efecc,3f800000
127095ba,3f800000
12722ca8,3f800000
1273c396,3f800000
12755a84,3f800000
1276f172,3f800000
12788860,3f800000
127a1f4e,3f800000
127bb63c,3f800000
127d4d29,3f800000
127ee417,3f800000
12807b05,3f800000
128211f3,3f800000
1283a8e1,3f800000
12853fcf,3f800000
1286d6bd,3f800000
12886dab,3f800000
128a0499,3f800000
128b9b87,3f800000
128d3275,3f800000
128ec963,3f800000
12906051,3f800000
1291f73e,3f800000
12938e2c,3f800000
1295251a,3f800000
1296bc08,3f800000
129852f6,3f800000
1299e9e4,3f800000
129b80d2,3f800000
129d17c0,3f800000
129eaeae,3f800000
12a0459c,3f800000
12a1dc8a,3f800000
12a37378,3f800000
12a50a66,3f800000
12a6a154,3f800000
12a83841,3f800000
12a9cf2f,3f800000
12ab661d,3f800000
12acfd0b,3f800000
12ae93f9,3f800000
12b02ae7,3f800000
12b1c1d5,3f800000
12b358c3,3f800000
12b4efb1,3f800000
12b6869f,3f800000
12b81d8d,3f800000
12b9b47b,3f800000
12bb4b69,3f800000
12bce256,3f800000
12be7944,3f800000
12c01032,3f800000
12c1a720,3f800000
12c33e0e,3f800000
12c4d4fc,3f800000
12c66bea,3f800000
12c802d8,3f800000
12c999c6,3f800000
12cb30b4,3f800000
12ccc7a2,3f800000
12ce5e90,3f800000
12cff57e,3f800000
12d18c6c,3f800000
12d32359,3f800000
12d4ba47,3f800000
12d65135,3f800000
12d7e823,3f800000
12d97f11,3f800000
12db15ff,3f800000
12dcaced,3f800000
12de43db,3f800000
12dfdac9,3f800000
12e171b7,3f800000
12e308a5,3f800000
12e49f93,3f800000
12e63681,3f800000
12e7cd6e,3f800000
12e9645c,3f800000
12eafb4a,3f800000
12ec9238,3f800000
12ee2926,3f800000
12efc014,3f800000
12f15702,3f800000
12f2edf0,3f800000
12f484de,3f800000
12f61bcc,3f800000
12f7b2ba,3f800000
12f949a8,3f800000
12fae096,3f800000
12fc7784,3f800000
12fe0e71,3f800000
12ffa55f,3f800000
13013c4d,3f800000
1302d33b,3f800000
13046a29,3f800000
13060117,3f800000
13079805,3f800000
13092ef3,3f800000
130ac5e1,3f800000
130c5ccf,3f800000
130df3bd,3f800000
130f8aab,3f800000
13112199,3f800000
1312b886,3f800000
13144f74,3f800000
1315e662,3f800000
13177d50,3f800000
1319143e,3f800000
131aab2c,3f800000
131c421a,3f800000
131dd908,3f800000
131f6ff6,3f800000
132106e4,3f800000
13229dd2,3f800000
132434c0,3f800000
1325cbae,3f800000
1327629c,3f800000
1328f989,3f800000
132a9077,3f800000
132c2765,3f800000
132dbe53,3f800000
132f5541,3f800000
1330ec2f,3f800000
1332831d,3f800000
13341a0b,3f800000
1335b0f9,3f800000
133747e7,3f800000
1338ded5,3f800000
133a75c3,3f800000
133c0cb1,3f800000
133da39e,3f800000
133f3a8c,3f800000
1340d17a,3f800000
13426868,3f800000
1343ff56,3f800000
13459644,3f800000
13472d32,3f800000
1348c420,3f800000
134a5b0e,3f800000
134bf1fc,3f800000
134d88ea,3f800000
134f1fd8,3f800000
1350b6c6,3f800000
13524db4,3f800000
1353e4a1,3f800000
13557b8f,3f800000
1357127d,3f800000
1358a96b,3f800000
135a4059,3f800000
135bd747,3f800000
135d6e35,3f800000
135f0523,3f800000
13609c11,3f800000
136232ff,3f800000
1363c9ed,3f800000
136560db,3f800000
1366f7c9,3f800000
13688eb6,3f800000
136a25a4,3f800000
136bbc92,3f800000
136d5380,3f800000
136eea6e,3f800000
1370815c,3f800000
1372184a,3f800000
1373af38,3f800000
13754626,3f800000
1376dd14,3f800000
13787402,3f800000
137a0af0,3f800000
137ba1de,3f800000
137d38cc,3f800000
137ecfb9,3f800000
138066a7,3f800000
1381fd95,3f800000
13839483,3f800000
13852b71,3f800000
1386c25f,3f800000
1388594d,3f800000
1389f03b,3f800000
138b8729,3f800000
138d1e17,3f800000
138eb505,3f800000
13904bf3,3f800000
1391e2e1,3f800000
139379ce,3f800000
139510bc,3f800000
1396a7aa,3f800000
13983e98,3f800000
1399d586,3f800000
139b6c74,3f800000
139d0362,3f800000
139e9a50,3f800000
13a0313e,3f800000
13a1c82c,3f800000
13a35f1a,3f800000
13a4f608,3f800000
13a68cf6,3f800000
13a823e4,3f800000
13a9bad1,3f800000
13ab51bf,3f800000
13ace8ad,3f800000
13ae7f9b,3f800000
13b01689,3f800000
13b1ad77,3f800000
13b34465,3f800000
13b4db53,3f800000
13b67241,3f800000
13b8092f,3f800000
13b9a01d,3f800000
13bb370b,3f800000
13bccdf9,3f800000
13be64e6,3f800000
13bffbd4,3f800000
13c192c2,3f800000
13c329b0,3f800000
13c4c09e,3f800000
13c6578c,3f800000
13c7ee7a,3f800000
13c98568,3f800000
13cb1c56,3f800000
13ccb344,3f800000
13ce4a32,3f800000
13cfe120,3f800000
13d1780e,3f800000
13d30efc,3f800000
13d4a5e9,3f800000
13d63cd7,3f800000
13d7d3c5,3f800000
13d96ab3,3f800000
13db01a1,3f800000
13dc988f,3f800000
13de2f7d,3f800000
13dfc66b,3f800000
13e15d59,3f800000
13e2f447,3f800000
13e48b35,3f800000
13e62223,3f800000
13e7b911,3f800000
13e94ffe,3f800000
13eae6ec,3f800000
13ec7dda,3f800000
13ee14c8,3f800000
13efabb6,3f800000
13f142a4,3f800000
13f2d992,3f800000
13f47080,3f800000
13f6076e,3f800000
13f79e5c,3f800000
13f9354a,3f800000
13facc38,3f800000
13fc6326,3f800000
13fdfa14,3f800000
13ff9101,3f800000
140127ef,3f800000
1402bedd,3f800000
140455cb,3f800000
1405ecb9,3f800000
140783a7,3f800000
14091a95,3f800000
140ab183,3f800000
140c4871,3f800000
140ddf5f,3f800000
140f764d,3f800000
14110d3b,3f800000
1412a429,3f800000
14143b16,3f800000
1415d204,3f800000
141768f2,3f800000
1418ffe0,3f800000
141a96ce,3f800000
141c2dbc,3f800000
141dc4aa,3f800000
141f5b98,3f800000
1420f286,3f800000
14228974,3f800000
14242062,3f800000
1425b750,3f800000
14274e3e,3f800000
1428e52b,3f800000
142a7c19,3f800000
142c1307,3f800000
142da9f5,3f800000
142f40e3,3f800000
1430d7d1,3f800000
14326ebf,3f800000
143405ad,3f800000
14359c9b,3f800000
14373389,3f800000
1438ca77,3f800000
143a6165,3f800000
143bf853,3f800000
143d8f41,3f800000
143f262e,3f800000
1440bd1c,3f800000
1442540a,3f800000
1443eaf8,3f800000
144581e6,3f800000
144718d4,3f800000
1448afc2,3f800000
144a46b0,3f800000
144bdd9e,3f800000
144d748c,3f800000
144f0b7a,3f800000
1450a268,3f800000
14523956,3f800000
1453d043,3f800000
14556731,3f800000
1456fe1f,3f800000
1458950d,3f800000
145a2bfb,3f800000
145bc2e9,3f800000
145d59d7,3f800000
145ef0c5,3f800000
146087b3,3f800000
14621ea1,3f800000
1463b58f,3f800000
14654c7d,3f800000
1466e36b,3f800000
14687a59,3f800000
146a1146,3f800000
146ba834,3f800000
146d3f22,3f800000
146ed610,3f800000
14706cfe,3f800000
147203ec,3f800000
14739ada,3f800000
147531c8,3f800000
1476c8b6,3f800000
14785fa4,3f800000
1479f692,3f800000
147b8d80,3f800000
147d246e,3f800000
147ebb5b,3f800000
14805249,3f800000
1481e937,3f800000
14838025,3f800000
14851713,3f800000
1486ae01,3f800000
148844ef,3f800000
1489dbdd,3f800000
148b72cb,3f800000
148d09b9,3f800000
148ea0a7,3f800000
14903795,3f800000
1491ce83,3f800000
14936571,3f800000
1494fc5e,3f800000
1496934c,3f800000
14982a3a,3f800000
1499c128,3f800000
149b5816,3f800000
149cef04,3f800000
149e85f2,3f800000
14a01ce0,3f800000
14a1b3ce,3f800000
14a34abc,3f800000
14a4e1aa,3f800000
14a67898,3f800000
14a80f86,3f800000
14a9a673,3f800000
14ab3d61,3f800000
14acd44f,3f800000
14ae6b3d,3f800000
14b0022b,3f800000
14b19919,3f800000
14b33007,3f800000
14b4c6f5,3f800000
14b65de3,3f800000
14b7f4d1,3f800000
14b98bbf,3f800000
14bb22ad,3f800000
14bcb99b,3f800000
14be5089,3f800000
14bfe776,3f800000
14c17e64,3f800000
14c31552,3f800000
14c4ac40,3f800000
14c6432e,3f800000
14c7da1c,3f800000
14c9710a,3f800000
14cb07f8,3f800000
14cc9ee6,3f800000
14ce35d4,3f800000
14cfccc2,3f800000
14d163b0,3f800000
14d2fa9e,3f800000
14d4918b,3f800000
14d62879,3f800000
14d7bf67,3f800000
14d95655,3f800000
14daed43,3f800000
14dc8431,3f800000
14de1b1f,3f800000
14dfb20d,3f800000
14e148fb,3f800000
14e2dfe9,3f800000
14e476d7,3f800000
14e60dc5,3f800000
14e7a4b3,3f800000
14e93ba1,3f800000
14ead28e,3f800000
14ec697c,3f800000
14ee006a,3f800000
14ef9758,3f800000
14f12e46,3f800000
14f2c534,3f800000
14f45c22,3f800000
14f5f310,3f800000
14f789fe,3f800000
14f920ec,3f800000
14fab7da,3f800000
14fc4ec8,3f800000
14fde5b6,3f800000
14ff7ca3,3f800000
15011391,3f800000
1502aa7f,3f800000
1504416d,3f800000
1505d85b,3f800000
15076f49,3f800000
15090637,3f800000
150a9d25,3f800000
150c3413,3f800000
150dcb01,3f800000
150f61ef,3f800000
1510f8dd,3f800000
15128fcb,3f800000
151426b9,3f800000
1515bda6,3f800000
15175494,3f800000
1518eb82,3f800000
151a8270,3f800000
151c195e,3f800000
151db04c,3f800000
151f473a,3f800000
1520de28,3f800000
15227516,3f800000
15240c04,3f800000
1525a2f2,3f800000
152739e0,3f800000
1528d0ce,3f800000
152a67bb,3f800000
152bfea9,3f800000
152d9597,3f800000
152f2c85,3f800000
1530c373,3f800000
15325a61,3f800000
1533f14f,3f800000
1535883d,3f800000
15371f2b,3f800000
1538b619,3f800000
153a4d07,3f800000
153be3f5,3f800000
153d7ae3,3f800000
153f11d1,3f800000
1540a8be,3f800000
15423fac,3f800000
1543d69a,3f800000
15456d88,3f800000
15470476,3f800000
15489b64,3f800000
154a3252,3f800000
154bc940,3f800000
154d602e,3f800000
154ef71c,3f800000
15508e0a,3f800000
155224f8,3f800000
1553bbe6,3f800000
155552d3,3f800000
1556e9c1,3f800000
155880af,3f800000
155a179d,3f800000
155bae8b,3f800000
155d4579,3f800000
155edc67,3f800000
15607355,3f800000
15620a43,3f800000
1563a131,3f800000
1565381f,3f800000
1566cf0d,3f800000
156865fb,3f800000
1569fce9,3f800000
156b93d6,3f800000
156d2ac4,3f800000
156ec1b2,3f800000
157058a0,3f800000
1571ef8e,3f800000
1573867c,3f800000
15751d6a,3f800000
1576b458,3f800000
15784b46,3f800000
1579e234,3f800000
157b7922,3f800000
157d1010,3f800000
157ea6fe,3f800000
15803deb,3f800000
1581d4d9,3f800000
15836bc7,3f800000
158502b5,3f800000
158699a3,3f800000
15883091,3f800000
1589c77f,3f800000
158b5e6d,3f800000
158cf55b,3f800000
158e8c49,3f800000
15902337,3f800000
1591ba25,3f800000
15935113,3f800000
1594e801,3f800000
15967eee,3f800000
159815dc,3f800000
1599acca,3f800000
159b43b8,3f800000
159cdaa6,3f800000
159e7194,3f800000
15a00882,3f800000
15a19f70,3f800000
15a3365e,3f800000
15a4cd4c,3f800000
15a6643a,3f800000
15a7fb28,3f800000
15a99216,3f800000
15ab2903,3f800000
15acbff1,3f800000
15ae56df,3f800000
15afedcd,3f800000
15b184bb,3f800000
15b31ba9,3f800000
15b4b297,3f800000
15b64985,3f800000
15b7e073,3f800000
15b97761,3f800000
15bb0e4f,3f800000
15bca53d,3f800000
15be3c2b,3f800000
15bfd318,3f800000
15c16a06,3f800000
15c300f4,3f800000
15c497e2,3f800000
15c62ed0,3f800000
15c7c5be,3f800000
15c95cac,3f800000
15caf39a,3f800000
15cc8a88,3f800000
15ce2176,3f800000
15cfb864,3f800000
15d14f52,3f800000
15d2e640,3f800000
15d47d2e,3f800000
15d6141b,3f800000
15d7ab09,3f800000
15d941f7,3f800000
15dad8e5,3f800000
15dc6fd3,3f800000
15de06c1,3f800000
15df9daf,3f800000
15e1349d,3f800000
15e2cb8b,3f800000
15e46279,3f800000
15e5f967,3f800000
15e79055,3f800000
15e92743,3f800000
15eabe30,3f800000
15ec551e,3f800000
15edec0c,3f800000
15ef82fa,3f800000
15f119e8,3f800000
15f2b0d6,3f800000
15f447c4,3f800000
15f5deb2,3f800000
15f775a0,3f800000
15f90c8e,3f800000
15faa37c,3f800000
15fc3a6a,3f800000
15fdd158,3f800000
15ff6846,3f800000
1600ff33,3f800000
16029621,3f800000
16042d0f,3f800000
1605c3fd,3f800000
16075aeb,3f800000
1608f1d9,3f800000
160a88c7,3f800000
160c1fb5,3f800000
160db6a3,3f800000
160f4d91,3f800000
1610e47f,3f800000
16127b6d,3f800000
1614125b,3f800000
1615a948,3f800000
16174036,3f800000
1618d724,3f800000
161a6e12,3f800000
161c0500,3f800000
161d9bee,3f800000
161f32dc,3f800000
1620c9ca,3f800000
162260b8,3f800000
1623f7a6,3f800000
16258e94,3f800000
16272582,3f800000
1628bc70,3f800000
162a535e,3f800000
162bea4b,3f800000
162d8139,3f800000
162f1827,3f800000
1630af15,3f800000
16324603,3f800000
1633dcf1,3f800000
163573df,3f800000
16370acd,3f800000
1638a1bb,3f800000
163a38a9,3f800000
163bcf97,3f800000
163d6685,3f800000
163efd73,3f800000
16409460,3f800000
16422b4e,3f800000
1643c23c,3f800000
1645592a,3f800000
1646f018,3f800000
16488706,3f800000
164a1df4,3f800000
164bb4e2,3f800000
164d4bd0,3f800000
164ee2be,3f800000
165079ac,3f800000
1652109a,3f800000
1653a788,3f800000
16553e76,3f800000
1656d563,3f800000
16586c51,3f800000
165a033f,3f800000
165b9a2d,3f800000
165d311b,3f800000
165ec809,3f800000
16605ef7,3f800000
1661f5e5,3f800000
16638cd3,3f800000
166523c1,3f800000
1666baaf,3f800000
1668519d,3f800000
1669e88b,3f800000
166b7f78,3f800000
166d1666,3f800000
166ead54,3f800000
16704442,3f800000
1671db30,3f800000
1673721e,3f800000
1675090c,3f800000
16769ffa,3f800000
167836e8,3f800000
1679cdd6,3f800000
167b64c4,3f800000
167cfbb2,3f800000
167e92a0,3f800000
1680298e,3f800000
1681c07b,3f800000
16835769,3f800000
1684ee57,3f800000
16868545,3f800000
16881c33,3f800000
1689b321,3f800000
168b4a0f,3f800000
168ce0fd,3f800000
168e77eb,3f800000
16900ed9,3f800000
1691a5c7,3f800000
16933cb5,3f800000
1694d3a3,3f800000
16966a90,3f800000
1698017e,3f800000
1699986c,3f800000
169b2f5a,3f800000
169cc648,3f800000
169e5d36,3f800000
169ff424,3f800000
16a18b12,3f800000
16a32200,3f800000
16a4b8ee,3f800000
16a64fdc,3f800000
16a7e6ca,3f800000
16a97db8,3f800000
16ab14a6,3f800000
16acab93,3f800000
16ae4281,3f800000
16afd96f,3f800000
16b1705d,3f800000
16b3074b,3f800000
16b49e39,3f800000
16b63527,3f800000
16b7cc15,3f800000
16b96303,3f800000
16baf9f1,3f800000
16bc90df,3f800000
16be27cd,3f800000
16bfbebb,3f800000
16c155a8,3f800000
16c2ec96,3f800000
16c48384,3f800000
16c61a72,3f800000
16c7b160,3f800000
16c9484e,3f800000
16cadf3c,3f800000
16cc762a,3f800000
16ce0d18,3f800000
16cfa406,3f800000
16d13af4,3f800000
16d2d1e2,3f800000
16d468d0,3f800000
16d5ffbe,3f800000
16d796ab,3f800000
16d92d99,3f800000
16dac487,3f800000
16dc5b75,3f800000
16ddf263,3f800000
16df8951,3f800000
16e1203f,3f800000
16e2b72d,3f800000
16e44e1b,3f800000
16e5e509,3f800000
16e77bf7,3f800000
16e912e5,3f800000
16eaa9d3,3f800000
16ec40c0,3f800000
16edd7ae,3f800000
16ef6e9c,3f800000
16f1058a,3f800000
16f29c78,3f800000
16f43366,3f800000
16f5ca54,3f800000
16f76142,3f800000
16f8f830,3f800000
16fa8f1e,3f800000
16fc260c,3f800000
16fdbcfa,3f800000
16ff53e8,3f800000
1700ead6,3f800000
170281c3,3f800000
170418b1,3f800000
1705af9f,3f800000
1707468d,3f800000
1708dd7b,3f800000
170a7469,3f800000
170c0b57,3f800000
170da245,3f800000
170f3933,3f800000
1710d021,3f800000
1712670f,3f800000
1713fdfd,3f800000
171594eb,3f800000
17172bd8,3f800000
1718c2c6,3f800000
171a59b4,3f800000
171bf0a2,3f800000
171d8790,3f800000
171f1e7e,3f800000
1720b56c,3f800000
17224c5a,3f800000
1723e348,3f800000
17257a36,3f800000
17271124,3f800000
1728a812,3f800000
172a3f00,3f800000
172bd5ee,3f800000
172d6cdb,3f800000
172f03c9,3f800000
17309ab7,3f800000
173231a5,3f800000
1733c893,3f800000
17355f81,3f800000
1736f66f,3f800000
17388d5d,3f800000
173a244b,3f800000
173bbb39,3f800000
173d5227,3f800000
173ee915,3f800000
17408003,3f800000
174216f0,3f800000
1743adde,3f800000
174544cc,3f800000
1746dbba,3f800000
174872a8,3f800000
174a0996,3f800000
174ba084,3f800000
174d3772,3f800000
174ece60,3f800000
1750654e,3f800000
1751fc3c,3f800000
1753932a,3f800000
17552a18,3f800000
1756c105,3f800000
175857f3,3f800000
1759eee1,3f800000
175b85cf,3f800000
175d1cbd,3f800000
175eb3ab,3f800000
17604a99,3f800000
1761e187,3f800000
17637875,3f800000
17650f63,3f800000
1766a651,3f800000
17683d3f,3f800000
1769d42d,3f800000
176b6b1b,3f800000
176d0208,3f800000
176e98f6,3f800000
17702fe4,3f800000
1771c6d2,3f800000
17735dc0,3f800000
1774f4ae,3f800000
17768b9c,3f800000
1778228a,3f800000
1779b978,3f800000
177b5066,3f800000
177ce754,3f800000
177e7e42,3f800000
17801530,3f800000
1781ac1d,3f800000
1783430b,3f800000
1784d9f9,3f800000
178670e7,3f800000
178807d5,3f800000
17899ec3,3f800000
178b35b1,3f800000
178ccc9f,3f800000
178e638d,3f800000
178ffa7b,3f800000
17919169,3f800000
17932857,3f800000
1794bf45,3f800000
17965633,3f800000
1797ed20,3f800000
1799840e,3f800000
179b1afc,3f800000
179cb1ea,3f800000
179e48d8,3f800000
179fdfc6,3f800000
17a176b4,3f800000
17a30da2,3f800000
17a4a490,3f800000
17a63b7e,3f800000
17a7d26c,3f800000
17a9695a,3f800000
17ab0048,3f800000
17ac9735,3f800000
17ae2e23,3f800000
17afc511,3f800000
17b15bff,3f800000
17b2f2ed,3f800000
17b489db,3f800000
17b620c9,3f800000
17b7b7b7,3f800000
17b94ea5,3f800000
17bae593,3f800000
17bc7c81,3f800000
17be136f,3f800000
17bfaa5d,3f800000
17c1414b,3f800000
17c2d838,3f800000
17c46f26,3f800000
17c60614,3f800000
17c79d02,3f800000
17c933f0,3f800000
17cacade,3f800000
17cc61cc,3f800000
17cdf8ba,3f800000
17cf8fa8,3f800000
17d12696,3f800000
17d2bd84,3f800000
17d45472,3f800000
17d5eb60,3f800000
17d7824d,3f800000
17d9193b,3f800000
17dab029,3f800000
17dc4717,3f800000
17ddde05,3f800000
17df74f3,3f800000
17e10be1,3f800000
17e2a2cf,3f800000
17e439bd,3f800000
17e5d0ab,3f800000
17e76799,3f800000
17e8fe87,3f800000
17ea9575,3f800000
17ec2c63,3f800000
17edc350,3f800000
17ef5a3e,3f800000
17f0f12c,3f800000
17f2881a,3f800000
17f41f08,3f800000
17f5b5f6,3f800000
17f74ce4,3f800000
17f8e3d2,3f800000
17fa7ac0,3f800000
17fc11ae,3f800000
17fda89c,3f800000
17ff3f8a,3f800000
1800d678,3f800000
18026d65,3f800000
18040453,3f800000
18059b41,3f800000
1807322f,3f800000
1808c91d,3f800000
180a600b,3f800000
180bf6f9,3f800000
180d8de7,3f800000
180f24d5,3f800000
1810bbc3,3f800000
181252b1,3f800000
1813e99f,3f800000
1815808d,3f800000
1817177b,3f800000
1818ae68,3f800000
181a4556,3f800000
181bdc44,3f800000
181d7332,3f800000
181f0a20,3f800000
1820a10e,3f800000
182237fc,3f800000
1823ceea,3f800000
182565d8,3f800000
1826fcc6,3f800000
182893b4,3f800000
182a2aa2,3f800000
182bc190,3f800000
182d587d,3f800000
182eef6b,3f800000
18308659,3f800000
18321d47,3f800000
1833b435,3f800000
18354b23,3f800000
1836e211,3f800000
183878ff,3f800000
183a0fed,3f800000
183ba6db,3f800000
183d3dc9,3f800000
183ed4b7,3f800000
18406ba5,3f800000
18420293,3f800000
18439980,3f800000
1845306e,3f800000
1846c75c,3f800000
18485e4a,3f800000
1849f538,3f800000
184b8c26,3f800000
184d2314,3f800000
184eba02,3f800000
185050f0,3f800000
1851e7de,3f800000
18537ecc,3f800000
185515ba,3f800000
1856aca8,3f800000
18584395,3f800000
1859da83,3f800000
185b7171,3f800000
185d085f,3f800000
185e9f4d,3f800000
