leaf,sample,ustar,wsp10,visc,zu,ren,z0_in,landsea,z0_out,zt_out,zq_out
garratt_1992,22, 1.0499999523162842E+000, 2.0000000000000000E+001, 1.2999999853491317E-005, 3.0000000000000000E+000, 6.0000000000000000E+002, 5.2700001106131822E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 7.1321701398119330E-006, 7.1321701398119330E-006
charnock_1955,23, 1.0599999427795410E+000, 2.2000000000000000E+001, 1.3500000022759195E-005, 2.0000000000000000E+000, 9.0000000000000000E+002, 9.9999997473787516E-005, 2.0000000000000000E+000, 2.0630517974495888E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,23, 1.0599999427795410E+000, 2.2000000000000000E+001, 1.3500000022759195E-005, 2.0000000000000000E+000, 9.0000000000000000E+002, 9.9999997473787516E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,23, 1.0599999427795410E+000, 2.2000000000000000E+001, 1.3500000022759195E-005, 2.0000000000000000E+000, 9.0000000000000000E+002, 9.9999997473787516E-005, 2.0000000000000000E+000, 9.0013584122061729E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,23, 1.0599999427795410E+000, 2.2000000000000000E+001, 1.3500000022759195E-005, 2.0000000000000000E+000, 9.0000000000000000E+002, 9.9999997473787516E-005, 2.0000000000000000E+000, 1.9872935954481363E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,23, 1.0599999427795410E+000, 2.2000000000000000E+001, 1.3500000022759195E-005, 2.0000000000000000E+000, 9.0000000000000000E+002, 9.9999997473787516E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.2857527533851680E-007, 9.2857527533851680E-007
fairall_etal_2014,23, 1.0599999427795410E+000, 2.2000000000000000E+001, 1.3500000022759195E-005, 2.0000000000000000E+000, 9.0000000000000000E+002, 9.9999997473787516E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 4.3288576989652938E-007, 4.3288576989652938E-007
garratt_1992,23, 1.0599999427795410E+000, 2.2000000000000000E+001, 1.3500000022759195E-005, 2.0000000000000000E+000, 9.0000000000000000E+002, 9.9999997473787516E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 2.7866806640020059E-009
garratt_1992,23, 1.0599999427795410E+000, 2.2000000000000000E+001, 1.3500000022759195E-005, 2.0000000000000000E+000, 9.0000000000000000E+002, 9.9999997473787516E-005, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.3533528544940054E-005, 1.3533528544940054E-005
garratt_1992,23, 1.0599999427795410E+000, 2.2000000000000000E+001, 1.3500000022759195E-005, 2.0000000000000000E+000, 9.0000000000000000E+002, 9.9999997473787516E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.3533528544940054E-005, 1.3533528544940054E-005
charnock_1955,24, 1.0700000524520874E+000, 2.4000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+000, 1.2000000000000000E+003, 1.9999999494757503E-004, 2.0000000000000000E+000, 2.1021733991801739E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,24, 1.0700000524520874E+000, 2.4000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+000, 1.2000000000000000E+003, 1.9999999494757503E-004, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,24, 1.0700000524520874E+000, 2.4000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+000, 1.2000000000000000E+003, 1.9999999494757503E-004, 2.0000000000000000E+000, 9.2666776617988944E-004, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,24, 1.0700000524520874E+000, 2.4000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+000, 1.2000000000000000E+003, 1.9999999494757503E-004, 2.0000000000000000E+000, 2.3650461807847023E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,24, 1.0700000524520874E+000, 2.4000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+000, 1.2000000000000000E+003, 1.9999999494757503E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 7.8136486081348266E-007, 7.8136486081348266E-007
fairall_etal_2014,24, 1.0700000524520874E+000, 2.4000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+000, 1.2000000000000000E+003, 1.9999999494757503E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.5189850677852519E-007, 3.5189850677852519E-007
garratt_1992,24, 1.0700000524520874E+000, 2.4000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+000, 1.2000000000000000E+003, 1.9999999494757503E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 2.1962756058258037E-009
garratt_1992,24, 1.0700000524520874E+000, 2.4000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+000, 1.2000000000000000E+003, 1.9999999494757503E-004, 1.5000000000000000E+000, 0.0000000000000000E+000, 2.7067057089880109E-005, 2.7067057089880109E-005
garratt_1992,24, 1.0700000524520874E+000, 2.4000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+000, 1.2000000000000000E+003, 1.9999999494757503E-004, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.7067057089880109E-005, 2.7067057089880109E-005
charnock_1955,25, 1.2000000476837158E+000, 2.6000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 1.8060000000000000E+003, 5.0000002374872565E-004, 2.0000000000000000E+000, 2.6435311883687973E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,25, 1.2000000476837158E+000, 2.6000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 1.8060000000000000E+003, 5.0000002374872565E-004, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,25, 1.2000000476837158E+000, 2.6000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 1.8060000000000000E+003, 5.0000002374872565E-004, 2.0000000000000000E+000, 1.3119209324941039E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,25, 1.2000000476837158E+000, 2.6000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 1.8060000000000000E+003, 5.0000002374872565E-004, 2.0000000000000000E+000, 2.7756430208683014E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,25, 1.2000000476837158E+000, 2.6000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 1.8060000000000000E+003, 5.0000002374872565E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.1140917750890367E-007, 6.1140917750890367E-007
fairall_etal_2014,25, 1.2000000476837158E+000, 2.6000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 1.8060000000000000E+003, 5.0000002374872565E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.6217489335067512E-007, 2.6217489335067512E-007
garratt_1992,25, 1.2000000476837158E+000, 2.6000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 1.8060000000000000E+003, 5.0000002374872565E-004, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,25, 1.2000000476837158E+000, 2.6000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 1.8060000000000000E+003, 5.0000002374872565E-004, 1.5000000000000000E+000, 0.0000000000000000E+000, 6.7667650000657886E-005, 6.7667650000657886E-005
garratt_1992,25, 1.2000000476837158E+000, 2.6000000000000000E+001, 1.4500000361294951E-005, 2.5000000000000000E+001, 1.8060000000000000E+003, 5.0000002374872565E-004, 1.0000000000000000E+000, 0.0000000000000000E+000, 6.7667650000657886E-005, 6.7667650000657886E-005
charnock_1955,26, 1.5000000000000000E+000, 2.6299999237060547E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 2.5000000000000000E+003, 1.0000000474974513E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,26, 1.5000000000000000E+000, 2.6299999237060547E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 2.5000000000000000E+003, 1.0000000474974513E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,26, 1.5000000000000000E+000, 2.6299999237060547E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 2.5000000000000000E+003, 1.0000000474974513E-003, 2.0000000000000000E+000, 2.4884394370019436E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,26, 1.5000000000000000E+000, 2.6299999237060547E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 2.5000000000000000E+003, 1.0000000474974513E-003, 2.0000000000000000E+000, 2.8400649316608906E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,26, 1.5000000000000000E+000, 2.6299999237060547E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 2.5000000000000000E+003, 1.0000000474974513E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.0303543730478850E-007, 5.0303543730478850E-007
fairall_etal_2014,26, 1.5000000000000000E+000, 2.6299999237060547E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 2.5000000000000000E+003, 1.0000000474974513E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.0744889184243220E-007, 2.0744889184243220E-007
garratt_1992,26, 1.5000000000000000E+000, 2.6299999237060547E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 2.5000000000000000E+003, 1.0000000474974513E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,26, 1.5000000000000000E+000, 2.6299999237060547E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 2.5000000000000000E+003, 1.0000000474974513E-003, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.3533530000131577E-004, 1.3533530000131577E-004
garratt_1992,26, 1.5000000000000000E+000, 2.6299999237060547E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 2.5000000000000000E+003, 1.0000000474974513E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.3533530000131577E-004, 1.3533530000131577E-004
charnock_1955,27, 2.0000000000000000E+000, 2.8000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 5.0000000000000000E+003, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,27, 2.0000000000000000E+000, 2.8000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 5.0000000000000000E+003, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,27, 2.0000000000000000E+000, 2.8000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 5.0000000000000000E+003, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,27, 2.0000000000000000E+000, 2.8000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 5.0000000000000000E+003, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,27, 2.0000000000000000E+000, 2.8000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 5.0000000000000000E+003, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.3187961889780127E-007, 3.3187961889780127E-007
fairall_etal_2014,27, 2.0000000000000000E+000, 2.8000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 5.0000000000000000E+003, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2594168197210820E-007, 1.2594168197210820E-007
garratt_1992,27, 2.0000000000000000E+000, 2.8000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 5.0000000000000000E+003, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,27, 2.0000000000000000E+000, 2.8000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 5.0000000000000000E+003, 2.8500000480562449E-003, 1.5000000000000000E+000, 0.0000000000000000E+000, 3.8570558535866439E-004, 3.8570558535866439E-004
garratt_1992,27, 2.0000000000000000E+000, 2.8000000000000000E+001, 1.3259999832371250E-005, 9.0000000000000000E+000, 5.0000000000000000E+003, 2.8500000480562449E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 3.8570558535866439E-004, 3.8570558535866439E-004
charnock_1955,28, 2.5000000000000000E+000, 3.0000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 1.0000000000000000E+004, 1.2700000695531344E-007, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,28, 2.5000000000000000E+000, 3.0000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 1.0000000000000000E+004, 1.2700000695531344E-007, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,28, 2.5000000000000000E+000, 3.0000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 1.0000000000000000E+004, 1.2700000695531344E-007, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,28, 2.5000000000000000E+000, 3.0000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 1.0000000000000000E+004, 1.2700000695531344E-007, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,28, 2.5000000000000000E+000, 3.0000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 1.0000000000000000E+004, 1.2700000695531344E-007, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.1895891677559121E-007, 2.1895891677559121E-007
fairall_etal_2014,28, 2.5000000000000000E+000, 3.0000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 1.0000000000000000E+004, 1.2700000695531344E-007, 2.0000000000000000E+000, 0.0000000000000000E+000, 7.6458874787022069E-008, 7.6458874787022069E-008
garratt_1992,28, 2.5000000000000000E+000, 3.0000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 1.0000000000000000E+004, 1.2700000695531344E-007, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,28, 2.5000000000000000E+000, 3.0000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 1.0000000000000000E+004, 1.2700000695531344E-007, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.7187582912470134E-008, 1.7187582912470134E-008
garratt_1992,28, 2.5000000000000000E+000, 3.0000000000000000E+001, 1.2999999853491317E-005, 1.0000000000000000E+001, 1.0000000000000000E+004, 1.2700000695531344E-007, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.7187582912470134E-008, 1.7187582912470134E-008
charnock_1955,29, 3.0000000000000000E+000, 3.5000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 1.0000000000000000E+005, 1.5899999198154546E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,29, 3.0000000000000000E+000, 3.5000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 1.0000000000000000E+005, 1.5899999198154546E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,29, 3.0000000000000000E+000, 3.5000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 1.0000000000000000E+005, 1.5899999198154546E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,29, 3.0000000000000000E+000, 3.5000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 1.0000000000000000E+005, 1.5899999198154546E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,29, 3.0000000000000000E+000, 3.5000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 1.0000000000000000E+005, 1.5899999198154546E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.4999983234438332E-008, 5.4999983234438332E-008
fairall_etal_2014,29, 3.0000000000000000E+000, 3.5000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 1.0000000000000000E+005, 1.5899999198154546E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.4568937167780405E-008, 1.4568937167780405E-008
garratt_1992,29, 3.0000000000000000E+000, 3.5000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 1.0000000000000000E+005, 1.5899999198154546E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,29, 3.0000000000000000E+000, 3.5000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 1.0000000000000000E+005, 1.5899999198154546E-005, 1.5000000000000000E+000, 0.0000000000000000E+000, 2.1518310404644581E-006, 2.1518310404644581E-006
garratt_1992,29, 3.0000000000000000E+000, 3.5000000000000000E+001, 1.3500000022759195E-005, 1.2000000000000000E+001, 1.0000000000000000E+005, 1.5899999198154546E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.1518310404644581E-006, 2.1518310404644581E-006
charnock_1955,30, 3.5000000000000000E+000, 4.0000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 1.0000000000000000E+006, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,30, 3.5000000000000000E+000, 4.0000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 1.0000000000000000E+006, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,30, 3.5000000000000000E+000, 4.0000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 1.0000000000000000E+006, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,30, 3.5000000000000000E+000, 4.0000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 1.0000000000000000E+006, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,30, 3.5000000000000000E+000, 4.0000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 1.0000000000000000E+006, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.3815370181191611E-008, 1.3815370181191611E-008
fairall_etal_2014,30, 3.5000000000000000E+000, 4.0000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 1.0000000000000000E+006, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.7760536092102939E-009, 2.7760536092102939E-009
garratt_1992,30, 3.5000000000000000E+000, 4.0000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 1.0000000000000000E+006, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,30, 3.5000000000000000E+000, 4.0000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 1.0000000000000000E+006, 2.8500000480562449E-003, 1.5000000000000000E+000, 0.0000000000000000E+000, 3.8570558535866439E-004, 3.8570558535866439E-004
garratt_1992,30, 3.5000000000000000E+000, 4.0000000000000000E+001, 1.4000000192027073E-005, 1.5000000000000000E+001, 1.0000000000000000E+006, 2.8500000480562449E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 3.8570558535866439E-004, 3.8570558535866439E-004
charnock_1955,31, 5.0000000000000000E+000, 4.5000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.0000000000000000E+007, 9.9999997473787516E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,31, 5.0000000000000000E+000, 4.5000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.0000000000000000E+007, 9.9999997473787516E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,31, 5.0000000000000000E+000, 4.5000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.0000000000000000E+007, 9.9999997473787516E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,31, 5.0000000000000000E+000, 4.5000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.0000000000000000E+007, 9.9999997473787516E-005, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,31, 5.0000000000000000E+000, 4.5000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.0000000000000000E+007, 9.9999997473787516E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4702638540551334E-009, 3.4702638540551334E-009
fairall_etal_2014,31, 5.0000000000000000E+000, 4.5000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.0000000000000000E+007, 9.9999997473787516E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,31, 5.0000000000000000E+000, 4.5000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.0000000000000000E+007, 9.9999997473787516E-005, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,31, 5.0000000000000000E+000, 4.5000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.0000000000000000E+007, 9.9999997473787516E-005, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.3533528544940054E-005, 1.3533528544940054E-005
garratt_1992,31, 5.0000000000000000E+000, 4.5000000000000000E+001, 1.4500000361294951E-005, 2.0000000000000000E+001, 1.0000000000000000E+007, 9.9999997473787516E-005, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.3533528544940054E-005, 1.3533528544940054E-005
charnock_1955,32, 9.0000000000000000E+000, 6.0000000000000000E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.0000000000000000E+008, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
edson_etal_2013,32, 9.0000000000000000E+000, 6.0000000000000000E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.0000000000000000E+008, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
davis_etal_2008,32, 9.0000000000000000E+000, 6.0000000000000000E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.0000000000000000E+008, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
taylor_yelland_2001,32, 9.0000000000000000E+000, 6.0000000000000000E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.0000000000000000E+008, 2.8500000480562449E-003, 2.0000000000000000E+000, 2.8500000480562449E-003, 0.0000000000000000E+000, 0.0000000000000000E+000
fairall_etal_2003,32, 9.0000000000000000E+000, 6.0000000000000000E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.0000000000000000E+008, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
fairall_etal_2014,32, 9.0000000000000000E+000, 6.0000000000000000E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.0000000000000000E+008, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,32, 9.0000000000000000E+000, 6.0000000000000000E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.0000000000000000E+008, 2.8500000480562449E-003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999434361371E-009, 1.9999999434361371E-009
garratt_1992,32, 9.0000000000000000E+000, 6.0000000000000000E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.0000000000000000E+008, 2.8500000480562449E-003, 1.5000000000000000E+000, 0.0000000000000000E+000, 3.8570558535866439E-004, 3.8570558535866439E-004
garratt_1992,32, 9.0000000000000000E+000, 6.0000000000000000E+001, 1.4999999621068127E-005, 3.0000000000000000E+001, 1.0000000000000000E+008, 2.8500000480562449E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 3.8570558535866439E-004, 3.8570558535866439E-004
