case,itimestep,isfflx,dx,xland,snowh,u1,v1,t1,qv1,p1,rho1,dz1,u2,v2,dz2,psfc,tsk,pblh,mavail,hfx_input,qfx_input,znt_input,qsfc_input,ust_input,mol_input,ustm_input,regime,zol,rmol,ust,ustm,mol,psim,psih,chs,chs2,cqs2,ch,flhc,flqc,qgh,qsfc,hfx,qfx,lh,u10,v10,th2,t2,q2,gz1oz0,wspd,br,ck,cka,cd,cda,wstar,qstar,cpm,znt
thin_land_log10_wind,1,0, 1.2000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000000000000E+000, 5.0000000000000000E-001, 2.9600000000000000E+002, 7.4999998323619366E-003, 9.9850000000000000E+004, 1.1700706481933594E+000, 3.0000000000000000E+000, 2.5999999046325684E+000, 6.9999998807907104E-001, 4.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.6000000000000000E+002, 5.0000000000000000E-001,-1.4000000000000000E+001,-6.0000002122251317E-007, 1.9999999552965164E-002, 7.4441679753363132E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 3.1035432219505310E-001, 2.0690287649631500E-001, 6.8943619728088379E-002, 6.8943619728088379E-002, 2.9554146528244019E-001,-1.7433687448501587E+000,-2.3521227836608887E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7826853320002556E-002, 7.4441679753363132E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8788073062896729E+000, 7.1970182657241821E-001, 2.9783596801757812E+002, 2.9783596801757812E+002, 7.4999998323619366E-003, 4.3307332992553711E+000, 2.0923342704772949E+000, 5.8458119630813599E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0108283081054688E+003, 1.9999999552965164E-002
midres_water,1,0, 1.2000000000000000E+004, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 3.0000000000000000E+000, 2.9200000000000000E+002, 8.5000004619359970E-003, 9.9000000000000000E+004, 1.1753014326095581E+000, 1.8000000000000000E+001, 1.1000000000000000E+001, 3.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 4.2000000000000000E+002, 1.0000000000000000E+000,-1.0000000000000000E+001, 1.9999999494757503E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 1.5987017750740051E-001, 1.7763353884220123E-002, 1.4125272631645203E-001, 1.4115251600742340E-001, 1.0570655763149261E-001,-9.2607265710830688E-001,-1.3090130090713501E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3969942927360535E-002, 1.1265649460256100E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.0757350921630859E+000, 3.0252449512481689E+000, 2.9208148193359375E+002, 2.9208148193359375E+002, 8.9250002056360245E-003, 1.2520649909973145E+001, 9.4935693740844727E+000, 1.1241774074733257E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,-8.9246943593025208E-002, 1.0116721801757812E+003, 3.2854502933332697E-005
coarse_water,1,0, 1.2000000000000000E+004, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.1000000000000000E+001, 2.0000000000000000E+000, 2.9900000000000000E+002, 1.3000000268220901E-002, 9.8500000000000000E+004, 1.1389527320861816E+000, 6.0000000000000000E+001, 1.3000000000000000E+001, 2.4000000953674316E+000, 9.0000000000000000E+001, 1.0000000000000000E+005, 3.0400000000000000E+002, 1.2000000000000000E+003, 1.0000000000000000E+000, 1.3000000000000000E+002, 9.0000001364387572E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-7.3434066772460938E-001,-2.4478022009134293E-002, 1.7904849350452423E-001, 1.7582048475742340E-001,-2.4008324742317200E-001, 9.6107327938079834E-001, 1.6566283702850342E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1766735240817070E-002, 2.8190687298774719E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0428738594055176E+001, 1.8961342573165894E+000, 3.0075451660156250E+002, 3.0075451660156250E+002, 1.3650000095367432E-002, 1.3682594299316406E+001, 1.1385665893554688E+001,-4.9709282815456390E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1226236820220947E+000,-5.6075376272201538E-001, 1.0154691772460938E+003, 3.4264685382368043E-005
strong_stable_land,1,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1650869846343994E+000, 4.0000000000000000E+001, 8.0000000000000000E+000, 1.3999999761581421E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8000000000000000E+002, 2.5000000000000000E+002, 4.4999998807907104E-001,-2.5000000000000000E+001,-9.9999999747524271E-007, 1.0000000149011612E-001, 5.9642144478857517E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 6.2654662132263184E+000, 3.1327331066131592E-001, 5.9382129460573196E-002, 5.9382129460573196E-002, 3.3265838027000427E-001,-1.5276104927062988E+001,-1.3534764289855957E+001, 1.2419304111972451E-003, 3.2592110801488161E-003, 3.2645757310092449E-003, 1.2419304111972451E-003, 1.4607938528060913E+000, 6.5117300255224109E-004, 1.6893278807401657E-002, 5.9642144478857517E-003,-2.3151140213012695E+001,-3.0322605862852237E-013,-7.5806514132636948E-007, 4.5914149284362793E+000, 7.6523584127426147E-001, 2.8603903198242188E+002, 2.8603903198242188E+002, 5.9999995864927769E-003, 5.3033046722412109E+000, 6.1051011085510254E+000, 2.8300958871841431E-001, 6.7532958928495646E-004, 4.0653397445566952E-004, 6.4515421399846673E-004, 3.7779321428388357E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0095627441406250E+003, 1.0000000149011612E-001
clipped_stable_land,1,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000476837158E+000, 4.0000000596046448E-001, 2.9500000000000000E+002, 4.9999998882412910E-003, 9.9200000000000000E+004, 1.1681410074234009E+000, 4.0000000000000000E+001, 2.0000000000000000E+000, 6.9999998807907104E-001, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.7800000000000000E+002, 1.8000000000000000E+002, 4.0000000596046448E-001,-1.5000000000000000E+001,-8.0000000934887794E-007, 1.0000000149011612E-001, 4.9751242622733116E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 2.0000000000000000E+001, 1.0000000000000000E+000, 1.0093274526298046E-002, 1.0093274526298046E-002, 2.8807267546653748E-001,-2.1944866180419922E+001,-1.9029552459716797E+001, 1.6398137086071074E-004, 3.6529262433759868E-004, 3.6568887298926711E-004, 1.6398135630879551E-004, 1.9322349131107330E-001, 7.6625219662673771E-005, 1.6858296468853951E-002, 4.9751242622733116E-003,-3.4157595634460449E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8495334386825562E-001, 3.2831779122352600E-001, 2.8593560791015625E+002, 2.8593560791015625E+002, 4.9999998882412910E-003, 5.3033046722412109E+000, 1.3683043718338013E+000, 2.0000000000000000E+000, 3.5460022627376020E-004, 2.3851024161558598E-004, 3.1987219699658453E-004, 2.1549900702666491E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0087188720703125E+003, 1.0000000149011612E-001
damped_stable_land,1,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 7.0000002160668373E-003, 9.9500000000000000E+004, 1.1782591342926025E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 4.0000000000000000E+002, 5.5000001192092896E-001,-1.0000000000000000E+001,-4.9999999873762135E-007, 1.0000000149011612E-001, 6.9513409398496151E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 4.1929689049720764E-001, 2.0964844152331352E-002, 1.3451011478900909E-001, 1.3451011478900909E-001, 1.1308142542839050E-001,-2.3207359313964844E+000,-3.0051028728485107E+000, 6.2591298483312130E-003, 1.4582789503037930E-002, 1.4630277641117573E-002, 6.2591303139925003E-003, 7.4516239166259766E+000, 4.0567703545093536E-003, 1.4812489040195942E-002, 6.9513409398496151E-003,-1.8032348632812500E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8136632442474365E+000, 7.6273262500762939E-001, 2.9203866577148438E+002, 2.9203866577148438E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.1256470680236816E+000, 6.1850648373365402E-002, 4.1867457330226898E-003, 2.4417249951511621E-003, 4.7315666452050209E-003, 2.7526409830898046E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
neutral_land,1,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 4.0000000000000000E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 8.0000003799796104E-003, 1.0000000000000000E+005, 1.1754503250122070E+000, 4.0000000000000000E+001, 5.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 6.0000000000000000E+002, 5.5000001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 7.9365083947777748E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 3.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5217733383178711E-001, 1.5217733383178711E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0887332260608673E-002, 1.8267467617988586E-002, 1.8333358690142632E-002, 1.0887331329286098E-002, 1.2941491127014160E+001, 7.0402030833065510E-003, 1.6719803214073181E-002, 7.9365083947777748E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4809393882751465E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 2.9500000000000000E+002, 8.0000003799796104E-003, 5.3033046722412109E+000, 4.0338883399963379E+000, 0.0000000000000000E+000, 7.0747667923569679E-003, 5.3973631002008915E-003, 7.5119710527360439E-003, 5.6888810358941555E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0112501831054688E+003, 1.0000000149011612E-001
free_convective_land,1,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9900000000000000E+002, 1.2000000104308128E-002, 9.8500000000000000E+004, 1.1396236419677734E+000, 4.4000000000000000E+001, 4.0000000000000000E+000, 1.3999999761581421E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 3.0900000000000000E+002, 1.5000000000000000E+003, 7.5000000000000000E-001, 2.4000000000000000E+002, 1.4000000373926014E-004, 1.1999999731779099E-001, 1.1857707984745502E-002, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-1.4091550111770630E+000,-6.4052499830722809E-002, 2.2866280376911163E-001, 2.2866280376911163E-001,-1.0252025127410889E+000, 1.2783848047256470E+000, 2.0831098556518555E+000, 2.6733884587883949E-002, 3.5774014890193939E-002, 3.5974547266960144E-002, 2.6733886450529099E-002, 3.0912153244018555E+001, 2.2858992218971252E-002, 2.1766735240817070E-002, 1.1857707984745502E-002, 2.6912289428710938E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7126972675323486E+000, 9.0423238277435303E-001, 3.0249398803710938E+002, 3.0249398803710938E+002, 1.2000000104308128E-002, 5.2167458534240723E+000, 4.5017991065979004E+000,-3.1096825003623962E-001, 1.4005731791257858E-002, 1.1879093945026398E-002, 1.2616206891834736E-002, 1.0315468534827232E-002, 3.1613187789916992E+000, 0.0000000000000000E+000, 1.0146253662109375E+003, 1.1999999731779099E-001
land_qsfc_unset,1,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 2.0000000000000000E+000, 2.9700000000000000E+002, 8.9999996125698090E-003, 9.9000000000000000E+004, 1.1551717519760132E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 2.5999999046325684E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 3.0200000000000000E+002, 9.0000000000000000E+002, 5.0000000000000000E-001, 1.5000000000000000E+002, 7.9999997979030013E-005, 1.0000000149011612E-001, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-6.5634316205978394E-001,-3.2817158848047256E-002, 2.6674216985702515E-001, 2.6674216985702515E-001,-7.0877665281295776E-001, 8.9838850498199463E-001, 1.5632054805755615E+000, 2.6490231975913048E-002, 3.6157760769128799E-002, 3.6305103451013565E-002, 2.6490231975913048E-002, 3.0970855712890625E+001, 1.5305113047361374E-002, 1.9138988107442856E-002, 2.5077208876609802E-002, 1.2840315246582031E+002, 2.5593597092665732E-004, 6.3983990478515625E+002, 4.5401840209960938E+000, 1.8160735368728638E+000, 2.9896255493164062E+002, 2.9896255493164062E+002, 9.4499988481402397E-003, 5.3033046722412109E+000, 5.8737831115722656E+000,-1.3626205921173096E-001, 1.0542285628616810E-002, 9.0209171175956726E-003, 1.0000870563089848E-002, 8.2460260018706322E-003, 2.2867164611816406E+000,-1.6046041250228882E+000, 1.0120940551757812E+003, 1.0000000149011612E-001
thin_land_level2_wind,1,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.5000000000000000E+000, 8.0000001192092896E-001, 2.9400000000000000E+002, 6.5000001341104507E-003, 9.9800000000000000E+004, 1.1781440973281860E+000, 6.0000000000000000E+000, 3.2000000476837158E+000, 1.0000000000000000E+000, 1.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 3.0000000000000000E+002, 5.0000000000000000E-001,-1.8000000000000000E+001,-6.9999998686398612E-007, 5.0000000745058060E-002, 6.4580230973660946E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 2.9339203238487244E-001, 9.7797341644763947E-002, 9.2928282916545868E-002, 9.2928282916545868E-002, 2.5198927521705627E-001,-1.6520229578018188E+000,-2.2439508438110352E+000, 5.5959774181246758E-003, 6.6744880750775337E-003, 6.6818259656429291E-003, 5.5959769524633884E-003, 6.6586947441101074E+000, 3.2984728459268808E-003, 1.5732189640402794E-002, 6.4580230973660946E-003,-2.7754858016967773E+001, 1.5359711115839336E-012, 3.8399275581468828E-006, 3.2000000476837158E+000, 1.0000000000000000E+000, 2.9349468994140625E+002, 2.9349468994140625E+002, 6.5000001341104507E-003, 4.1108736991882324E+000, 2.6762394905090332E+000, 5.8451902121305466E-002, 1.3965353136882186E-003, 4.1823056526482105E-003, 1.4991767238825560E-003, 4.8176846466958523E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0099846191406250E+003, 5.0000000745058060E-002
thin_land_log10_wind,1,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000000000000E+000, 5.0000000000000000E-001, 2.9600000000000000E+002, 7.4999998323619366E-003, 9.9850000000000000E+004, 1.1700706481933594E+000, 3.0000000000000000E+000, 2.5999999046325684E+000, 6.9999998807907104E-001, 4.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.6000000000000000E+002, 5.0000000000000000E-001,-1.4000000000000000E+001,-6.0000002122251317E-007, 1.9999999552965164E-002, 7.4441679753363132E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 2.9693251848220825E-001, 1.9795501232147217E-001, 7.0906937122344971E-002, 7.0906937122344971E-002, 2.9921513795852661E-001,-1.6716712713241577E+000,-2.2665412425994873E+000, 4.1195284575223923E-003, 3.6527144256979227E-003, 3.6538804415613413E-003, 4.1195289231836796E-003, 4.8723335266113281E+000, 2.4112237151712179E-003, 1.7826853320002556E-002, 7.4441679753363132E-003,-2.4980373382568359E+001,-2.2456270783871579E-012,-5.6140675042115618E-006, 2.8788073062896729E+000, 7.1970182657241821E-001, 2.9783596801757812E+002, 2.9783596801757812E+002, 7.4999998323619366E-003, 4.3307332992553711E+000, 2.1265599727630615E+000, 5.6591566652059555E-002, 7.3099322617053986E-004, 3.8734809495508671E-003, 7.3004397563636303E-004, 4.4408841058611870E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0108283081054688E+003, 1.9999999552965164E-002
midres_water,1,1, 2.7000000000000000E+004, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 3.0000000000000000E+000, 2.9200000000000000E+002, 8.5000004619359970E-003, 9.9000000000000000E+004, 1.1753014326095581E+000, 1.8000000000000000E+001, 1.1000000000000000E+001, 3.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 4.2000000000000000E+002, 1.0000000000000000E+000,-1.0000000000000000E+001, 1.9999999494757503E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 1.5960426628589630E-001, 1.7733806744217873E-002, 1.4138138294219971E-001, 1.4116810262203217E-001, 1.0572334378957748E-001,-9.2458790540695190E-001,-1.3069944381713867E+000, 4.4478564523160458E-003, 5.5416892282664776E-003, 5.5416710674762726E-003, 4.4478564523160458E-003, 5.2885894775390625E+000, 5.2275690250098705E-003, 1.3969942927360535E-002, 1.1265649460256100E-002,-2.0306550979614258E+001, 1.5128639461181592E-005, 3.7821598052978516E+001, 9.0757350921630859E+000, 3.0252449512481689E+000, 2.9208181762695312E+002, 2.9208181762695312E+002, 8.9250002056360245E-003, 1.2520649909973145E+001, 9.5011711120605469E+000, 1.1223793029785156E-002, 9.0503512183204293E-004, 9.3594391364604235E-004, 8.5883552674204111E-004, 8.8508095359429717E-004, 0.0000000000000000E+000,-8.9261114597320557E-002, 1.0116721801757812E+003, 3.2854502933332697E-005
coarse_water,1,1, 2.7000000000000000E+004, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.1000000000000000E+001, 2.0000000000000000E+000, 2.9900000000000000E+002, 1.3000000268220901E-002, 9.8500000000000000E+004, 1.1389527320861816E+000, 6.0000000000000000E+001, 1.3000000000000000E+001, 2.4000000953674316E+000, 9.0000000000000000E+001, 1.0000000000000000E+005, 3.0400000000000000E+002, 1.2000000000000000E+003, 1.0000000000000000E+000, 1.3000000000000000E+002, 9.0000001364387572E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-7.3353230953216553E-001,-2.4451076984405518E-002, 1.7914080619812012E-001, 1.7581325769424438E-001,-2.4006634950637817E-001, 9.6054995059967041E-001, 1.6558570861816406E+000, 6.5405624918639660E-003, 7.4690766632556915E-003, 7.4690505862236023E-003, 6.5405629575252533E-003, 7.5646281242370605E+000, 7.4493908323347569E-003, 2.1766735240817070E-002, 2.8190687298774719E-002, 2.8034925460815430E+001, 1.1925325088668615E-004, 2.9813311767578125E+002, 1.0428619384765625E+001, 1.8961126804351807E+000, 3.0075466918945312E+002, 3.0075466918945312E+002, 1.3650000095367432E-002, 1.3682594299316406E+001, 1.1392004966735840E+001,-4.9653980880975723E-002, 1.2563285417854786E-003, 1.1479515815153718E-003, 1.0998614598065615E-003, 9.8856713157147169E-004, 2.1226236820220947E+000,-5.6071430444717407E-001, 1.0154691772460938E+003, 3.4264685382368043E-005
strong_stable_land,2,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1650869846343994E+000, 4.0000000000000000E+001, 8.0000000000000000E+000, 1.3999999761581421E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8000000000000000E+002, 2.5000000000000000E+002, 4.4999998807907104E-001,-2.3151140213012695E+001,-3.0322605862852237E-013, 1.0000000149011612E-001, 5.9642144478857517E-003, 5.9382129460573196E-002, 3.3265838027000427E-001, 5.9382129460573196E-002, 1.0000000000000000E+000, 6.0575942993164062E+000, 3.0287972092628479E-001, 8.9601300656795502E-002, 8.9601300656795502E-002, 3.2776615023612976E-001,-1.5077523231506348E+001,-1.3436054229736328E+001, 1.8463815795257688E-003, 4.7282422892749310E-003, 4.7429921105504036E-003, 1.8463814631104469E-003, 2.1717662811279297E+000, 9.6815923461690545E-004, 1.6893278807401657E-002, 5.9642144478857517E-003,-3.4418865203857422E+001,-4.5083427551058375E-013,-1.1270857385170530E-006, 4.5790729522705078E+000, 7.6317876577377319E-001, 2.8618878173828125E+002, 2.8618878173828125E+002, 5.9999995864927769E-003, 5.3033046722412109E+000, 6.1051011085510254E+000, 2.8300958871841431E-001, 6.7327043507248163E-004, 4.0448256186209619E-004, 6.6133838845416903E-004, 3.8519117515534163E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0095627441406250E+003, 1.0000000149011612E-001
clipped_stable_land,2,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000476837158E+000, 4.0000000596046448E-001, 2.9500000000000000E+002, 4.9999998882412910E-003, 9.9200000000000000E+004, 1.1681410074234009E+000, 4.0000000000000000E+001, 2.0000000000000000E+000, 6.9999998807907104E-001, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.7800000000000000E+002, 1.8000000000000000E+002, 4.0000000596046448E-001,-3.4157595634460449E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 4.9751242622733116E-003, 1.0093274526298046E-002, 2.8807267546653748E-001, 1.0093274526298046E-002, 1.0000000000000000E+000, 2.0000000000000000E+001, 1.0000000000000000E+000, 1.5089912340044975E-002, 1.5089912340044975E-002, 2.8807267546653748E-001,-2.1944866180419922E+001,-1.9029552459716797E+001, 2.4515972472727299E-004, 5.4612936219200492E-004, 5.4672179976478219E-004, 2.4515972472727299E-004, 2.8887805342674255E-001, 1.1455824278527871E-004, 1.6858296468853951E-002, 4.9751242622733116E-003,-5.1067185401916504E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8495334386825562E-001, 3.2831779122352600E-001, 2.8593560791015625E+002, 2.8593560791015625E+002, 4.9999998882412910E-003, 5.3033046722412109E+000, 1.3683043718338013E+000, 4.0000000000000000E+000, 3.5460022627376020E-004, 2.3851024161558598E-004, 3.1987219699658453E-004, 2.1549900702666491E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0087188720703125E+003, 1.0000000149011612E-001
damped_stable_land,2,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 7.0000002160668373E-003, 9.9500000000000000E+004, 1.1782591342926025E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 4.0000000000000000E+002, 5.5000001192092896E-001,-1.8032348632812500E+001, 0.0000000000000000E+000, 1.0000000149011612E-001, 6.9513409398496151E-003, 1.3451011478900909E-001, 1.1308142542839050E-001, 1.3451011478900909E-001, 2.0000000000000000E+000, 3.7409859895706177E-001, 1.8704930320382118E-002, 2.0603242516517639E-001, 2.0603242516517639E-001, 1.0717724263668060E-001,-2.0835578441619873E+000,-2.7490193843841553E+000, 9.0866945683956146E-003, 1.8813548609614372E-002, 1.8947085365653038E-002, 9.0866945683956146E-003, 1.0817896842956543E+001, 5.8906311169266701E-003, 1.4812489040195942E-002, 6.9513409398496151E-003,-2.6178464889526367E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8520662784576416E+000, 7.7041327953338623E-001, 2.9216879272460938E+002, 2.9216879272460938E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.1256470680236816E+000, 6.1850648373365402E-002, 3.9403289556503296E-003, 2.3890358861535788E-003, 4.9402900040149689E-003, 2.9322425834834576E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
neutral_land,2,1, 2.7000000000000000E+004, 1.0000000000000000E+000, 0.0000000000000000E+000, 4.0000000000000000E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 8.0000003799796104E-003, 1.0000000000000000E+005, 1.1754503250122070E+000, 4.0000000000000000E+001, 5.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 6.0000000000000000E+002, 5.5000001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 7.9365083947777748E-003, 1.5217733383178711E-001, 0.0000000000000000E+000, 1.5217733383178711E-001, 3.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2821600735187531E-001, 2.2821600735187531E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4310797676444054E-002, 2.2156542167067528E-002, 2.2329311817884445E-002, 1.4310797676444054E-002, 1.7010877609252930E+001, 9.2566618695855141E-003, 1.6719803214073181E-002, 7.9365083947777748E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4809393882751465E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 2.9500000000000000E+002, 8.0000003799796104E-003, 5.3033046722412109E+000, 4.0338883399963379E+000, 0.0000000000000000E+000, 6.0992133803665638E-003, 4.7321096062660217E-003, 7.5119710527360439E-003, 5.6888810358941555E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0112501831054688E+003, 1.0000000149011612E-001
