case,isftcflx,itimestep,isfflx,dx,xland,snowh,u1,v1,t1,qv1,p1,rho1,dz1,u2,v2,dz2,psfc,tsk,pblh,mavail,hfx_input,qfx_input,znt_input,qsfc_input,ust_input,mol_input,ustm_input,regime,zol,rmol,ust,ustm,mol,psim,psih,chs,chs2,cqs2,ch,flhc,flqc,qgh,qsfc,hfx,qfx,lh,u10,v10,th2,t2,q2,gz1oz0,wspd,br,ck,cka,cd,cda,wstar,qstar,cpm,znt
extreme_water,1,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.6000000000000000E+001, 6.0000000000000000E+000, 2.9500000000000000E+002, 1.0999999940395355E-002, 9.8800000000000000E+004, 1.1592786312103271E+000, 4.4000000000000000E+001, 3.2000000000000000E+001, 7.5000000000000000E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 2.9800000000000000E+002, 1.6000000000000000E+003, 1.0000000000000000E+000, 1.0804169921875000E+003, 1.2566120130941272E-003, 2.8500000480562449E-003, 1.9752437248826027E-002, 5.1046237945556641E+000,-8.3594068884849548E-002, 5.1002840995788574E+000, 4.0000000000000000E+000,-1.6710076481103897E-002,-7.5954891508445144E-004, 3.1622838973999023E+000, 3.1504399776458740E+000,-8.5279427468776703E-002, 6.1579398810863495E-002, 1.2127078324556351E-001, 7.4864037334918976E-002, 8.6582563817501068E-002, 8.6591005325317383E-002, 7.4864044785499573E-002, 8.7984367370605469E+001, 8.6788929998874664E-002, 1.6928406432271004E-002, 1.9752437248826027E-002, 4.8129162597656250E+002, 7.9415831714868546E-004, 1.9853957519531250E+003, 2.3789871215820312E+001, 5.4899702072143555E+000, 2.9628738403320312E+002, 2.9628738403320312E+002, 1.1549999006092548E-002, 8.9516086578369141E+000, 2.7113348007202148E+001,-3.5725415218621492E-003, 1.2163260253146291E-003, 1.0652032215148211E-003, 2.4181103799492121E-003, 2.0244808401912451E-003, 4.8097486495971680E+000,-2.1003897488117218E-001, 1.0137816162109375E+003, 2.8500000480562449E-003
xland_exactly_1p5,1,2,1, 3.0000000000000000E+003, 1.5000000000000000E+000, 0.0000000000000000E+000, 7.0000000000000000E+000, 2.0000000000000000E+000, 2.9400000000000000E+002, 9.4999996945261955E-003, 9.9150000000000000E+004, 1.1683803796768188E+000, 2.2000000000000000E+001, 9.0000000000000000E+000, 2.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.9700000000000000E+002, 8.0000000000000000E+002, 8.0000001192092896E-001, 7.7000000000000000E+001,-9.7122821937634107E-012, 7.1368347562383860E-005, 9.4105983152985573E-003, 3.2988557219505310E-001,-7.7624283730983734E-002, 3.2622694969177246E-001, 4.0000000000000000E+000,-1.8322828412055969E-001,-1.6657115891575813E-002, 2.9136776924133301E-001, 2.8617584705352783E-001,-7.9984962940216064E-002, 4.3430131673812866E-001, 8.0175197124481201E-001, 1.0153966024518013E-002, 1.1260100640356541E-002, 1.1260100640356541E-002, 1.0153966024518013E-002, 1.2012179374694824E+001, 9.4909565523266792E-003, 1.5837952494621277E-002, 9.4105983152985573E-003, 7.7000000000000000E+001,-8.8391420918765284E-012,-2.2097854525782168E-005, 6.9456076622009277E+000, 1.9844592809677124E+000, 2.9494210815429688E+002, 2.9494210815429688E+002, 9.4999996945261955E-003, 1.2265879631042480E+001, 7.4790363311767578E+000,-1.5023736283183098E-002, 1.1900690151378512E-003, 1.1781797511503100E-003, 1.1563102016225457E-003, 1.1429695878177881E-003, 1.7134706974029541E+000, 0.0000000000000000E+000, 1.0125158691406250E+003, 5.1807292038574815E-005
control_land,1,2,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 7.0000002160668373E-003, 9.9000000000000000E+004, 1.1643902063369751E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.5000000000000000E+002, 5.0000000000000000E-001,-3.3206512451171875E+001, 0.0000000000000000E+000, 1.0000000149011612E-001, 6.9513409398496151E-003, 1.8891337513923645E-001, 1.5003724396228790E-001, 1.8891337513923645E-001, 2.0000000000000000E+000, 1.2641338109970093E+000, 6.3206687569618225E-002, 1.8304981291294098E-001, 1.8304981291294098E-001, 1.5006707608699799E-001,-6.2077908515930176E+000,-6.4761013984680176E+000, 5.6419544853270054E-003, 1.3837532140314579E-002, 1.3926539570093155E-002, 5.6419554166495800E-003, 6.6378016471862793E+000, 3.2855998724699020E-003, 1.6893278807401657E-002, 6.9513409398496151E-003,-3.2182235717773438E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4824290275573730E+000, 6.9648575782775879E-001, 2.9297680664062500E+002, 2.9297680664062500E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 1.2418857961893082E-001, 2.0187287591397762E-003, 1.0713223600760102E-003, 2.4892140645533800E-003, 1.2074988335371017E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
control_snow_land,1,2,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 4.0000001899898052E-003, 9.9300000000000000E+004, 1.1780083179473877E+000, 4.0000000000000000E+001, 5.1999998092651367E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8800000000000000E+002, 2.2000000000000000E+002, 6.0000002384185791E-001,-1.9864370346069336E+001, 9.9622241879482321E-013, 1.0000000149011612E-001, 3.9840643294155598E-003, 1.5702290832996368E-001, 1.0680854320526123E-001, 1.5702290832996368E-001, 1.0000000000000000E+000, 2.2963228225708008E+000, 1.1481614410877228E-001, 1.3458108901977539E-001, 1.3458108901977539E-001, 1.0824904590845108E-001,-9.4037847518920898E+000,-8.9753522872924805E+000, 2.6004684623330832E-003, 4.7785257920622826E-003, 4.8762797378003597E-003, 2.6004684623330832E-003, 3.0874981880187988E+000, 1.8543379846960306E-003, 1.4843034557998180E-002, 3.9840643294155598E-003,-1.7254957199096680E+001, 8.6349341305719252E-013, 2.1587334231298883E-006, 2.8153190612792969E+000, 7.0382976531982422E-001, 2.9104135131835938E+002, 2.9104135131835938E+002, 4.0000001899898052E-003, 5.3033046722412109E+000, 4.1231055259704590E+000, 2.2022536396980286E-001, 9.1463216813281178E-004, 5.3019856568425894E-004, 1.4932459453120828E-003, 7.3971861274912953E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0078751831054688E+003, 1.0000000149011612E-001
calm_water,2,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 0.0000000000000000E+000, 2.9200000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1770570278167725E+000, 1.8000000000000000E+001, 1.0000000149011612E-001, 0.0000000000000000E+000, 2.8000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+000,-8.0000000000000000E+000,-4.9999999873762135E-007, 1.9999999494757503E-004, 5.9642144478857517E-003, 9.9999997764825821E-003, 0.0000000000000000E+000, 9.9999997764825821E-003, 1.0000000000000000E+000, 2.0000000000000000E+001, 2.2222223281860352E+000, 5.5788941681385040E-003, 5.5788941681385040E-003, 3.6930236965417862E-002,-2.2502170562744141E+001,-1.9638465881347656E+001, 7.0521004090551287E-005, 9.9075034086126834E-005, 9.9075034086126834E-005, 7.0521004090551287E-005, 8.3801016211509705E-002, 8.3007238572463393E-005, 1.3969942927360535E-002, 1.1265649460256100E-002,-3.2176634669303894E-001, 4.4774193952434871E-007, 1.1193548440933228E+000, 5.0437312573194504E-002, 0.0000000000000000E+000, 2.9173306274414062E+002, 2.9173306274414062E+002, 6.2999995425343513E-003, 1.2046463012695312E+001, 1.0000000149011612E-001, 2.0000000000000000E+000, 1.4034955529496074E-004, 1.4635226398240775E-004, 1.2842688011005521E-004, 1.3404735364019871E-004, 0.0000000000000000E+000,-6.7013733088970184E-002, 1.0095627441406250E+003, 5.2787676395382732E-005
light_water,2,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9200000000000000E+002, 7.4999998323619366E-003, 9.9200000000000000E+004, 1.1783777475357056E+000, 2.0000000000000000E+001, 3.9000000953674316E+000, 1.2999999523162842E+000, 3.2000000000000000E+001, 1.0000000000000000E+005, 2.9300000000000000E+002, 4.0000000000000000E+002, 1.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-006, 1.9999999494757503E-004, 7.4441679753363132E-003, 5.0000000745058060E-002, 0.0000000000000000E+000, 5.0000000745058060E-002, 4.0000000000000000E+000,-6.7523175477981567E-001,-6.7523173987865448E-002, 7.9310826957225800E-002, 7.7700629830360413E-002,-5.9421565383672714E-002, 9.2168217897415161E-001, 1.5980157852172852E+000, 2.9595843516290188E-003, 3.1568091362714767E-003, 3.1925339717417955E-003, 2.9595845844596624E-003, 3.5252723693847656E+000, 3.5244876053184271E-003, 1.3941146433353424E-002, 1.4522654935717583E-002, 1.1827776432037354E+000, 2.5505558369331993E-005, 6.3763896942138672E+001, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9269143676757812E+002, 2.9269143676757812E+002, 7.8749991953372955E-003, 1.2922593116760254E+001, 3.2588968276977539E+000,-5.0256717950105667E-002, 1.2569708051159978E-003, 1.2569696409627795E-003, 1.1109425686299801E-003, 1.1109425686299801E-003, 7.8766077756881714E-001,-2.6694360375404358E-001, 1.0108283081054688E+003, 2.4422497517662123E-005
moderate_water,2,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 8.0000000000000000E+000, 2.0000000000000000E+000, 2.9300000000000000E+002, 8.9999996125698090E-003, 9.9400000000000000E+004, 1.1756731271743774E+000, 2.4000000000000000E+001, 1.0000000000000000E+001, 2.5999999046325684E+000, 3.8000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 7.0000000000000000E+002, 1.0000000000000000E+000, 6.0000000000000000E+001, 2.9999999242136255E-005, 1.9999999494757503E-004, 8.9197224006056786E-003, 3.0000001192092896E-001, 0.0000000000000000E+000, 3.0000001192092896E-001, 4.0000000000000000E+000,-1.9662570953369141E-001,-1.6385475173592567E-002, 2.8891935944557190E-001, 2.8706854581832886E-001,-9.4609089195728302E-002, 4.5494094491004944E-001, 8.3750045299530029E-001, 9.5762303099036217E-003, 1.0609862394630909E-002, 1.0803311131894588E-002, 9.5762303099036217E-003, 1.1394677162170410E+001, 1.1443463154137135E-002, 1.4827745966613293E-002, 1.6444846987724304E-002, 1.7842964172363281E+001, 8.8341286755166948E-005, 2.2085321044921875E+002, 7.8831944465637207E+000, 1.9707986116409302E+000, 2.9364993286132812E+002, 2.9364993286132812E+002, 9.4499988481402397E-003, 1.2487184524536133E+001, 8.3575572967529297E+000,-1.6390498727560043E-002, 1.1410682927817106E-003, 1.1199729051440954E-003, 1.1294954456388950E-003, 1.1051639448851347E-003, 1.3596935272216797E+000,-2.5351744890213013E-001, 1.0120940551757812E+003, 4.5296801545191556E-005
breezy_water,2,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000000000000E+001, 3.0000000000000000E+000, 2.9100000000000000E+002, 8.5000004619359970E-003, 9.9100000000000000E+004, 1.1805316209793091E+000, 3.0000000000000000E+001, 1.5000000000000000E+001, 3.9000000953674316E+000, 4.6000000000000000E+001, 1.0000000000000000E+005, 2.9200000000000000E+002, 9.0000000000000000E+002, 1.0000000000000000E+000, 1.2000000000000000E+002, 5.9999998484272510E-005, 1.9999999494757503E-004, 8.4283594042062759E-003, 6.0000002384185791E-001, 0.0000000000000000E+000, 6.0000002384185791E-001, 4.0000000000000000E+000,-3.6263339221477509E-002,-2.4175560101866722E-003, 5.2283167839050293E-001, 5.2035409212112427E-001,-3.5684328526258469E-002, 1.2417640537023544E-001, 2.4139031767845154E-001, 1.5889104455709457E-002, 1.8422486260533333E-002, 1.8968695774674416E-002, 1.5889104455709457E-002, 1.8976533889770508E+001, 1.9235214218497276E-002, 1.3088825158774853E-002, 1.3638554140925407E-002, 8.6481895446777344E+000, 1.0246860620100051E-004, 2.5617150878906250E+002, 1.1606836318969727E+001, 2.9017090797424316E+000, 2.9178665161132812E+002, 2.9178665161132812E+002, 8.9250002056360245E-003, 1.1350939750671387E+001, 1.2508392333984375E+001,-3.7851450033485889E-003, 1.1786039685830474E-003, 1.1103576980531216E-003, 1.3568932190537453E-003, 1.2694359757006168E-003, 1.8600764274597168E+000,-1.6237199306488037E-001, 1.0116721801757812E+003, 1.7637852579355240E-004
windy_water,2,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.7000000000000000E+001, 4.0000000000000000E+000, 2.9000000000000000E+002, 8.0000003799796104E-003, 9.8900000000000000E+004, 1.1825637817382812E+000, 3.6000000000000000E+001, 2.1000000000000000E+001, 5.0000000000000000E+000, 5.4000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 1.1000000000000000E+003, 1.0000000000000000E+000, 1.8000000000000000E+002, 9.0000001364387572E-005, 1.9999999494757503E-004, 7.9365083947777748E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 4.0000000000000000E+000,-1.2711591087281704E-002,-7.0619949838146567E-004, 8.5120850801467896E-001, 8.4827113151550293E-001,-2.5826871395111084E-002, 4.7615364193916321E-002, 9.4047062098979950E-002, 2.3288937285542488E-002, 2.7224635705351830E-002, 2.8442807495594025E-002, 2.3288939148187637E-002, 2.7850492477416992E+001, 2.8587374836206436E-002, 1.2296259403228760E-002, 1.2802538461983204E-002, 1.7147167205810547E+001, 1.4203833416104317E-004, 3.5509582519531250E+002, 1.6038768768310547E+001, 3.7738277912139893E+000, 2.9092977905273438E+002, 2.9092977905273438E+002, 8.3999997004866600E-003, 1.0076725959777832E+001, 1.7611545562744141E+001,-1.8472863594070077E-003, 1.2490961235016584E-003, 1.1326906969770789E-003, 1.7871086020022631E-003, 1.5907252673059702E-003, 2.2729988098144531E+000,-1.3819338381290436E-001, 1.0112501831054688E+003, 7.5687514618039131E-004
gale_water,2,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.2000000000000000E+001, 5.0000000000000000E+000, 2.8900000000000000E+002, 7.7999997884035110E-003, 9.8600000000000000E+004, 1.1831970214843750E+000, 4.0000000000000000E+001, 2.7000000000000000E+001, 6.1999998092651367E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 1.3000000000000000E+003, 1.0000000000000000E+000, 2.4000000000000000E+002, 1.1999999696854502E-004, 1.9999999494757503E-004, 7.7396309934556484E-003, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.5000000000000000E+000, 4.0000000000000000E+000,-3.6712174769490957E-003,-1.8356087093707174E-004, 1.2560250759124756E+000, 1.2525873184204102E+000,-1.3905729167163372E-002, 1.4004006981849670E-002, 2.7753859758377075E-002, 2.9780626296997070E-002, 3.4426081925630569E-002, 3.6423016339540482E-002, 2.9780626296997070E-002, 3.5626819610595703E+001, 3.6988165229558945E-002, 1.1558799073100090E-002, 1.2012305669486523E-002, 3.5949348449707031E+001, 1.6120758664328605E-004, 4.0301895141601562E+002, 2.0318941116333008E+001, 4.6179413795471191E+000, 2.9014407348632812E+002, 2.9014407348632812E+002, 8.1899994984269142E-003, 8.9919557571411133E+000, 2.2715343475341797E+001,-7.6854857616126537E-004, 1.2536223512142897E-003, 1.1088943574577570E-003, 2.3270654492080212E-003, 1.9850225653499365E-003, 2.6432681083679199E+000,-1.0634177178144455E-001, 1.0110814819335938E+003, 2.4884394370019436E-003
hurricane_water,2,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4000000000000000E+001, 8.0000000000000000E+000, 2.9900000000000000E+002, 1.4999999664723873E-002, 9.6500000000000000E+004, 1.1145180463790894E+000, 5.0000000000000000E+001, 4.1000000000000000E+001, 1.0000000000000000E+001, 7.6000000000000000E+001, 1.0000000000000000E+005, 3.0300000000000000E+002, 2.2000000000000000E+003, 1.0000000000000000E+000, 6.0000000000000000E+002, 3.9999998989515007E-004, 1.9999999494757503E-004, 1.4778325334191322E-002, 3.5000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+000, 4.0000000000000000E+000,-8.5969995707273483E-003,-3.4387997584417462E-004, 2.5280809402465820E+000, 2.5221879482269287E+000,-6.4180508255958557E-002, 3.2793596386909485E-002, 6.4991362392902374E-002, 5.1883634179830551E-002, 5.9394236654043198E-002, 6.3130147755146027E-002, 5.1883634179830551E-002, 5.8817333221435547E+001, 6.0973133891820908E-002, 2.2233992815017700E-002, 2.6593381538987160E-002, 3.0298110961914062E+002, 7.5118354288861156E-004, 1.8779588623046875E+003, 3.0630893707275391E+001, 7.2072687149047852E+000, 3.0217810058593750E+002, 3.0217810058593750E+002, 1.5749998390674591E-002, 9.0794258117675781E+000, 3.5195053100585938E+001,-2.0498288795351982E-003, 1.1149885831400752E-003, 9.5682713435962796E-004, 2.4087110068649054E-003, 1.9549971912056208E-003, 4.3234281539916992E+000,-2.5567808747291565E-001, 1.0171566162109375E+003, 2.8500000480562449E-003
cold_water,2,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.5000000000000000E+000, 2.6800000000000000E+002, 2.4999999441206455E-003, 9.9700000000000000E+004, 1.2942557334899902E+000, 1.6000000000000000E+001, 7.5000000000000000E+000, 2.0000000000000000E+000, 2.6000000000000000E+001, 1.0000000000000000E+005, 2.7100000000000000E+002, 3.0000000000000000E+002, 1.0000000000000000E+000,-3.0000000000000000E+001,-8.0000000934887794E-007, 1.9999999494757503E-004, 2.4937654379755259E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000,-2.7354732155799866E-001,-3.4193415194749832E-002, 2.0349101722240448E-001, 2.0349101722240448E-001,-1.0013578087091446E-001, 5.6010580062866211E-001, 1.0172007083892822E+000, 7.0552807301282883E-003, 7.5617870315909386E-003, 7.6792668551206589E-003, 7.0552807301282883E-003, 9.1916904449462891E+000, 9.2635629698634148E-003, 2.4846438318490982E-003, 3.1857562717050314E-003, 2.5790935516357422E+001, 6.4468636082892772E-006, 1.6117158889770508E+001, 6.1070046424865723E+000, 1.5267511606216431E+000, 2.6841567993164062E+002, 2.6841567993164062E+002, 2.5472904089838266E-003, 1.2512173652648926E+001, 6.1846585273742676E+000,-2.2092260420322418E-002, 1.1539314873516560E-003, 1.1771441204473376E-003, 1.0935298632830381E-003, 1.1200407752767205E-003, 0.0000000000000000E+000,-2.4339580908417702E-002, 1.0066094360351562E+003, 2.9452599846990779E-005
extreme_water,2,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.6000000000000000E+001, 6.0000000000000000E+000, 2.9500000000000000E+002, 1.0999999940395355E-002, 9.8800000000000000E+004, 1.1592786312103271E+000, 4.4000000000000000E+001, 3.2000000000000000E+001, 7.5000000000000000E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 2.9800000000000000E+002, 1.6000000000000000E+003, 1.0000000000000000E+000, 3.5000000000000000E+002, 1.9999999494757503E-004, 1.9999999494757503E-004, 1.0880315676331520E-002, 9.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 4.0000000000000000E+000,-1.2627083808183670E-002,-5.7395832845941186E-004, 5.1036696434020996E+000, 5.0993366241455078E+000,-6.3332371413707733E-002, 4.7319870442152023E-002, 9.3479461967945099E-002, 8.9729733765125275E-002, 9.9878571927547455E-002, 1.0656862705945969E-001, 8.9729733765125275E-002, 1.0545535278320312E+002, 1.1023239791393280E-001, 1.6928406432271004E-002, 1.9752437248826027E-002, 1.0132423095703125E+003, 1.0086768306791782E-003, 2.5216921386718750E+003, 2.3772445678710938E+001, 5.4859490394592285E+000, 2.9622058105468750E+002, 2.9622058105468750E+002, 1.1549999006092548E-002, 8.9516086578369141E+000, 2.6876237869262695E+001,-3.6358558572828770E-003, 9.4797724159434438E-004, 8.3695026114583015E-004, 2.4139066226780415E-003, 2.0180016290396452E-003, 3.2143712043762207E+000,-1.6529653966426849E-001, 1.0137816162109375E+003, 2.8500000480562449E-003
xland_exactly_1p5,2,1,1, 3.0000000000000000E+003, 1.5000000000000000E+000, 0.0000000000000000E+000, 7.0000000000000000E+000, 2.0000000000000000E+000, 2.9400000000000000E+002, 9.4999996945261955E-003, 9.9150000000000000E+004, 1.1683803796768188E+000, 2.2000000000000000E+001, 9.0000000000000000E+000, 2.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.9700000000000000E+002, 8.0000000000000000E+002, 8.0000001192092896E-001, 7.7000000000000000E+001, 3.9999998989515007E-005, 1.9999999494757503E-004, 9.4105983152985573E-003, 4.0000000596046448E-001, 0.0000000000000000E+000, 4.0000000596046448E-001, 4.0000000000000000E+000,-1.5129733085632324E-001,-1.3754302635788918E-002, 3.2955932617187500E-001, 3.2590991258621216E-001,-6.9361902773380280E-002, 3.8155722618103027E-001, 7.0966911315917969E-001, 9.9595682695508003E-003, 1.0939156636595726E-002, 1.0939184576272964E-002, 9.9595692008733749E-003, 1.1782206535339355E+001, 9.3092555180191994E-003, 1.5837952494621277E-002, 9.4105983152985573E-003, 7.7000000000000000E+001,-8.6699198167949909E-012,-2.1674799427273683E-005, 6.9441494941711426E+000, 1.9840427637100220E+000, 2.9492227172851562E+002, 2.9492227172851562E+002, 9.4999996945261955E-003, 1.1945557594299316E+001, 7.4911203384399414E+000,-1.4975306577980518E-002, 1.0559331858530641E-003, 1.0453434661030769E-003, 1.2112547410652041E-003, 1.1964754667133093E-003, 1.7654695510864258E+000, 0.0000000000000000E+000, 1.0125158691406250E+003, 7.1368347562383860E-005
control_land,2,1,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 7.0000002160668373E-003, 9.9000000000000000E+004, 1.1643902063369751E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.5000000000000000E+002, 5.0000000000000000E-001,-2.0000000000000000E+001,-8.9999997499035089E-007, 1.0000000149011612E-001, 6.9513409398496151E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 2.0000000000000000E+000, 1.2534313201904297E+000, 6.2671564519405365E-002, 1.8891337513923645E-001, 1.8891337513923645E-001, 1.5003724396228790E-001,-6.1663303375244141E+000,-6.4440212249755859E+000, 5.8215237222611904E-003, 1.4209962449967861E-002, 1.4302279800176620E-002, 5.8215237222611904E-003, 6.8490653038024902E+000, 3.3901848364621401E-003, 1.6893278807401657E-002, 6.9513409398496151E-003,-3.3206512451171875E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4834496974945068E+000, 6.9668990373611450E-001, 2.9298626708984375E+002, 2.9298626708984375E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 1.2418857961893082E-001, 2.0234335679560900E-003, 1.0749851353466511E-003, 2.5057732127606869E-003, 1.2162441853433847E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
control_snow_land,2,1,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 4.0000001899898052E-003, 9.9300000000000000E+004, 1.1780083179473877E+000, 4.0000000000000000E+001, 5.1999998092651367E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8800000000000000E+002, 2.2000000000000000E+002, 6.0000002384185791E-001,-1.2000000000000000E+001,-6.0000002122251317E-007, 1.0000000149011612E-001, 3.9840643294155598E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 1.0000000000000000E+000, 2.1989002227783203E+000, 1.0994501411914825E-001, 1.5702290832996368E-001, 1.5702290832996368E-001, 1.0680854320526123E-001,-9.1579208374023438E+000,-8.7840967178344727E+000, 2.9937289655208588E-003, 5.3823604248464108E-003, 5.5113472044467926E-003, 2.9937289655208588E-003, 3.5544106960296631E+000, 2.1393713541328907E-003, 1.4843034557998180E-002, 3.9840643294155598E-003,-1.9864370346069336E+001, 9.9622241879482321E-013, 2.4905559712351533E-006, 2.8079526424407959E+000, 7.0198816061019897E-001, 2.9110845947265625E+002, 2.9110845947265625E+002, 4.0000001899898052E-003, 5.3033046722412109E+000, 4.1231055259704590E+000, 2.2022536396980286E-001, 9.1817713109776378E-004, 5.3318560821935534E-004, 1.5525664202868938E-003, 7.6508522033691406E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0078751831054688E+003, 1.0000000149011612E-001
calm_water,2,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 0.0000000000000000E+000, 2.9200000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1770570278167725E+000, 1.8000000000000000E+001, 1.0000000149011612E-001, 0.0000000000000000E+000, 2.8000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+000,-3.2176634669303894E-001, 4.4774193952434871E-007, 5.2787676395382732E-005, 1.1265649460256100E-002, 5.5788941681385040E-003, 3.6930236965417862E-002, 5.5788941681385040E-003, 1.0000000000000000E+000, 2.0000000000000000E+001, 2.2222223281860352E+000, 3.3663366921246052E-003, 3.3663366921246052E-003, 3.6930240690708160E-002,-2.2502244949340820E+001,-1.9638462066650391E+001, 4.2552783270366490E-005, 5.9782203607028350E-005, 5.9782192693091929E-005, 4.2552783270366490E-005, 5.0566021353006363E-002, 5.0087044655811042E-005, 1.3969942927360535E-002, 1.1265649460256100E-002,-1.9415655732154846E-001, 2.7017006232199492E-007, 6.7542517185211182E-001, 5.0432994961738586E-002, 0.0000000000000000E+000, 2.9173309326171875E+002, 2.9173309326171875E+002, 6.2999995425343513E-003, 1.2166430473327637E+001, 1.0000000149011612E-001, 4.0000000000000000E+000, 1.3987338752485812E-004, 1.4584553719032556E-004, 1.2755775242112577E-004, 1.3312067312654108E-004, 0.0000000000000000E+000,-6.7013740539550781E-002, 1.0095627441406250E+003, 4.6819972340017557E-005
